,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,CFP
77,18,<,12,Wisconsin,Big Ten,0-1,376,17,L 16-10 H #19 Penn State,Week 1Sep 7[2],2021,
78,19,<,NR,Virginia Tech,ACC,1-0,359,21,W 17-10 H #10 North Carolina,Week 1Sep 7[2],2021,
79,20,<,NR,Mississippi,SEC,1-0,335,20,W 43-24 N Louisville (Chick-fil-A Kickoff),Week 1Sep 7[2],2021,
80,21,<,24,Utah,Pac-12,1-0,334,18,W 40-17 H Weber State,Week 1Sep 7[2],2021,
81,22,<,14,Miami (FL),ACC,0-1,229,24,L 44-13 N #1 Alabama (Chick-fil-A Kickoff),Week 1Sep 7[2],2021,
82,23,<,25,Arizona State,Pac-12,1-0,227,25,W 41-14 H Southern Utah,Week 1Sep 7[2],2021,
83,24,<,10,North Carolina,ACC,0-1,198,22,L 17-10 A Virginia Tech,Week 1Sep 7[2],2021,
84,25,<,NR,Auburn,SEC,1-0,83,RV,W 60-10 H Akron,Week 1Sep 7[2],2021,
85,RV,<,NR,TCU,Big 12,,80,RV,W 45-3 H Duquesne,Week 1Sep 7[2],2021,
86,RV,<,NR,NC State,ACC,,69,RV,W 45-0 H South Florida,Week 1Sep 7[2],2021,
87,RV,<,NR,UCF,AAC,,61,RV,W 36-31 H Boise State,Week 1Sep 7[2],2021,
88,RV,<,16,LSU,SEC,,57,RV,L 38-27 A UCLA,Week 1Sep 7[2],2021,
89,RV,<,NR,Liberty,Ind,,57,RV,W 48-7 H Campbell,Week 1Sep 7[2],2021,
90,RV,<,NR,Michigan,Big Ten,,52,RV,W 47-14 H Western Michigan,Week 1Sep 7[2],2021,
91,RV,<,NR,Oklahoma State,Big 12,,39,23,W 23-16 H Missouri State,Week 1Sep 7[2],2021,
92,RV,<,17,Indiana,Big Ten,,37,RV,L 34-6 A #18 Iowa,Week 1Sep 7[2],2021,
93,RV,<,NR,Michigan State,Big Ten,,28,RV,W 38-21 A Northwestern,Week 1Sep 7[2],2021,
94,RV,<,NR,Nevada,MWC,,23,RV,W 22-17 A California,Week 1Sep 7[2],2021,
95,RV,<,NR,Kansas State,Big 12,,13,RV,W 24-7 N Stanford,Week 1Sep 7[2],2021,
96,RV,<,23,Louisiana,Sun Belt,,12,RV,L 38-18 A #21 Texas,Week 1Sep 7[2],2021,
97,RV,<,NR,BYU,Ind,,10,RV,W 24-16 N Arizona (Vegas Kickoff Classic),Week 1Sep 7[2],2021,
98,RV,<,NR,Boston College,ACC,,8,RV,W 51-0 H Colgate,Week 1Sep 7[2],2021,
99,RV,<,NR,Ball State,MAC,,7,RV,W 31-21 H Western Illinois,Week 1Sep 7[2],2021,
100,RV,<,NR,Maryland,Big Ten,,6,RV,W 30-24 H West Virginia,Week 1Sep 7[2],2021,
101,RV,<,NR,UAB,CUSA,,5,RV,W 31-0 A Jacksonville State,Week 1Sep 7[2],2021,
102,RV,<,NR,Florida State,ACC,,4,RV,L 41-38 (1OT) H #9 Notre Dame,Week 1Sep 7[2],2021,
103,RV,<,NR,Kentucky,SEC,,3,RV,W 45-10 H UL Monroe,Week 1Sep 7[2],2021,
104,RV,<,NR,Army,Ind,,2,RV,W 43-10 A Georgia State,Week 1Sep 7[2],2021,
105,RV,<,NR,Texas Tech,Big 12,,2,NR,W 38-21 A Houston,Week 1Sep 7[2],2021,
106,RV,<,NR,Appalachian State,Sun Belt,,1,RV,W 33-19 H East Carolina,Week 1Sep 7[2],2021,
107,NR,<,20,Washington,Pac-12,,0,NR,L 13-7 H Montana,Week 1Sep 7[2],2021,
108,NR,<,NR,Air Force,MWC,,0,RV,W 35-14 H Lafayette,Week 1Sep 7[2],2021,
109,NR,<,NR,Charlotte,CUSA,,0,RV,W 31-28 H Duke,Week 1Sep 7[2],2021,
110,NR,<,NR,Fresno State,MWC,,0,RV,L 31-24 A #11 Oregon,Week 1Sep 7[2],2021,
111,NR,<,NR,Marshall,CUSA,,0,RV,W 49-7 A Navy,Week 1Sep 7[2],2021,
112,NR,<,NR,Missouri,SEC,,0,RV,W 34-24 H Central Michigan,Week 1Sep 7[2],2021,
113,NR,<,NR,Pittsburgh,ACC,,0,RV,W 51-7 H Massachusetts,Week 1Sep 7[2],2021,
114,NR,<,NR,Rutgers,Big Ten,,0,RV,W 61-14 H Temple,Week 1Sep 7[2],2021,
115,NR,<,NR,San Jose State,MWC,,0,RV,L 30-7 A USC,Week 1Sep 7[2],2021,
116,NR,<,NR,SMU,AAC,,0,RV,W 56-9 H Abilene Christian,Week 1Sep 7[2],2021,
117,NR,<,NR,Tennessee,SEC,,0,RV,W 38-6 H Bowling Green,Week 1Sep 7[2],2021,
118,NR,<,NR,Tulane,AAC,,0,RV,L 40-35 A #2 Oklahoma,Week 1Sep 7[2],2021,
119,NR,<,NR,Virginia,ACC,,0,RV,W 43-0 H William & Mary,Week 1Sep 7[2],2021,
120,1,<,1,Alabama (60),SEC,2-0,1572,*1,W 48-14 H Mercer,Week 2Sep 12[3],2021,
121,2,<,2,Georgia (3),SEC,2-0,1514,*2,W 56-7 H UAB,Week 2Sep 12[3],2021,
122,3,<,4,Oklahoma,Big 12,2-0,1402,3,W 76-0 H Western Carolina,Week 2Sep 12[3],2021,
123,4,<,12,Oregon,Pac-12,2-0,1355,4,W 35-28 A #3 Ohio State,Week 2Sep 12[3],2021,
124,5,<,10,Iowa,Big Ten,2-0,1263,7,W 27-17 A #9 Iowa State,Week 2Sep 12[3],2021,
125,6,<,6,Clemson,ACC,1-1,1246,6,W 49-3 H South Carolina State,Week 2Sep 12[3],2021,
126,7,<,5,Texas A&M,SEC,2-0,1206,5,W 10-7 N Colorado,Week 2Sep 12[3],2021,
127,8,<,7,Cincinnati,AAC,2-0,1149,8,W 42-7 H Murray State,Week 2Sep 12[3],2021,
128,9,<,3,Ohio State,Big Ten,1-1,1029,11,L 35-28 H #12 Oregon,Week 2Sep 12[3],2021,
129,10,<,11,Penn State,Big Ten,2-0,1005,12,W 44-13 H Ball State,Week 2Sep 12[3],2021,
130,11,<,13,Florida,SEC,2-0,935,9,W 42-20 A South Florida,Week 2Sep 12[3],2021,
131,12,<,8,Notre Dame,Ind,2-0,926,10,W 32-29 H Toledo,Week 2Sep 12[3],2021,
132,13,<,16,UCLA,Pac-12,2-0,804,13,DNP,Week 2Sep 12[3],2021,
133,14,<,9,Iowa State,Big 12,1-1,593,14,L 27-17 H #10 Iowa,Week 2Sep 12[3],2021,
134,15,<,19,Virginia Tech,ACC,2-0,591,15,W 35-14 H Middle Tennessee,Week 2Sep 12[3],2021,
135,16,<,17,Coastal Carolina,Sun Belt,2-0,562,18,W 49-22 H Kansas,Week 2Sep 12[3],2021,
136,17,<,20,Mississippi,SEC,2-0,550,16,W 54-17 H Austin Peay,Week 2Sep 12[3],2021,
137,18,<,18,Wisconsin,Big Ten,1-1,499,17,W 34-7 H Eastern Michigan,Week 2Sep 12[3],2021,
138,19,<,23,Arizona State,Pac-12,2-0,347,21,W 37-10 H UNLV,Week 2Sep 12[3],2021,
139,20,<,NR,Arkansas,SEC,2-0,277,24,W 40-21 H #15 Texas,Week 2Sep 12[3],2021,
140,21,<,24,North Carolina,ACC,1-1,268,19,W 59-17 H Georgia State,Week 2Sep 12[3],2021,
141,22,<,25,Auburn,SEC,2-0,233,20,W 62-0 H Alabama State,Week 2Sep 12[3],2021,
142,23,<,NR,BYU,Ind,2-0,213,23,W 26-17 H #21 Utah,Week 2Sep 12[3],2021,
143,24,<,22,Miami (FL),ACC,1-1,177,RV,W 25-23 H Appalachian State,Week 2Sep 12[3],2021,
144,25,<,NR,Michigan,Big Ten,2-0,163,25,W 31-10 H Washington,Week 2Sep 12[3],2021,
145,RV,<,NR,UCF,AAC,,111,RV,W 63-14 H Bethune-Cookman,Week 2Sep 12[3],2021,
146,RV,<,NR,TCU,Big 12,,103,RV,W 34-32 H California,Week 2Sep 12[3],2021,
147,RV,<,NR,Liberty,Ind,,52,RV,W 21-13 A Troy,Week 2Sep 12[3],2021,
148,RV,<,NR,Michigan State,Big Ten,,44,RV,W 42-14 H Youngstown State,Week 2Sep 12[3],2021,
149,RV,<,14,USC,Pac-12,,39,RV,L 42-28 H Stanford,Week 2Sep 12[3],2021,
150,RV,<,NR,Indiana,Big Ten,,34,RV,W 56-14 H Idaho,Week 2Sep 12[3],2021,
151,RV,<,NR,LSU,SEC,,31,RV,W 34-7 H McNeese State,Week 2Sep 12[3],2021,
152,RV,<,NR,Kansas State,Big 12,,30,RV,W 31-23 H Southern Illinois,Week 2Sep 12[3],2021,
153,RV,<,NR,Nevada,MWC,,28,RV,W 49-10 H Idaho State,Week 2Sep 12[3],2021,
154,RV,<,NR,Oklahoma State,Big 12,,27,22,W 28-23 H Tulsa,Week 2Sep 12[3],2021,
155,RV,<,15,Texas,Big 12,,23,RV,L 40-21 A Arkansas,Week 2Sep 12[3],2021,
156,RV,<,NR,Maryland,Big Ten,,14,RV,W 62-0 H Howard,Week 2Sep 12[3],2021,
157,RV,<,NR,Kentucky,SEC,,13,RV,W 35-28 H Missouri,Week 2Sep 12[3],2021,
158,RV,<,NR,Pittsburgh,ACC,,13,RV,W 41-34 A Tennessee,Week 2Sep 12[3],2021,
159,RV,<,NR,Stanford,Pac-12,,10,RV,W 42-28 A #14 USC,Week 2Sep 12[3],2021,
160,RV,<,21,Utah,Pac-12,,9,RV,L 26-17 A BYU,Week 2Sep 12[3],2021,
161,RV,<,NR,Boston College,ACC,,8,RV,W 45-28 A Massuchusetts,Week 2Sep 12[3],2021,
162,RV,<,NR,Fresno State,MWC,,2,RV,W 63-10 H Cal Poly,Week 2Sep 12[3],2021,
163,RV,<,NR,Texas Tech,Big 12,,2,NR,W 28-22 H Stephen F. Austin,Week 2Sep 12[3],2021,
164,RV,<,NR,Toledo,MAC,,2,NR,L 32-29 A #8 Notre Dame,Week 2Sep 12[3],2021,
165,RV,<,NR,Army,Ind,,1,RV,W 38-35 H Western Kentucky,Week 2Sep 12[3],2021,
166,NR,<,NR,Air Force,MWC,,0,RV,W 23-3 A Navy,Week 2Sep 12[3],2021,
167,NR,<,NR,Boise State,MWC,,0,RV,W 54-13 H UTEP,Week 2Sep 12[3],2021,
168,NR,<,NR,Louisiana,Sun Belt,,0,RV,W 27-24 H Nicholls,Week 2Sep 12[3],2021,
169,NR,<,NR,Marshall,CUSA,,0,RV,W 44-10 H North Carolina Central,Week 2Sep 12[3],2021,
170,NR,<,NR,Memphis,AAC,,0,RV,W 55-50 A Arkansas State,Week 2Sep 12[3],2021,
171,NR,<,NR,Mississippi State,SEC,,0,RV,W 24-10 H NC State,Week 2Sep 12[3],2021,
172,NR,<,NR,NC State,ACC,,0,RV,L 24-10 A Mississippi State,Week 2Sep 12[3],2021,
173,NR,<,NR,Rutgers,Big Ten,,0,RV,W 17-7 A Syracuse,Week 2Sep 12[3],2021,
174,NR,<,NR,San Diego State,MWC,,0,RV,W 38-14 A Arizona,Week 2Sep 12[3],2021,
175,NR,<,NR,San Jose State,MWC,,0,RV,DNP,Week 2Sep 12[3],2021,
176,NR,<,NR,SMU,AAC,,0,RV,W 35-12 H North Texas,Week 2Sep 12[3],2021,
177,NR,<,NR,Tulane,AAC,,0,RV,W 69-20 H Morgan State,Week 2Sep 12[3],2021,
178,NR,<,NR,UTSA,CUSA,,0,RV,W 54-0 H Lamar,Week 2Sep 12[3],2021,
179,NR,<,NR,Virginia,ACC,,0,RV,W 42-14 H Illinois,Week 2Sep 12[3],2021,
180,1,<,1,Alabama (59),SEC,3-0,1547,*1,W 31-29 A #12 Florida,Week 3Sep 19[4],2021,
181,2,<,2,Georgia (3),SEC,3-0,1491,*2,W 40-13 H South Carolina,Week 3Sep 19[4],2021,
182,3,<,4,Oregon,Pac-12,3-0,1385,4,W 48-7 H Stony Brook,Week 3Sep 19[4],2021,
183,4,<,3,Oklahoma,Big 12,3-0,1302,3,W 23-16 H Nebraska,Week 3Sep 19[4],2021,
184,5,<,5,Iowa,Big Ten,3-0,1298,6,W 30-7 H Kent State,Week 3Sep 19[4],2021,
185,6,<,10,Penn State,Big Ten,3-0,1197,8,W 28-20 H #22 Auburn,Week 3Sep 19[4],2021,
186,7,<,7,Texas A&M,SEC,3-0,1158,5,W 34-0 H New Mexico,Week 3Sep 19[4],2021,
187,8,<,8,Cincinnati,AAC,3-0,1145,9,W 38-24 A Indiana,Week 3Sep 19[4],2021,
188,9,<,6,Clemson,ACC,2-1,1074,7,W 14-8 H Georgia Tech,Week 3Sep 19[4],2021,
189,10,<,9,Ohio State,Big Ten,2-1,976,12,W 41-20 H Tulsa,Week 3Sep 19[4],2021,
190,11,<,11,Florida,SEC,2-1,930,11,L 31-29 H #1 Alabama,Week 3Sep 19[4],2021,
191,12,<,12,Notre Dame,Ind,3-0,874,10,W 27-13 H Purdue,Week 3Sep 19[4],2021,
192,13,<,17,Mississippi,SEC,3-0,717,13,W 61-21 H Tulane,Week 3Sep 19[4],2021,
193,14,<,14,Iowa State,Big 12,2-1,664,14,W 48-3 A UNLV,Week 3Sep 19[4],2021,
194,15,<,23,BYU,Ind,3-0,603,16,W 27-17 H #19 Arizona State,Week 3Sep 19[4],2021,
195,16,<,20,Arkansas,SEC,3-0,537,18,W 45-10 H Georgia Southern,Week 3Sep 19[4],2021,
196,17,<,16,Coastal Carolina,Sun Belt,3-0,526,17,W 28-25 A Buffalo,Week 3Sep 19[4],2021,
197,18,<,18,Wisconsin,Big Ten,1-1,513,15,DNP,Week 3Sep 19[4],2021,
198,19,<,25,Michigan,Big Ten,3-0,456,19,W 63-10 H Northern Illinois,Week 3Sep 19[4],2021,
199,20,<,NR,Michigan State,Big Ten,3-0,389,21,W 38-17 A #24 Miami (FL),Week 3Sep 19[4],2021,
200,21,<,21,North Carolina,ACC,2-1,306,20,W 59-39 H Virginia,Week 3Sep 19[4],2021,
201,22,<,NR,Fresno State,MWC,3-1,201,25,W 40-37 A #13 UCLA,Week 3Sep 19[4],2021,
202,23,<,22,Auburn,SEC,2-1,166,23,L 28-20 A #10 Penn State,Week 3Sep 19[4],2021,
203,24,<,13,UCLA,Pac-12,2-1,142,24,L 40-37 H Fresno State,Week 3Sep 19[4],2021,
204,25,<,NR,Kansas State,Big 12,3-0,127,RV,W 38-17 H Nevada,Week 3Sep 19[4],2021,
205,RV,<,NR,TCU,Big 12,,91,RV,DNP,Week 3Sep 19[4],2021,
206,RV,<,NR,Liberty,Ind,,56,RV,W 45-17 H Old Dominion,Week 3Sep 19[4],2021,
207,RV,<,15,Virginia Tech,ACC,,52,RV,L 27-21 A West Virginia,Week 3Sep 19[4],2021,
208,RV,<,NR,Oklahoma State,Big 12,,51,22,W 21-20 A Boise State,Week 3Sep 19[4],2021,
209,RV,<,NR,Maryland,Big Ten,,29,RV,W 20-17 A Illinois,Week 3Sep 19[4],2021,
210,RV,<,19,Arizona State,Pac-12,,24,RV,L 27-17 A #23 BYU,Week 3Sep 19[4],2021,
211,RV,<,NR,Texas,Big 12,,22,RV,W 58-0 H Rice,Week 3Sep 19[4],2021,
212,RV,<,NR,San Diego State,MWC,,16,RV,W 33-31 (3OT) H Utah,Week 3Sep 19[4],2021,
213,RV,<,NR,USC,Pac-12,,16,RV,W 45-14 A Washington State,Week 3Sep 19[4],2021,
214,RV,<,NR,LSU,SEC,,14,RV,W 49-21 H Central Michigan,Week 3Sep 19[4],2021,
215,RV,<,NR,West Virginia,Big 12,,14,RV,W 27-21 H #15 Virginia Tech,Week 3Sep 19[4],2021,
216,RV,<,NR,Kentucky,SEC,,12,RV,W 28-23 H Chattanooga,Week 3Sep 19[4],2021,
217,RV,<,NR,Boston College,ACC,,9,RV,W 28-3 A Temple,Week 3Sep 19[4],2021,
218,RV,<,NR,Wake Forest,ACC,,7,RV,W 35-14 H Florida State,Week 3Sep 19[4],2021,
219,RV,<,NR,Texas Tech,Big 12,,5,NR,W 54-21 H Florida International,Week 3Sep 19[4],2021,
220,RV,<,NR,Memphis,AAC,,3,RV,W 31-29 H Mississippi State,Week 3Sep 19[4],2021,
221,RV,<,NR,Stanford,Pac-12,,3,RV,W 41-23 A Vanderbilt,Week 3Sep 19[4],2021,
222,RV,<,NR,Louisville,ACC,,1,NR,W 42-35 H UCF,Week 3Sep 19[4],2021,
223,RV,<,NR,Wyoming,MWC,,1,NR,W 45-12 H Ball State,Week 3Sep 19[4],2021,
224,NR,<,24,Miami (FL),ACC,,0,RV,L 38-17 H Michigan State,Week 3Sep 19[4],2021,
225,NR,<,NR,Army,Ind,,0,NR,W 52-21 H Connecticut,Week 3Sep 19[4],2021,
226,NR,<,NR,Baylor,Big 12,,0,NR,W 45-7 A Kansas,Week 3Sep 19[4],2021,
227,NR,<,NR,Louisiana,Sun Belt,,0,RV,W 49-14 H Ohio,Week 3Sep 19[4],2021,
228,NR,<,NR,Nevada,MWC,,0,NR,L 38-17 A Kansas State,Week 3Sep 19[4],2021,
229,NR,<,NR,Rutgers,Big Ten,,0,NR,W 45-13 H Delaware,Week 3Sep 19[4],2021,
230,NR,<,NR,SMU,AAC,,0,NR,W 39-37 A Louisiana Tech,Week 3Sep 19[4],2021,
231,NR,<,NR,Tennessee,SEC,,0,NR,W 56-0 H Tennessee Tech,Week 3Sep 19[4],2021,
232,NR,<,NR,UCF,AAC,,0,NR,L 42-35 A Louisville,Week 3Sep 19[4],2021,
233,NR,<,NR,Utah State,MWC,,0,NR,W 49-45 A Air Force,Week 3Sep 19[4],2021,
234,NR,<,NR,UTSA,CUSA,,0,NR,W 27-13 H Middle Tennessee,Week 3Sep 19[4],2021,
235,1,<,1,Alabama (58),SEC,4-0,1546,*1,W 63-14 H Southern Miss,Week 4Sep 26[5],2021,
236,2,<,2,Georgia (4),SEC,4-0,1492,*2,W 62-0 A Vanderbilt,Week 4Sep 26[5],2021,
237,3,<,3,Oregon,Pac-12,4-0,1411,3,W 41-19 H Arizona,Week 4Sep 26[5],2021,
238,4,<,6,Penn State,Big Ten,4-0,1283,6,W 38-17 H Villanova,Week 4Sep 26[5],2021,
239,5,<,5,Iowa,Big Ten,4-0,1277,5,W 24-14 H Colorado State,Week 4Sep 26[5],2021,
240,6,<,4,Oklahoma,Big 12,4-0,1212,4,W 16-13 H West Virginia,Week 4Sep 26[5],2021,
241,7,<,8,Cincinnati,AAC,3-0,1154,8,DNP,Week 4Sep 26[5],2021,
242,8,<,16,Arkansas,SEC,4-0,1094,11,W 20-10 N #7 Texas A&M,Week 4Sep 26[5],2021,
243,9,<,12,Notre Dame,Ind,4-0,1076,7,W 41-13 N #18 Wisconsin,Week 4Sep 26[5],2021,
244,10,<,11,Florida,SEC,3-1,1019,9,W 38-14 H Tennessee,Week 4Sep 26[5],2021,
245,11,<,10,Ohio State,Big Ten,3-1,1005,10,W 59-7 H Akron,Week 4Sep 26[5],2021,
246,12,<,13,Mississippi,SEC,3-0,852,12,DNP,Week 4Sep 26[5],2021,
247,13,<,15,BYU,Ind,4-0,748,15,W 35-27 H South Florida,Week 4Sep 26[5],2021,
248,14,<,19,Michigan,Big Ten,4-0,677,14,W 20-13 H Rutgers,Week 4Sep 26[5],2021,
249,15,<,7,Texas A&M,SEC,3-1,651,13,L 20-10 N #16 Arkansas,Week 4Sep 26[5],2021,
250,16,<,17,Coastal Carolina,Sun Belt,4-0,613,16,W 53-3 H Massachusetts,Week 4Sep 26[5],2021,
251,17,<,20,Michigan State,Big Ten,4-0,581,16,W 23-20 (1OT) H Nebraska,Week 4Sep 26[5],2021,
252,18,<,22,Fresno State,MWC,4-1,415,21,W 38-30 H UNLV,Week 4Sep 26[5],2021,
253,19,<,NR,Oklahoma State,Big 12,4-0,341,18,W 31-20 H #25 Kansas State,Week 4Sep 26[5],2021,
254,20,<,24,UCLA,Pac-12,3-1,316,20,W 35-24 A Stanford,Week 4Sep 26[5],2021,
