,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
112,14,<,16,Ohio State,Big Ten,3-1,64,,Week 4Oct 20[5],1952
113,15,<,8,Kansas,Big 7,4-1,51,L 42-20 H Oklahoma,Week 4Oct 20[5],1952
114,16,<,NR,Notre Dame,Ind,2-1-1,47,,Week 4Oct 20[5],1952
115,17,<,19,Penn State (2),Ind,4-0-1,37,,Week 4Oct 20[5],1952
116,18,<,NR,Pittsburgh,Ind,3-1,31,,Week 4Oct 20[5],1952
117,19,<,NR,Michigan,Big Ten,2-2,23,,Week 4Oct 20[5],1952
118,20,<,NR,Texas,Southwest,3-2,22,,Week 4Oct 20[5],1952
119,NR,<,9,Purdue,Big Ten,,0,,Week 4Oct 20[5],1952
120,NR,<,13,Stanford,PCC,,0,,Week 4Oct 20[5],1952
121,NR,<,17,Illinois,Big Ten,,0,,Week 4Oct 20[5],1952
122,NR,<,18,Alabama,SEC,,0,,Week 4Oct 20[5],1952
123,NR,<,20,Navy,Ind,,0,,Week 4Oct 20[5],1952
124,1,<,1,Michigan State (38),Ind,5-0,1042,W 34-7 H #17 Penn State,Week 5Oct 27[6],1952
125,2,<,2,Maryland (32),Ind,6-0,1016,,Week 5Oct 27[6],1952
126,3,<,3,Oklahoma (20),Big 7,4-0-1,850,W 49-6 H Kansas State,Week 5Oct 27[6],1952
127,4,<,5,Georgia Tech (7),SEC,6-0,767,,Week 5Oct 27[6],1952
128,5,<,7,USC (7),PCC,6-0,745,,Week 5Oct 27[6],1952
129,6,<,6,Duke (10),Southern,6-0,688,,Week 5Oct 27[6],1952
130,7,<,8,UCLA (6),PCC,6-0,605,,Week 5Oct 27[6],1952
131,8,<,NR,Purdue (1),Big Ten,3-1-1,164,,Week 5Oct 27[6],1952
132,9,<,15,Kansas,Big 7,5-1,138,W 26-0 A SMU,Week 5Oct 27[6],1952
133,10,<,12,Villanova,Ind,6-0,134,W 34-20 A Xavier,Week 5Oct 27[6],1952
134,11,<,4,California,PCC,5-1,99,,Week 5Oct 27[6],1952
135,12,<,13,Tennessee,SEC,4-1,91,,Week 5Oct 27[6],1952
136,13,<,16,Notre Dame,Ind,3-1-1,63,,Week 5Oct 27[6],1952
137,14,<,20,Texas,Southwest,4-2,58,,Week 5Oct 27[6],1952
138,15,<,19,Michigan,Big Ten,3-2,48,,Week 5Oct 27[6],1952
139,16,<,9,Virginia,Ind,4-1,39,,Week 5Oct 27[6],1952
140,17,<,11,Penn,Ind,3-0-2,26,,Week 5Oct 27[6],1952
141,18,<,10,Wisconsin,Big Ten,3-2,19,,Week 5Oct 27[6],1952
142,19,<,NR,Alabama,SEC,5-1,18,,Week 5Oct 27[6],1952
143,20,<,NR,Florida,SEC,3-2,16,,Week 5Oct 27[6],1952
144,NR,<,14,Ohio State,Big Ten,,0,,Week 5Oct 27[6],1952
145,NR,<,17,Penn State,Ind,,0,,Week 5Oct 27[6],1952
146,NR,<,18,Pittsburgh,Ind,,0,,Week 5Oct 27[6],1952
147,1,<,1,Michigan State (33),Ind,6-0,1204,W 14-7 A #8 Purdue,Week 6Nov 3[7],1952
148,2,<,2,Maryland (35),Ind,7-0,1095,,Week 6Nov 3[7],1952
149,3,<,4,Georgia Tech (27),SEC,7-0,1047,,Week 6Nov 3[7],1952
150,4,<,3,Oklahoma (27),Big 7,5-0-1,913,W 41-0 A Iowa State,Week 6Nov 3[7],1952
151,5,<,7,UCLA (11),PCC,7-0,909,,Week 6Nov 3[7],1952
152,6,<,5,USC (3),PCC,6-0,659,,Week 6Nov 3[7],1952
153,7,<,9,Kansas,Big 7,6-1,322,W 26-6 A Kansas State,Week 6Nov 3[7],1952
154,8,<,12,Tennessee,SEC,5-1,199,,Week 6Nov 3[7],1952
155,9,<,8,Purdue,Big Ten,3-2-1,191,,Week 6Nov 3[7],1952
156,10,<,13,Notre Dame,Ind,4-1-1,177,,Week 6Nov 3[7],1952
157,11,<,10,Villanova,Ind,6-0-1,120,T 20-20 H Parris Island Marines,Week 6Nov 3[7],1952
158,12,<,6,Duke,Southern,6-1,109,,Week 6Nov 3[7],1952
159,13,<,14,Texas,Southwest,5-2,106,,Week 6Nov 3[7],1952
160,14,<,NR,Mississippi,SEC,5-0-2,54,,Week 6Nov 3[7],1952
161,15,<,NR,Penn State,Ind,5-1-1,44,,Week 6Nov 3[7],1952
162,16,<,19,Alabama,SEC,6-1,43,,Week 6Nov 3[7],1952
163,17,<,20,Florida,SEC,4-2,36,,Week 6Nov 3[7],1952
164,18,<,18,Wisconsin,Big Ten,4-2,21,,Week 6Nov 3[7],1952
165,19,<,NR,Princeton,Ind,5-1,13,W 39-0 H Brown,Week 6Nov 3[7],1952
166,20,<,NR,Holy Cross,Ind,5-1,12,W 7-0 A Marquette,Week 6Nov 3[7],1952
167,NR,<,11,California,PCC,,0,,Week 6Nov 3[7],1952
168,NR,<,15,Michigan,Big Ten,,0,,Week 6Nov 3[7],1952
169,NR,<,16,Virginia,Ind,,0,,Week 6Nov 3[7],1952
170,NR,<,17,Penn,Ind,,0,,Week 6Nov 3[7],1952
171,1,<,1,Michigan State (57),Ind,7-0,1193,W 41-14 A Indiana,Week 7Nov 10[8],1952
172,2,<,3,Georgia Tech (32),SEC,8-0,1135,,Week 7Nov 10[8],1952
173,3,<,2,Maryland (24),Ind,7-0,1128,,Week 7Nov 10[8],1952
174,4,<,5,UCLA (15),PCC,8-0,964,,Week 7Nov 10[8],1952
175,5,<,6,USC (7),PCC,7-0,844,,Week 7Nov 10[8],1952
176,6,<,10,Notre Dame (3),Ind,5-1-1,733,,Week 7Nov 10[8],1952
177,7,<,8,Tennessee,SEC,6-1,419,,Week 7Nov 10[8],1952
178,8,<,4,Oklahoma,Big 7,5-1-1,402,L 27-21 A #10 Notre Dame,Week 7Nov 10[8],1952
179,9,<,13,Texas,Southwest,6-2,134,,Week 7Nov 10[8],1952
180,10,<,9,Purdue,Big Ten,3-2-2,109,,Week 7Nov 10[8],1952
181,11,<,14,Mississippi,SEC,6-0-2,83,,Week 7Nov 10[8],1952
182,12,<,16,Alabama,SEC,7-1,77,,Week 7Nov 10[8],1952
183,13,<,NR,Syracuse,Ind,5-2,59,,Week 7Nov 10[8],1952
184,14,<,NR,Pittsburgh (1),Ind,5-2,56,,Week 7Nov 10[8],1952
185,15,<,18,Wisconsin,Big Ten,5-2,55,,Week 7Nov 10[8],1952
186,16,<,19,Princeton,Ind,6-1,31,W 41-21 H Harvard,Week 7Nov 10[8],1952
187,17,<,NR,Washington,PCC,6-2,30,,Week 7Nov 10[8],1952
188,18,<,17,Florida,SEC,5-2,29,,Week 7Nov 10[8],1952
189,19,<,7,Kansas,Big 7,6-2,22,L 14-13 H Nebraska,Week 7Nov 10[8],1952
190,20,<,NR,Michigan,Big Ten,4-3,21,,Week 7Nov 10[8],1952
191,NR,<,11,Villanova,Ind,,0,,Week 7Nov 10[8],1952
192,NR,<,12,Duke,Southern,,0,,Week 7Nov 10[8],1952
193,NR,<,15,Penn State,Ind,,0,,Week 7Nov 10[8],1952
194,NR,<,20,Holy Cross,Ind,,0,,Week 7Nov 10[8],1952
195,1,<,1,Michigan State (80),Ind,8-0,1168,W 21-3 H #6 Notre Dame,Week 8Nov 17[9],1952
196,2,<,2,Georgia Tech (14),SEC,9-0,1020,,Week 8Nov 17[9],1952
197,3,<,4,UCLA (9),PCC,8-0,968,,Week 8Nov 17[9],1952
198,4,<,5,USC (11),PCC,8-0,911,,Week 8Nov 17[9],1952
199,5,<,8,Oklahoma (1),Big 7,6-1-1,542,W 47-7 H Missouri,Week 8Nov 17[9],1952
200,6,<,11,Mississippi (4),SEC,7-0-2,522,,Week 8Nov 17[9],1952
201,7,<,7,Tennessee (4),SEC,7-1,496,,Week 8Nov 17[9],1952
202,8,<,3,Maryland,Ind,7-1,433,,Week 8Nov 17[9],1952
203,9,<,6,Notre Dame,Ind,5-2-1,256,,Week 8Nov 17[9],1952
204,10,<,9,Texas,Southwest,7-2,242,,Week 8Nov 17[9],1952
205,11,<,NR,Tulsa (3),MVC,6-1-1,85,W 62-21 A Detroit Mercy,Week 8Nov 17[9],1952
206,12,<,20,Michigan,Big Ten,5-3,77,,Week 8Nov 17[9],1952
207,13,<,15,Wisconsin,Big Ten,6-2,58,,Week 8Nov 17[9],1952
208,14,<,12,Alabama,SEC,7-2,53,,Week 8Nov 17[9],1952
209,15,<,13,Syracuse,Ind,6-2,40,,Week 8Nov 17[9],1952
210,16,<,14,Pittsburgh (1),Ind,6-2,36,,Week 8Nov 17[9],1952
211,17,<,16,Princeton,Ind,7-1,19,W 27-21 A Yale,Week 8Nov 17[9],1952
212,18,<,19,Kansas,Big 7,7-2,15,W 12-7 H Oklahoma State,Week 8Nov 17[9],1952
213,19,<,NR,Houston,MVC,6-2,9,,Week 8Nov 17[9],1952
214,20,<,NR,Duke,Southern,7-2,8,,Week 8Nov 17[9],1952
215,NR,<,10,Purdue,Big Ten,,0,,Week 8Nov 17[9],1952
216,NR,<,17,Washington,PCC,,0,,Week 8Nov 17[9],1952
217,NR,<,18,Florida,SEC,,0,,Week 8Nov 17[9],1952
218,1,<,1,Michigan State (88),Ind,9-0,1400,W 62-13 H Marquette,Week 9Nov 24[10],1952
219,2,<,4,USC (24),PCC,9-0,1244,,Week 9Nov 24[10],1952
220,3,<,2,Georgia Tech (20),SEC,10-0,1223,,Week 9Nov 24[10],1952
221,4,<,5,Oklahoma (3),Big 7,7-1-1,793,W 34-13 H Nebraska,Week 9Nov 24[10],1952
222,5,<,3,UCLA,PCC,8-1,749,,Week 9Nov 24[10],1952
223,6,<,6,Mississippi (5),SEC,7-0-2,551,,Week 9Nov 24[10],1952
224,7,<,9,Notre Dame,Ind,6-2-1,544,,Week 9Nov 24[10],1952
225,8,<,14,Alabama (1),SEC,8-2,461,,Week 9Nov 24[10],1952
226,9,<,7,Tennessee,SEC,7-1-1,294,,Week 9Nov 24[10],1952
227,10,<,10,Texas,Southwest,7-2,286,,Week 9Nov 24[10],1952
228,11,<,11,Tulsa (8),MVC,7-1-1,155,W 44-34 H Arkansas,Week 9Nov 24[10],1952
229,12,<,13,Wisconsin,Big Ten,6-2-1,97,,Week 9Nov 24[10],1952
230,13,<,20,Duke,Southern,8-2,67,,Week 9Nov 24[10],1952
231,14,<,NR,Purdue,Big Ten,4-3-2,64,,Week 9Nov 24[10],1952
232,15,<,8,Maryland,Ind,7-2,58,,Week 9Nov 24[10],1952
233,16,<,15,Syracuse,Ind,7-2,56,,Week 9Nov 24[10],1952
234,17,<,NR,Florida,SEC,6-3,36,,Week 9Nov 24[10],1952
235,18,<,17,Princeton,Ind,8-1,28,W 33-0 H Dartmouth,Week 9Nov 24[10],1952
236,19,<,NR,Kentucky,SEC,5-3-2,25,,Week 9Nov 24[10],1952
237,20,<,NR,Virginia,Ind,7-2,22,,Week 9Nov 24[10],1952
238,NR,<,12,Michigan,Big Ten,,0,,Week 9Nov 24[10],1952
239,NR,<,16,Pittsburgh,Ind,,0,,Week 9Nov 24[10],1952
240,NR,<,18,Kansas,Big 7,,0,,Week 9Nov 24[10],1952
241,NR,<,19,Houston,MVC,,0,,Week 9Nov 24[10],1952
242,1,<,1,Michigan State (207),Ind,9-0,2683,DNP,Week 10 (Final)Dec 1[11],1952
243,2,<,3,Georgia Tech (36),SEC,11-0,2249,,Week 10 (Final)Dec 1[11],1952
244,3,<,7,Notre Dame (4),Ind,7-2-1,1809,,Week 10 (Final)Dec 1[11],1952
245,4,<,4,Oklahoma (14),Big 7,8-1-1,1685,W 54-7 A Oklahoma State,Week 10 (Final)Dec 1[11],1952
246,5,<,2,USC (2),PCC,9-1,1404,,Week 10 (Final)Dec 1[11],1952
247,6,<,5,UCLA (1),PCC,8-1,983,,Week 10 (Final)Dec 1[11],1952
248,7,<,6,Mississippi (3),SEC,8-0-2,950,,Week 10 (Final)Dec 1[11],1952
249,8,<,9,Tennessee,SEC,8-1-1,781,,Week 10 (Final)Dec 1[11],1952
250,9,<,8,Alabama,SEC,9-2,693,,Week 10 (Final)Dec 1[11],1952
251,10,<,10,Texas,Southwest,8-2,454,,Week 10 (Final)Dec 1[11],1952
252,11,<,12,Wisconsin,Big Ten,6-2-1,281,,Week 10 (Final)Dec 1[11],1952
253,12,<,11,Tulsa (3),MVC,8-1-1,145,DNP,Week 10 (Final)Dec 1[11],1952
254,13,<,15,Maryland,Ind,7-2,87,,Week 10 (Final)Dec 1[11],1952
255,14,<,16,Syracuse,Ind,7-2,56,,Week 10 (Final)Dec 1[11],1952
256,15,<,17,Florida,SEC,6-3,55,,Week 10 (Final)Dec 1[11],1952
257,16,<,13,Duke,Southern,8-2,48,,Week 10 (Final)Dec 1[11],1952
258,17,<,NR,Ohio State,Big Ten,6-3,46,,Week 10 (Final)Dec 1[11],1952
259,18,<,14,Purdue,Big Ten,4-3-2,45,,Week 10 (Final)Dec 1[11],1952
260,19,<,18,Princeton,Ind,8-1,44,DNP,Week 10 (Final)Dec 1[11],1952
261,20,<,19,Kentucky,SEC,5-3-2,41,,Week 10 (Final)Dec 1[11],1952
262,NR,<,20,Virginia,Ind,,0,,Week 10 (Final)Dec 1[11],1952
