,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year,BCS
323,17,<,24,Auburn,SEC,7-2,596,,Week 11Nov 11,2001,NR
324,18,<,23,Virginia Tech,Big East,7-2,459,,Week 11Nov 11,2001,NR
325,19,<,25,Louisville,CUSA,9-1,417,W 34-10 H Houston,Week 11Nov 11,2001,NR
326,20,<,17,UCLA,Pac-10,6-3,379,,Week 11Nov 11,2001,NR
327,21,<,10,Florida State,ACC,6-3,368,,Week 11Nov 11,2001,NR
328,22,<,14,South Carolina,SEC,7-3,341,L 54-17 H Florida,Week 11Nov 11,2001,NR
329,23,<,19,Georgia,SEC,5-3,131,,Week 11Nov 11,2001,NR
330,24,<,NR,Marshall,MAC,8-1,128,W 27-21 A Miami (OH),Week 11Nov 11,2001,NR
331,25,<,NR,Ohio State,Big Ten,6-3,112,,Week 11Nov 11,2001,NR
332,NR,<,20,Georgia Tech,ACC,,0,,Week 11Nov 11,2001,NR
333,NR,<,22,Michigan State,Big Ten,,0,,Week 11Nov 11,2001,NR
334,1,<,1,Miami (FL) (52),Big East,9-0,1777,W 59-0 H #14 Syracuse,Week 12Nov 18,2001,2
335,2,<,2,Nebraska (20),Big 12,11-0,1746,,Week 12Nov 18,2001,1
336,3,<,4,Florida,SEC,9-1,1615,,Week 12Nov 18,2001,4
337,4,<,3,Oklahoma,Big 12,10-1,1613,W 30-13 A Texas Tech,Week 12Nov 18,2001,3
338,5,<,5,Texas,Big 12,9-1,1519,,Week 12Nov 18,2001,6
339,6,<,7,Oregon,Pac-10,9-1,1404,,Week 12Nov 18,2001,5
340,7,<,6,Tennessee,SEC,8-1,1372,,Week 12Nov 18,2001,7
341,8,<,10,Maryland,ACC,10-1,1197,,Week 12Nov 18,2001,12
342,9,<,8,BYU,MWC,11-0,1188,,Week 12Nov 18,2001,13
343,10,<,12,Illinois,Big Ten,9-1,1130,,Week 12Nov 18,2001,8
344,11,<,11,Michigan,Big Ten,8-2,1103,,Week 12Nov 18,2001,10
345,12,<,16,Washington,Pac-10,8-2,987,,Week 12Nov 18,2001,11
346,13,<,13,Stanford,Pac-10,7-2,958,,Week 12Nov 18,2001,9
347,14,<,15,Colorado,Big 12,8-2,867,,Week 12Nov 18,2001,15
348,15,<,9,Washington State,Pac-10,9-2,788,L 26-14 A Washington,Week 12Nov 18,2001,14
349,16,<,18,Virginia Tech,Big East,8-2,657,,Week 12Nov 18,2001,NR
350,17,<,19,Louisville,CUSA,10-1,609,W 39-34 A East Carolina,Week 12Nov 18,2001,NR
351,18,<,22,South Carolina,SEC,8-3,575,W 20-15 H Clemson,Week 12Nov 18,2001,NR
352,19,<,23,Georgia,SEC,6-3,434,,Week 12Nov 18,2001,NR
353,20,<,24,Marshall,MAC,9-1,354,W 42-18 H Ohio,Week 12Nov 18,2001,NR
354,21,<,NR,Georgia Tech,ACC,7-3,284,,Week 12Nov 18,2001,NR
355,22,<,14,Syracuse,Big East,8-3,272,,Week 12Nov 18,2001,NR
356,23,<,NR,Fresno State,WAC,9-2,207,W 61-14 A Nevada,Week 12Nov 18,2001,NR
357,24,<,NR,Arkansas,SEC,7-3,189,,Week 12Nov 18,2001,NR
358,25,<,NR,Boston College,Big East,7-3,148,,Week 12Nov 18,2001,NR
359,NR,<,17,Auburn,SEC,,0,,Week 12Nov 18,2001,NR
360,NR,<,20,UCLA,Pac-10,,0,,Week 12Nov 18,2001,NR
361,NR,<,21,Florida State,ACC,,0,,Week 12Nov 18,2001,NR
362,NR,<,25,Ohio State,Big Ten,,0,,Week 12Nov 18,2001,NR
363,1,<,1,Miami (FL) (71),Big East,10-0,1799,W 65-7 H #12 Washington,Week 13Nov 25,2001,1
364,2,<,3,Florida (1),SEC,9-1,1716,,Week 13Nov 25,2001,2
365,3,<,5,Texas,Big 12,10-1,1644,,Week 13Nov 25,2001,3
366,4,<,6,Oregon,Pac-10,9-1,1540,,Week 13Nov 25,2001,5
367,5,<,7,Tennessee,SEC,9-1,1511,,Week 13Nov 25,2001,6
368,6,<,2,Nebraska,Big 12,11-1,1318,,Week 13Nov 25,2001,4
369,7,<,8,Maryland,ACC,10-1,1295,,Week 13Nov 25,2001,11
370,8,<,10,Illinois,Big Ten,10-1,1273,,Week 13Nov 25,2001,8
371,9,<,14,Colorado,Big 12,9-2,1261,,Week 13Nov 25,2001,7
372,10,<,9,BYU,MWC,11-0,1244,,Week 13Nov 25,2001,12
373,11,<,4,Oklahoma,Big 12,10-2,1163,L 16-13 H Oklahoma State,Week 13Nov 25,2001,9
374,12,<,13,Stanford,Pac-10,8-2,1034,,Week 13Nov 25,2001,10
375,13,<,15,Washington State,Pac-10,9-2,846,DNP,Week 13Nov 25,2001,13
376,14,<,16,Virginia Tech,Big East,8-2,783,,Week 13Nov 25,2001,NR
377,15,<,18,South Carolina,SEC,8-3,722,DNP,Week 13Nov 25,2001,NR
378,16,<,19,Georgia,SEC,7-3,660,,Week 13Nov 25,2001,15
379,17,<,11,Michigan,Big Ten,8-3,616,,Week 13Nov 25,2001,NR
380,18,<,22,Syracuse,Big East,9-3,528,,Week 13Nov 25,2001,NR
381,19,<,12,Washington,Pac-10,8-3,492,,Week 13Nov 25,2001,14
382,20,<,20,Marshall,MAC,10-1,460,W 38-24 H Youngstown State,Week 13Nov 25,2001,NR
383,21,<,23,Fresno State,WAC,10-2,404,W 40-21 H San Jose State,Week 13Nov 25,2001,NR
384,22,<,NR,LSU,SEC,7-3,268,,Week 13Nov 25,2001,NR
385,23,<,NR,Ohio State,Big Ten,7-4,225,,Week 13Nov 25,2001,NR
386,24,<,17,Louisville,CUSA,10-2,170,L 37-22 A TCU,Week 13Nov 25,2001,NR
387,25,<,NR,Auburn,SEC,7-3,156,,Week 13Nov 25,2001,NR
388,NR,<,21,Georgia Tech,ACC,,0,,Week 13Nov 25,2001,NR
389,NR,<,24,Arkansas,SEC,,0,,Week 13Nov 25,2001,NR
390,NR,<,25,Boston College,Big East,,0,,Week 13Nov 25,2001,NR
391,1,<,1,Miami (FL) (72),Big East,11-0,1800,W 26-24 A #14 Virginia Tech,Week 14Dec 2,2001,1
392,2,<,5,Tennessee,SEC,10-1,1709,,Week 14Dec 2,2001,2
393,3,<,4,Oregon,Pac-10,10-1,1624,,Week 14Dec 2,2001,5
394,4,<,9,Colorado,Big 12,10-2,1557,,Week 14Dec 2,2001,4
395,5,<,6,Nebraska,Big 12,11-1,1468,,Week 14Dec 2,2001,3
396,6,<,2,Florida,SEC,9-2,1360,,Week 14Dec 2,2001,6
397,7,<,7,Maryland,ACC,10-1,1325,,Week 14Dec 2,2001,10
398,8,<,8,Illinois,Big Ten,10-1,1289,,Week 14Dec 2,2001,8
399,9,<,10,BYU,MWC,12-0,1245,,Week 14Dec 2,2001,12
400,10,<,3,Texas,Big 12,10-2,1184,,Week 14Dec 2,2001,7
401,11,<,11,Oklahoma,Big 12,10-2,1172,DNP,Week 14Dec 2,2001,11
402,12,<,12,Stanford,Pac-10,9-2,1050,,Week 14Dec 2,2001,9
403,13,<,13,Washington State,Pac-10,9-2,876,DNP,Week 14Dec 2,2001,13
404,14,<,15,South Carolina,SEC,8-3,754,DNP,Week 14Dec 2,2001,15
405,15,<,14,Virginia Tech,Big East,8-3,735,,Week 14Dec 2,2001,NR
406,16,<,16,Georgia,SEC,8-3,687,,Week 14Dec 2,2001,NR
407,17,<,17,Michigan,Big Ten,8-3,614,,Week 14Dec 2,2001,NR
408,18,<,18,Syracuse,Big East,9-3,546,,Week 14Dec 2,2001,NR
409,19,<,21,Fresno State,WAC,11-2,509,W 70-21 H Utah State,Week 14Dec 2,2001,NR
410,20,<,19,Washington,Pac-10,8-3,499,,Week 14Dec 2,2001,14
411,21,<,22,LSU,SEC,8-3,456,,Week 14Dec 2,2001,NR
412,22,<,23,Ohio State,Big Ten,7-4,272,,Week 14Dec 2,2001,NR
413,23,<,24,Louisville,CUSA,10-2,216,DNP,Week 14Dec 2,2001,NR
414,24,<,NR,Florida State,ACC,7-4,148,,Week 14Dec 2,2001,NR
415,25,<,NR,Toledo,MAC,9-2,102,W 41-36 H Marshall,Week 14Dec 2,2001,NR
416,NR,<,20,Marshall,MAC,,0,,Week 14Dec 2,2001,NR
417,NR,<,25,Auburn,SEC,,0,,Week 14Dec 2,2001,NR
418,1,<,1,Miami (FL) (72),Big East,11-0,1800,DNP,Week 15Dec 9,2001,1
419,2,<,3,Oregon,Pac-10,10-1,1698,,Week 15Dec 9,2001,4
420,3,<,4,Colorado,Big 12,10-2,1649,,Week 15Dec 9,2001,3
421,4,<,5,Nebraska,Big 12,11-1,1556,,Week 15Dec 9,2001,2
422,5,<,6,Florida,SEC,9-2,1396,,Week 15Dec 9,2001,5
423,6,<,7,Maryland,ACC,10-1,1384,,Week 15Dec 9,2001,10
424,7,<,8,Illinois,Big Ten,10-1,1381,,Week 15Dec 9,2001,8
425,8,<,2,Tennessee,SEC,10-2,1309,,Week 15Dec 9,2001,6
426,9,<,10,Texas,Big 12,10-2,1226,,Week 15Dec 9,2001,7
427,10,<,11,Oklahoma,Big 12,10-2,1222,DNP,Week 15Dec 9,2001,11
428,11,<,12,Stanford,Pac-10,9-2,1088,,Week 15Dec 9,2001,9
429,12,<,21,LSU,SEC,9-3,1006,,Week 15Dec 9,2001,13
430,13,<,13,Washington State,Pac-10,9-2,897,DNP,Week 15Dec 9,2001,12
431,14,<,14,South Carolina,SEC,8-3,742,DNP,Week 15Dec 9,2001,14
432,15,<,15,Virginia Tech,Big East,8-3,732,,Week 15Dec 9,2001,NR
433,16,<,16,Georgia,SEC,8-3,672,,Week 15Dec 9,2001,NR
434,17,<,17,Michigan,Big Ten,8-3,620,,Week 15Dec 9,2001,NR
435,18,<,18,Syracuse,Big East,9-3,523,,Week 15Dec 9,2001,NR
436,19,<,9,BYU,MWC,12-1,522,,Week 15Dec 9,2001,NR
437,20,<,19,Fresno State,WAC,11-2,518,DNP,Week 15Dec 9,2001,NR
438,21,<,20,Washington,Pac-10,8-3,502,,Week 15Dec 9,2001,15
439,22,<,22,Ohio State,Big Ten,7-4,268,,Week 15Dec 9,2001,NR
440,23,<,23,Louisville,CUSA,10-2,225,DNP,Week 15Dec 9,2001,NR
441,24,<,24,Florida State,ACC,7-4,160,,Week 15Dec 9,2001,NR
442,25,<,25,Toledo,MAC,9-2,85,DNP,Week 15Dec 9,2001,NR
443,1,<,1,Miami (FL) (72),Big East,12-0,1800,W 37-14 N #4 Nebraska (BCS NC/Rose),Week 16 (Final)Jan 4,2001,
444,2,<,2,Oregon,Pac-10,11-1,1726,W 38-16 N #3 Colorado (Fiesta),Week 16 (Final)Jan 4,2001,
445,3,<,5,Florida,SEC,10-2,1611,W 56-23 N #6 Maryland (Orange),Week 16 (Final)Jan 4,2001,
446,4,<,8,Tennessee,SEC,11-2,1581,W 45-17 N #17 Michigan (Citrus),Week 16 (Final)Jan 4,2001,
447,5,<,9,Texas,Big 12,11-2,1374,W 47-43 N #21 Washington (Holiday),Week 16 (Final)Jan 4,2001,
448,6,<,10,Oklahoma,Big 12,11-2,1373,W 10-3 N Arkansas (Cotton),Week 16 (Final)Jan 4,2001,
449,7,<,12,LSU,SEC,10-3,1350,W 47-34 N #7 Illinois (Sugar),Week 16 (Final)Jan 4,2001,
450,8,<,4,Nebraska,Big 12,11-2,1348,L 37-14 N #1 Miami (FL) (Rose),Week 16 (Final)Jan 4,2001,
451,9,<,3,Colorado,Big 12,10-3,1335,L 38-16 N #2 Oregon (Fiesta),Week 16 (Final)Jan 4,2001,
452,10,<,13,Washington State,Pac-10,10-2,1074,W 33-27 N Purdue (Sun),Week 16 (Final)Jan 4,2001,
453,11,<,6,Maryland,ACC,10-2,1065,L 56-23 N #5 Florida (Orange),Week 16 (Final)Jan 4,2001,
454,12,<,7,Illinois,Big Ten,10-2,1045,L 47-34 N #12 LSU (Sugar),Week 16 (Final)Jan 4,2001,
455,13,<,14,South Carolina,SEC,9-3,975,W 31-28 N #22 Ohio State (Outback),Week 16 (Final)Jan 4,2001,
456,14,<,18,Syracuse,Big East,10-3,856,W 26-3 N Kansas State (Insight),Week 16 (Final)Jan 4,2001,
457,15,<,24,Florida State,ACC,8-4,686,W 30-17 N #15 Virginia Tech (Gator),Week 16 (Final)Jan 4,2001,
458,16,<,11,Stanford,Pac-10,9-3,673,L 24-14 N Georgia Tech (Seattle),Week 16 (Final)Jan 4,2001,
459,17,<,23,Louisville,CUSA,11-2,621,W 28-10 N #19 BYU (Liberty),Week 16 (Final)Jan 4,2001,
460,18,<,15,Virginia Tech,Big East,8-4,437,L 30-17 N #24 Florida State (Gator),Week 16 (Final)Jan 4,2001,
461,19,<,21,Washington,Pac-10,8-4,414,L 47-43 N #9 Texas (Holiday),Week 16 (Final)Jan 4,2001,
462,20,<,17,Michigan,Big Ten,8-4,325,L 45-17 N #8 Tennessee (Citrus),Week 16 (Final)Jan 4,2001,
463,21,<,NR,Boston College,Big East,8-4,318,,Week 16 (Final)Jan 4,2001,
464,22,<,16,Georgia,SEC,8-4,277,L 20-16 N Boston College (Music City),Week 16 (Final)Jan 4,2001,
465,23,<,25,Toledo,MAC,10-2,237,W 23-16 N Cincinnati (Motor City),Week 16 (Final)Jan 4,2001,
466,24,<,NR,Georgia Tech,ACC,8-5,178,,Week 16 (Final)Jan 4,2001,
467,25,<,19,BYU,MWC,12-2,144,L 28-10 N #23 Louisville (Liberty),Week 16 (Final)Jan 4,2001,
468,NR,<,20,Fresno State,WAC,,0,L 44-35 N Michigan State (Silicon Valley),Week 16 (Final)Jan 4,2001,
469,NR,<,22,Ohio State,Big Ten,,0,L 31-28 N #14 South Carolina (Outback),Week 16 (Final)Jan 4,2001,
