,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
21,22,<,NR,Florida,SEC,0-0,228,23,DNP,PreseasonAug 20,2011,
22,23,<,1,Auburn,SEC,0-0,219,19,DNP,PreseasonAug 20,2011,
23,24,<,NR,West Virginia,Big East,0-0,207,RV,DNP,PreseasonAug 20,2011,
24,25,<,NR,USC,Pac-12,0-0,160,NR,DNP,PreseasonAug 20,2011,
25,RV,<,NR,Texas,Big 12,0-0,114,24,DNP,PreseasonAug 20,2011,
26,RV,<,NR,Penn State,Big Ten,0-0,75,25,DNP,PreseasonAug 20,2011,
27,RV,<,NR,Arizona State,Pac-12,0-0,67,RV,DNP,PreseasonAug 20,2011,
28,RV,<,NR,Miami (FL),ACC,0-0,32,RV,DNP,PreseasonAug 20,2011,
29,RV,<,NR,Utah,Pac-12,0-0,25,RV,DNP,PreseasonAug 20,2011,
30,RV,<,NR,Southern Miss,CUSA,0-0,20,RV,DNP,PreseasonAug 20,2011,
31,RV,<,NR,Iowa,Big Ten,0-0,19,RV,DNP,PreseasonAug 20,2011,
32,RV,<,25,NC State,ACC,0-0,15,RV,DNP,PreseasonAug 20,2011,
33,RV,<,NR,BYU,Ind,0-0,15,RV,DNP,PreseasonAug 20,2011,
34,RV,<,NR,Air Force,MWC,0-0,14,RV,DNP,PreseasonAug 20,2011,
35,RV,<,NR,Houston,CUSA,0-0,13,RV,DNP,PreseasonAug 20,2011,
36,RV,<,NR,Pittsburgh,Big East,0-0,9,RV,DNP,PreseasonAug 20,2011,
37,RV,<,NR,Michigan,Big Ten,0-0,7,RV,DNP,PreseasonAug 20,2011,
38,RV,<,21,UCF,CUSA,0-0,5,RV,DNP,PreseasonAug 20,2011,
39,RV,<,NR,Tennessee,SEC,0-0,5,RV,DNP,PreseasonAug 20,2011,
40,RV,<,NR,Hawaii,WAC,0-0,4,RV,DNP,PreseasonAug 20,2011,
41,RV,<,NR,Northern Illinois,MAC,0-0,4,RV,DNP,PreseasonAug 20,2011,
42,RV,<,24,Tulsa,CUSA,0-0,3,NR,DNP,PreseasonAug 20,2011,
43,RV,<,23,Maryland,ACC,0-0,2,NR,DNP,PreseasonAug 20,2011,
44,RV,<,NR,Arizona,Pac-12,0-0,2,RV,DNP,PreseasonAug 20,2011,
45,RV,<,11,Nevada,WAC,0-0,1,RV,DNP,PreseasonAug 20,2011,
46,RV,<,NR,Northwestern,Big Ten,0-0,1,RV,DNP,PreseasonAug 20,2011,
47,RV,<,NR,Washington,Pac-12,0-0,1,RV,DNP,PreseasonAug 20,2011,
48,NR,<,NR,Clemson,ACC,0-0,0,RV,DNP,PreseasonAug 20,2011,
49,NR,<,NR,Georgia Tech,ACC,0-0,0,RV,DNP,PreseasonAug 20,2011,
50,NR,<,NR,North Carolina,ACC,0-0,0,RV,DNP,PreseasonAug 20,2011,
51,NR,<,NR,Oregon State,Pac-12,0-0,0,RV,DNP,PreseasonAug 20,2011,
52,NR,<,NR,South Florida,Big East,0-0,0,RV,DNP,PreseasonAug 20,2011,
53,1,<,1,Oklahoma (32),Big 12,1-0,1448,*1,W 47-14 H Tulsa,Week 1Sep 6,2011,
54,2,<,4,LSU (17),SEC,1-0,1415,*3,W 40-27 N #3 Oregon (Cowboys Classic),Week 1Sep 6,2011,
55,3,<,2,Alabama (9),SEC,1-0,1409,*2,W 48-7 H Kent State,Week 1Sep 6,2011,
56,4,<,5,Boise State (2),MWC,1-0,1310,5,W 35-21 N #19 Georgia,Week 1Sep 6,2011,
57,5,<,6,Florida State,ACC,1-0,1196,4,W 34-0 H Louisiana-Monroe,Week 1Sep 6,2011,
58,6,<,7,Stanford,Pac-12,1-0,1154,6,W 57-3 H San Jose State,Week 1Sep 6,2011,
59,7,<,8,Texas A&M,Big 12,1-0,1033,8,W 46-14 H SMU,Week 1Sep 6,2011,
60,8,<,11,Wisconsin,Big Ten,1-0,1031,9,W 51-17 H UNLV,Week 1Sep 6,2011,
61,9,<,9,Oklahoma State,Big 12,1-0,981,7,W 61-34 H Louisiana-Lafayette,Week 1Sep 6,2011,
62,10,<,10,Nebraska,Big Ten,1-0,947,10,W 40-7 H Chattanooga,Week 1Sep 6,2011,
63,11,<,13,Virginia Tech,ACC,1-0,906,11,W 66-13 H Appalachian State,Week 1Sep 6,2011,
64,12,<,12,South Carolina,SEC,1-0,843,12,W 56-37 N East Carolina,Week 1Sep 6,2011,
65,13,<,3,Oregon,Pac-12,0-1,828,14,L 40-27 N #4 LSU (Cowboys Classic),Week 1Sep 6,2011,
66,14,<,15,Arkansas,SEC,1-0,752,13,W 51-7 H Missouri State,Week 1Sep 6,2011,
67,15,<,18,Ohio State,Big Ten,1-0,606,15,W 42-0 H Akron,Week 1Sep 6,2011,
68,16,<,20,Mississippi State,SEC,1-0,594,17,W 59-14 A Memphis,Week 1Sep 6,2011,
69,17,<,17,Michigan State,Big Ten,1-0,530,16,W 28-6 H Youngstown State,Week 1Sep 6,2011,
70,18,<,22,Florida,SEC,1-0,382,18,W 41-3 H Florida Atlantic,Week 1Sep 6,2011,
71,19,<,24,West Virginia,Big East,1-0,357,24,W 34-13 H Marshall,Week 1Sep 6,2011,
72,20,<,NR,Baylor,Big 12,1-0,284,RV,W 50-48 H #14 TCU,Week 1Sep 6,2011,
73,21,<,21,Missouri,Big 12,1-0,242,19,W 17-6 H Miami (OH),Week 1Sep 6,2011,
74,22,<,NR,South Florida,Big East,1-0,221,RV,W 23-20 A #16 Notre Dame,Week 1Sep 6,2011,
75,23,<,NR,Penn State,Big Ten,1-0,147,20,W 41-7 H Indiana State,Week 1Sep 6,2011,
76,24,<,NR,Texas,Big 12,1-0,135,21,W 34-9 H Rice,Week 1Sep 6,2011,
77,25,<,14,TCU,MWC,0-1,130,25,L 50-48 A Baylor,Week 1Sep 6,2011,
78,RV,<,NR,Arizona State,Pac-12,1-0,119,23,W 48-14 H UC Davis,Week 1Sep 6,2011,
79,RV,<,23,Auburn,SEC,1-0,85,22,W 42-38 H Utah State,Week 1Sep 6,2011,
80,RV,<,25,USC,Pac-12,1-0,69,NR,W 19-17 H Minnesota,Week 1Sep 6,2011,
81,RV,<,19,Georgia,SEC,0-1,52,RV,L 35-21 N #5 Boise State,Week 1Sep 6,2011,
82,RV,<,NR,Northwestern,Big Ten,1-0,40,RV,W 24-17 A Boston College,Week 1Sep 6,2011,
83,RV,<,NR,Maryland,ACC,1-0,34,RV,W 32-24 H Miami (FL),Week 1Sep 6,2011,
84,RV,<,NR,BYU,Ind,1-0,33,RV,W 14-13 A Mississippi,Week 1Sep 6,2011,
85,RV,<,NR,Iowa,Big Ten,1-0,29,RV,W 34-7 H Tennessee Tech,Week 1Sep 6,2011,
86,RV,<,NR,Houston,CUSA,1-0,27,RV,W 38-34 H UCLA,Week 1Sep 6,2011,
87,RV,<,NR,Utah,Pac-12,1-0,24,RV,W 27-10 H Montana State,Week 1Sep 6,2011,
88,RV,<,16,Notre Dame,Ind,0-1,22,RV,L 23-20 H South Florida,Week 1Sep 6,2011,
89,RV,<,NR,Michigan,Big Ten,1-0,17,RV,W 34-10 H Western Michigan,Week 1Sep 6,2011,
90,RV,<,NR,Air Force,MWC,1-0,11,RV,W 37-20 H South Dakota,Week 1Sep 6,2011,
91,RV,<,NR,Pittsburgh,Big East,1-0,11,NR,W 35-16 H Buffalo,Week 1Sep 6,2011,
92,RV,<,NR,UCF,CUSA,1-0,10,RV,W 62-0 H Charleston Southern,Week 1Sep 6,2011,
93,RV,<,NR,NC State,ACC,1-0,8,NR,W 43-21 H Liberty,Week 1Sep 6,2011,
94,RV,<,NR,Hawaii,WAC,1-0,6,RV,W 34-17 H Colorado,Week 1Sep 6,2011,
95,RV,<,NR,Tennessee,SEC,1-0,6,RV,W 42-16 H Montana,Week 1Sep 6,2011,
96,RV,<,NR,Arizona,Pac-12,1-0,5,RV,W 41-10 H Northern Arizona,Week 1Sep 6,2011,
97,RV,<,NR,Northern Illinois,MAC,1-0,5,RV,W 49-26 H Army,Week 1Sep 6,2011,
98,RV,<,NR,Southern Miss,CUSA,1-0,4,RV,W 19-17 H Louisiana Tech,Week 1Sep 6,2011,
99,RV,<,NR,Clemson,ACC,1-0,1,RV,W 43-19 H Troy,Week 1Sep 6,2011,
100,RV,<,NR,Georgia Tech,ACC,1-0,1,RV,W 63-21 H Western Carolina,Week 1Sep 6,2011,
101,NR,<,NR,California,Pac-12,1-0,0,RV,W 36-21 N Fresno State,Week 1Sep 6,2011,
102,NR,<,NR,Cincinnati,Big East,1-0,0,RV,W 72-10 H Austin Peay,Week 1Sep 6,2011,
103,NR,<,NR,North Carolina,ACC,1-0,0,RV,W 42-10 H James Madison,Week 1Sep 6,2011,
104,NR,<,NR,Texas Tech,Big 12,1-0,0,RV,W 50-10 H Texas State,Week 1Sep 6,2011,
105,NR,<,NR,Washington,Pac-12,1-0,0,RV,W 30-27 H Eastern Washington,Week 1Sep 6,2011,
106,1,<,1,Oklahoma (31),Big 12,1-0,1440,*1,DNP,Week 2Sep 11,2011,
107,2,<,3,Alabama (10),SEC,2-0,1423,*2,W 27-11 A #23 Penn State,Week 2Sep 11,2011,
108,3,<,2,LSU (17),SEC,2-0,1417,*3,W 49-3 H Northwestern State,Week 2Sep 11,2011,
109,4,<,4,Boise State (2),MWC,1-0,1307,4,DNP,Week 2Sep 11,2011,
110,5,<,5,Florida State,ACC,2-0,1195,5,W 62-10 H Charleston Southern,Week 2Sep 11,2011,
111,6,<,6,Stanford,Pac-12,2-0,1161,6,W 44-14 A Duke,Week 2Sep 11,2011,
112,7,<,8,Wisconsin,Big Ten,2-0,1091,8,W 35-0 H Oregon State,Week 2Sep 11,2011,
113,8,<,9,Oklahoma State,Big 12,2-0,1035,7,W 37-14 H Arizona,Week 2Sep 11,2011,
114,9,<,7,Texas A&M,Big 12,1-0,1025,9,DNP,Week 2Sep 11,2011,
115,10,<,12,South Carolina,SEC,2-0,892,11,W 45-42 A Georgia,Week 2Sep 11,2011,
116,11,<,10,Nebraska,Big Ten,2-0,889,10,W 42-29 H Fresno State,Week 2Sep 11,2011,
117,12,<,13,Oregon,Pac-12,1-1,846,14,W 69-20 H Nevada,Week 2Sep 11,2011,
118,13,<,11,Virginia Tech,ACC,2-0,827,12,W 17-10 A East Carolina,Week 2Sep 11,2011,
119,14,<,14,Arkansas,SEC,2-0,770,13,W 52-3 H New Mexico,Week 2Sep 11,2011,
120,15,<,17,Michigan State,Big Ten,2-0,602,15,W 44-0 H Florida Atlantic,Week 2Sep 11,2011,
121,16,<,18,Florida,SEC,2-0,515,17,W 39-0 H UAB,Week 2Sep 11,2011,
122,17,<,15,Ohio State,Big Ten,2-0,459,16,W 27-22 H Toledo,Week 2Sep 11,2011,
123,18,<,19,West Virginia,Big East,2-0,416,20,W 55-12 H Norfolk State,Week 2Sep 11,2011,
124,19,<,20,Baylor,Big 12,1-0,371,24,DNP,Week 2Sep 11,2011,
125,20,<,22,South Florida,Big East,2-0,351,22,W 37-7 H Ball State,Week 2Sep 11,2011,
126,21,<,NR,Auburn,SEC,2-0,348,19,W 41-34 H #16 Mississippi State,Week 2Sep 11,2011,
127,22,<,NR,Arizona State,Pac-12,2-0,308,18,W 37-30 (1OT) H #21 Missouri,Week 2Sep 11,2011,
128,23,<,24,Texas,Big 12,2-0,161,21,W 17-16 H BYU,Week 2Sep 11,2011,
129,23,<,25,TCU,MWC,1-1,161,23,W 35-19 A Air Force,Week 2Sep 11,2011,
130,25,<,16,Mississippi State,SEC,1-1,124,25,L 41-34 A Auburn,Week 2Sep 11,2011,
131,RV,<,NR,Michigan,Big Ten,2-0,100,RV,W 35-31 H Notre Dame,Week 2Sep 11,2011,
132,RV,<,NR,USC,Pac-12,2-0,73,NR,W 23-14 H Utah,Week 2Sep 11,2011,
133,RV,<,NR,Houston,CUSA,2-0,32,RV,W 48-23 A North Texas,Week 2Sep 11,2011,
134,RV,<,NR,Maryland,ACC,1-0,32,RV,DNP,Week 2Sep 11,2011,
135,RV,<,NR,UCF,CUSA,2-0,31,RV,W 30-3 H Boston College,Week 2Sep 11,2011,
136,RV,<,NR,Northwestern,Big Ten,2-0,19,RV,W 42-21 H Eastern Illinois,Week 2Sep 11,2011,
137,RV,<,23,Penn State,Big Ten,1-1,18,RV,L 27-11 H #3 Alabama,Week 2Sep 11,2011,
138,RV,<,NR,BYU,Ind,1-1,14,RV,L 17-16 A #24 Texas,Week 2Sep 11,2011,
139,RV,<,NR,Tennessee,SEC,2-0,13,RV,W 45-23 H Cincinnati,Week 2Sep 11,2011,
140,RV,<,21,Missouri,Big 12,1-1,12,RV,L 37-30 (1OT) A Arizona State,Week 2Sep 11,2011,
141,RV,<,NR,Washington,Pac-12,2-0,12,RV,W 40-32 H Hawaii,Week 2Sep 11,2011,
142,RV,<,NR,Georgia,SEC,0-2,8,RV,L 45-42 H #12 South Carolina,Week 2Sep 11,2011,
143,RV,<,NR,Georgia Tech,ACC,2-0,2,RV,W 49-21 A Middle Tennessee,Week 2Sep 11,2011,
144,NR,<,NR,California,Pac-12,2-0,0,RV,W 36-33 (1OT) A Colorado,Week 2Sep 11,2011,
145,NR,<,NR,Clemson,ACC,2-0,0,RV,W 35-27 H Wofford,Week 2Sep 11,2011,
146,NR,<,NR,Iowa State,Big 12,2-0,0,RV,W 44-41 (3OT) H Iowa,Week 2Sep 11,2011,
147,NR,<,NR,North Carolina,ACC,2-0,0,RV,W 24-22 H Rutgers,Week 2Sep 11,2011,
148,NR,<,NR,San Diego State,MWC,2-0,0,RV,W 23-20 A Army,Week 2Sep 11,2011,
149,1,<,1,Oklahoma (37),Big 12,2-0,1471,*1,W 23-13 A #5 Florida State,Week 3Sep 18,2011,
150,2,<,3,LSU (14),SEC,3-0,1424,*3,W 19-6 A #25 Mississippi State,Week 3Sep 18,2011,
151,3,<,2,Alabama (7),SEC,3-0,1402,*2,W 41-0 H North Texas,Week 3Sep 18,2011,
152,4,<,4,Boise State (2),MWC,2-0,1309,4,W 40-15 A Toledo,Week 3Sep 18,2011,
153,5,<,6,Stanford,Pac-12,3-0,1212,5,W 37-10 A Arizona,Week 3Sep 18,2011,
154,6,<,7,Wisconsin,Big Ten,3-0,1170,7,W 49-7 A Northern Illinois,Week 3Sep 18,2011,
155,7,<,8,Oklahoma State,Big 12,3-0,1092,6,W 59-33 A Tulsa,Week 3Sep 18,2011,
156,8,<,9,Texas A&M,Big 12,2-0,1043,8,W 37-7 H Idaho,Week 3Sep 18,2011,
157,9,<,11,Nebraska,Big Ten,3-0,911,9,W 51-38 H Washington,Week 3Sep 18,2011,
158,10,<,12,Oregon,Pac-12,2-1,899,13,W 56-7 H Missouri State,Week 3Sep 18,2011,
159,11,<,5,Florida State,ACC,2-1,896,14,L 23-13 H #1 Oklahoma,Week 3Sep 18,2011,
160,12,<,10,South Carolina,SEC,3-0,891,10,W 24-21 H Navy,Week 3Sep 18,2011,
161,13,<,13,Virginia Tech,ACC,3-0,830,11,W 26-7 H Arkansas State,Week 3Sep 18,2011,
162,14,<,14,Arkansas,SEC,3-0,781,12,W 38-28 H Troy,Week 3Sep 18,2011,
163,15,<,16,Florida,SEC,3-0,669,15,W 33-23 H Tennessee,Week 3Sep 18,2011,
164,16,<,18,West Virginia,Big East,3-0,579,16,W 37-31 A Maryland,Week 3Sep 18,2011,
165,17,<,19,Baylor,Big 12,2-0,521,19,W 48-0 H Stephen F. Austin,Week 3Sep 18,2011,
166,18,<,20,South Florida,Big East,3-0,496,17,W 70-17 H Florida A&M,Week 3Sep 18,2011,
167,19,<,23,Texas,Big 12,3-0,402,18,W 49-20 A UCLA,Week 3Sep 18,2011,
168,20,<,23,TCU,MWC,2-1,273,20,W 38-17 H Louisiana-Monroe,Week 3Sep 18,2011,
169,21,<,NR,Clemson,ACC,3-0,272,22,W 38-24 H #21 Auburn,Week 3Sep 18,2011,
170,22,<,NR,Michigan,Big Ten,3-0,266,21,W 31-3 H Eastern Michigan,Week 3Sep 18,2011,
171,23,<,NR,USC,Pac-12,3-0,260,NR,W 38-17 H Syracuse,Week 3Sep 18,2011,
172,24,<,NR,Illinois,Big Ten,3-0,106,RV,W 17-14 H #22 Arizona State,Week 3Sep 18,2011,
173,25,<,NR,Georgia Tech,ACC,3-0,59,24,W 66-24 A Kansas,Week 3Sep 18,2011,
174,RV,<,15,Michigan State,Big Ten,2-1,42,23,L 31-13 A Notre Dame,Week 3Sep 18,2011,
175,RV,<,21,Auburn,SEC,2-1,29,19,L 38-24 A Clemson,Week 3Sep 18,2011,
176,RV,<,NR,Houston,CUSA,3-0,25,RV,W 35-34 A Louisiana Tech,Week 3Sep 18,2011,
177,RV,<,NR,Miami (FL),ACC,1-1,23,NR,W 24-6 H #17 Ohio State,Week 3Sep 18,2011,
178,RV,<,NR,Iowa State,Big 12,3-0,19,NR,W 24-20 A Connecticut,Week 3Sep 18,2011,
179,RV,<,NR,Utah,Pac-12,2-1,19,NR,W 54-10 A BYU,Week 3Sep 18,2011,
180,RV,<,17,Ohio State,Big Ten,2-1,16,16,L 24-6 A Miami (FL),Week 3Sep 18,2011,
181,RV,<,NR,Maryland,ACC,1-1,15,NR,L 37-31 H #18 West Virginia,Week 3Sep 18,2011,
182,RV,<,25,Mississippi State,SEC,1-2,14,25,L 19-6 H #3 LSU,Week 3Sep 18,2011,
183,RV,<,NR,Missouri,Big 12,2-1,10,NR,W 69-0 H Western Illinois,Week 3Sep 18,2011,
184,RV,<,22,Arizona State,Pac-12,2-1,9,RV,L 17-14 A Illinois,Week 3Sep 18,2011,
185,RV,<,NR,Notre Dame,Ind,1-2,8,NR,W 31-13 H #15 Michigan State,Week 3Sep 18,2011,
186,RV,<,NR,San Diego State,MWC,3-0,8,NR,W 42-24 H Washington State,Week 3Sep 18,2011,
187,RV,<,NR,Vanderbilt,SEC,3-0,8,NR,W 30-7 H Mississippi,Week 3Sep 18,2011,
188,RV,<,NR,Georgia,SEC,1-2,7,NR,W 59-0 H Coastal Carolina,Week 3Sep 18,2011,
189,RV,<,NR,Florida International,Sun Belt,3-0,4,NR,W 17-10 H UCF,Week 3Sep 18,2011,
190,RV,<,NR,California,Pac-12,3-0,3,NR,W 63-12 H Presbyterian,Week 3Sep 18,2011,
191,RV,<,NR,Navy,Ind,2-1,3,NR,L 24-21 A #10 South Carolina,Week 3Sep 18,2011,
192,RV,<,NR,North Carolina,ACC,3-0,2,25,W 28-17 H Virginia,Week 3Sep 18,2011,
193,RV,<,NR,Tennessee,SEC,2-1,2,NR,L 33-23 A #16 Florida,Week 3Sep 18,2011,
194,NR,<,NR,Northwestern,Big Ten,2-1,0,RV,L 21-14 A Army,Week 3Sep 18,2011,
195,NR,<,NR,Ohio,MAC,3-0,0,RV,W 44-7 H Marshall,Week 3Sep 18,2011,
196,NR,<,NR,Penn State,Big Ten,2-1,0,RV,W 14-10 A Temple,Week 3Sep 18,2011,
197,NR,<,NR,Texas Tech,Big 12,2-0,0,RV,W 59-13 A New Mexico,Week 3Sep 18,2011,
198,NR,<,NR,Washington,Pac-12,2-1,0,RV,L 51-38 A #11 Nebraska,Week 3Sep 18,2011,
199,1,<,2,LSU (42),SEC,4-0,1471,*2,W 47-21 A #16 West Virginia,Week 4Sep 25,2011,
200,2,<,1,Oklahoma (12),Big 12,3-0,1422,*1,W 38-28 H Missouri,Week 4Sep 25,2011,
201,3,<,3,Alabama (5),SEC,4-0,1413,*2,W 38-14 H #14 Arkansas,Week 4Sep 25,2011,
202,4,<,4,Boise State (1),MWC,3-0,1280,5,W 41-21 H Tulsa,Week 4Sep 25,2011,
203,5,<,7,Oklahoma State,Big 12,4-0,1209,6,W 30-29 A #8 Texas A&M,Week 4Sep 25,2011,
204,6,<,5,Stanford,Pac-12,3-0,1205,4,DNP,Week 4Sep 25,2011,
205,7,<,6,Wisconsin,Big Ten,4-0,1177,7,W 59-10 H South Dakota,Week 4Sep 25,2011,
206,8,<,9,Nebraska,Big Ten,4-0,991,8,W 38-14 A Wyoming,Week 4Sep 25,2011,
207,9,<,10,Oregon,Pac-12,3-1,985,11,W 56-31 A Arizona,Week 4Sep 25,2011,
208,10,<,12,South Carolina,SEC,4-0,950,9,W 21-3 H Vanderbilt,Week 4Sep 25,2011,
209,11,<,13,Virginia Tech,ACC,4-0,883,10,W 30-10 A Marshall,Week 4Sep 25,2011,
210,12,<,15,Florida,SEC,4-0,820,12,W 48-10 A Kentucky,Week 4Sep 25,2011,
211,13,<,21,Clemson,ACC,4-0,744,15,W 35-30 H #11 Florida State,Week 4Sep 25,2011,
212,14,<,8,Texas A&M,Big 12,2-1,734,13,L 30-29 H #7 Oklahoma State,Week 4Sep 25,2011,
213,15,<,17,Baylor,Big 12,3-0,659,16,W 56-31 H Rice,Week 4Sep 25,2011,
214,16,<,18,South Florida,Big East,4-0,585,14,W 52-24 H UTEP,Week 4Sep 25,2011,
215,17,<,19,Texas,Big 12,3-0,466,17,DNP,Week 4Sep 25,2011,
216,18,<,14,Arkansas,SEC,3-1,434,18,L 38-14 A #3 Alabama,Week 4Sep 25,2011,
217,19,<,22,Michigan,Big Ten,4-0,417,19,W 28-7 H San Diego State,Week 4Sep 25,2011,
218,20,<,20,TCU,MWC,3-1,338,20,W 55-13 H Portland State,Week 4Sep 25,2011,
219,21,<,25,Georgia Tech,ACC,4-0,298,21,W 35-28 H North Carolina,Week 4Sep 25,2011,
220,22,<,16,West Virginia,Big East,3-1,280,23,L 47-21 H #2 LSU,Week 4Sep 25,2011,
221,23,<,11,Florida State,ACC,2-2,239,24,L 35-30 A #21 Clemson,Week 4Sep 25,2011,
222,24,<,24,Illinois,Big Ten,4-0,179,22,W 23-20 H Western Michigan,Week 4Sep 25,2011,
223,25,<,NR,Arizona State,Pac-12,3-1,112,RV,W 43-22 H #23 USC,Week 4Sep 25,2011,
224,RV,<,NR,Michigan State,Big Ten,3-1,51,25,W 45-7 H Central Michigan,Week 4Sep 25,2011,
225,RV,<,NR,Houston,CUSA,4-0,38,RV,W 56-0 H Georgia State,Week 4Sep 25,2011,
226,RV,<,NR,Auburn,SEC,3-1,25,RV,W 30-14 H Florida Atlantic,Week 4Sep 25,2011,
227,RV,<,NR,Iowa State,Big 12,3-0,21,RV,DNP,Week 4Sep 25,2011,
228,RV,<,NR,Ohio State,Big Ten,3-1,15,RV,W 37-17 H Colorado,Week 4Sep 25,2011,
229,RV,<,NR,Kansas State,Big 12,3-0,14,NR,W 28-24 A Miami (FL),Week 4Sep 25,2011,
230,RV,<,NR,Utah,Pac-12,2-1,12,RV,DNP,Week 4Sep 25,2011,
231,RV,<,NR,Penn State,Big Ten,3-1,9,RV,W 34-6 H Eastern Michigan,Week 4Sep 25,2011,
232,RV,<,NR,Georgia,SEC,2-2,8,NR,W 27-13 A Mississippi,Week 4Sep 25,2011,
233,RV,<,NR,Washington,Pac-12,3-1,4,RV,W 31-23 H California,Week 4Sep 25,2011,
234,RV,<,NR,Notre Dame,Ind,2-2,3,NR,W 15-12 A Pittsburgh,Week 4Sep 25,2011,
235,RV,<,NR,Tennessee,SEC,2-1,3,RV,DNP,Week 4Sep 25,2011,
236,RV,<,23,USC,Pac-12,3-1,2,NR,L 43-22 A Arizona State,Week 4Sep 25,2011,
237,RV,<,NR,Navy,Ind,2-1,2,NR,DNP,Week 4Sep 25,2011,
238,RV,<,NR,Mississippi State,SEC,2-2,1,NR,W 26-20 (1OT) H Louisiana Tech,Week 4Sep 25,2011,
239,RV,<,NR,Missouri,Big 12,2-2,1,NR,L 38-28 A #1 Oklahoma,Week 4Sep 25,2011,
240,NR,<,NR,Air Force,MWC,2-1,0,RV,W 63-24 H Tennessee State,Week 4Sep 25,2011,
241,NR,<,NR,North Carolina,ACC,3-1,0,RV,L 35-28 A #25 Georgia Tech,Week 4Sep 25,2011,
242,NR,<,NR,Northwestern,Big Ten,2-1,0,RV,DNP,Week 4Sep 25,2011,
243,NR,<,NR,Temple,MAC,3-1,0,RV,W 38-7 A Maryland,Week 4Sep 25,2011,
244,NR,<,NR,Texas Tech,Big 12,3-0,0,RV,W 35-34 H Nevada,Week 4Sep 25,2011,
245,1,<,1,LSU (40),SEC,5-0,1473,*3,W 35-7 H Kentucky,Week 5Oct 2,2011,
246,2,<,3,Alabama (12),SEC,5-0,1435,*2,W 38-10 A #12 Florida,Week 5Oct 2,2011,
247,3,<,2,Oklahoma (7),Big 12,4-0,1397,*1,W 62-6 H Ball State,Week 5Oct 2,2011,
248,4,<,7,Wisconsin,Big Ten,5-0,1266,*5,W 48-17 H #8 Nebraska,Week 5Oct 2,2011,
249,5,<,4,Boise State (1),MWC,4-0,1248,6,W 30-10 H Nevada,Week 5Oct 2,2011,
250,6,<,5,Oklahoma State,Big 12,4-0,1191,7,DNP,Week 5Oct 2,2011,
251,7,<,6,Stanford,Pac-12,4-0,1185,4,W 45-19 H UCLA,Week 5Oct 2,2011,
252,8,<,13,Clemson,ACC,5-0,1093,8,W 23-3 A #11 Virginia Tech,Week 5Oct 2,2011,
253,9,<,9,Oregon,Pac-12,3-1,1028,9,DNP,Week 5Oct 2,2011,
254,10,<,18,Arkansas,SEC,4-1,860,12,W 42-38 N #14 Texas A&M (Southwest Classic),Week 5Oct 2,2011,
255,11,<,17,Texas,Big 12,4-0,833,10,W 37-14 A Iowa State,Week 5Oct 2,2011,
256,12,<,19,Michigan,Big Ten,5-0,812,11,W 58-0 H Minnesota,Week 5Oct 2,2011,
257,13,<,21,Georgia Tech,ACC,5-0,667,13,W 45-35 A NC State,Week 5Oct 2,2011,
258,14,<,8,Nebraska,Big Ten,4-1,555,15,L 48-17 A #7 Wisconsin,Week 5Oct 2,2011,
259,15,<,NR,Auburn,SEC,4-1,550,23,W 16-13 A #10 South Carolina,Week 5Oct 2,2011,
