,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
99,7,<,2,Notre Dame,Ind,2-1,406,,Week 4Sep 30[5],1974
100,8,<,13,NC State,ACC,3-0,344,,Week 4Sep 30[5],1974
101,9,<,18,USC,Pac-8,1-1,258,,Week 4Sep 30[5],1974
102,10,<,NR,Texas Tech,Southwest,2-0-1,257,,Week 4Sep 30[5],1974
103,11,<,NR,Auburn,SEC,3-0,224,,Week 4Sep 30[5],1974
104,12,<,15,Arizona,WAC,3-0,210,W 15-10 A New Mexico,Week 4Sep 30[5],1974
105,13,<,NR,Florida,SEC,3-0,191,,Week 4Sep 30[5],1974
106,14,<,16,Illinois,Big Ten,3-0,183,,Week 4Sep 30[5],1974
107,15,<,19,Penn State,Ind,2-1,168,,Week 4Sep 30[5],1974
108,16,<,20,Miami (FL),Ind,2-0,144,,Week 4Sep 30[5],1974
109,17,<,8,Pittsburgh,Ind,2-1,77,,Week 4Sep 30[5],1974
110,18,<,7,Arizona State,WAC,2-1,74,,Week 4Sep 30[5],1974
111,19,<,6,Texas,Southwest,2-1,72,L 26-3 A Texas Tech,Week 4Sep 30[5],1974
112,20,<,NR,Arkansas,Southwest,2-1,44,,Week 4Sep 30[5],1974
113,NR,<,11,Wisconsin,Big Ten,,0,,Week 4Sep 30[5],1974
114,NR,<,12,Oklahoma State,Big 8,2-1,0,L 31-14 A Baylor,Week 4Sep 30[5],1974
115,NR,<,14,Tennessee,SEC,,0,,Week 4Sep 30[5],1974
116,NR,<,17,LSU,SEC,,0,,Week 4Sep 30[5],1974
117,1,<,1,Ohio State (33),Big Ten,4-0,1144,W 42-7 A Washington State,Week 5Oct 7[6],1974
118,2,<,2,Oklahoma (24),Big 8,3-0,1124,W 63-0 H Wake Forest,Week 5Oct 7[6],1974
119,3,<,3,Alabama (1),SEC,4-0,958,,Week 5Oct 7[6],1974
120,4,<,4,Michigan (2),Big Ten,4-0,893,,Week 5Oct 7[6],1974
121,5,<,6,Nebraska,Big 8,3-1,664,,Week 5Oct 7[6],1974
122,6,<,7,Notre Dame,Ind,3-1,485,,Week 5Oct 7[6],1974
123,7,<,9,USC,Pac-8,2-1,431,,Week 5Oct 7[6],1974
124,8,<,13,Florida,SEC,4-0,418,,Week 5Oct 7[6],1974
125,9,<,10,Texas Tech,Southwest,3-0-1,411,,Week 5Oct 7[6],1974
126,10,<,11,Auburn (1),SEC,4-0,395,,Week 5Oct 7[6],1974
127,11,<,8,NC State,ACC,4-0,327,,Week 5Oct 7[6],1974
128,12,<,12,Arizona,WAC,4-0,229,W 42-13 H UTEP,Week 5Oct 7[6],1974
129,13,<,NR,Wisconsin,Big Ten,3-1,174,,Week 5Oct 7[6],1974
130,14,<,20,Arkansas,Southwest,3-1,133,,Week 5Oct 7[6],1974
131,15,<,15,Penn State,Ind,3-1,98,,Week 5Oct 7[6],1974
132,16,<,5,Texas A&M,Southwest,3-1,95,,Week 5Oct 7[6],1974
133,17,<,19,Texas,Southwest,3-1,71,,Week 5Oct 7[6],1974
134,18,<,18,Arizona State,WAC,3-1,51,,Week 5Oct 7[6],1974
135,19,<,NR,Kansas,Big 8,3-1,34,W 28-10 H Texas A&M,Week 5Oct 7[6],1974
136,20,<,NR,Miami (OH),MAC,3-0-1,20,,Week 5Oct 7[6],1974
137,NR,<,14,Illinois,Big Ten,,0,,Week 5Oct 7[6],1974
138,NR,<,16,Miami (FL),Ind,,0,,Week 5Oct 7[6],1974
139,NR,<,17,Pittsburgh,Ind,,0,,Week 5Oct 7[6],1974
140,1,<,1,Ohio State (51),Big Ten,5-0,1160,W 52-7 H #13 Wisconsin,Week 6Oct 14[7],1974
141,2,<,2,Oklahoma (5),Big 8,4-0,1040,W 16-13 N #17 Texas,Week 6Oct 14[7],1974
142,3,<,4,Michigan (1),Big Ten,5-0,924,,Week 6Oct 14[7],1974
143,4,<,3,Alabama (1),SEC,5-0,814,,Week 6Oct 14[7],1974
144,5,<,10,Auburn (1),SEC,5-0,636,,Week 6Oct 14[7],1974
145,6,<,7,USC,Pac-8,3-1,574,,Week 6Oct 14[7],1974
146,7,<,6,Notre Dame,Ind,4-1,506,,Week 6Oct 14[7],1974
147,8,<,16,Texas A&M,Southwest,4-1,425,,Week 6Oct 14[7],1974
148,9,<,12,Arizona,WAC,5-0,394,W 41-8 A Utah,Week 6Oct 14[7],1974
149,10,<,11,NC State,ACC,5-0,323,,Week 6Oct 14[7],1974
150,11,<,15,Penn State,Ind,4-1,244,,Week 6Oct 14[7],1974
151,12,<,5,Nebraska,Big 8,3-2,169,,Week 6Oct 14[7],1974
152,13,<,19,Kansas,Big 8,4-1,141,W 20-13 A Kansas State,Week 6Oct 14[7],1974
153,14,<,8,Florida,SEC,4-1,107,,Week 6Oct 14[7],1974
154,15,<,18,Arizona State,WAC,3-1,73,,Week 6Oct 14[7],1974
155,16,<,17,Texas,Southwest,3-2,69,,Week 6Oct 14[7],1974
156,17,<,9,Texas Tech,Southwest,3-1-1,59,,Week 6Oct 14[7],1974
157,18,<,NR,Maryland,ACC,3-2,49,,Week 6Oct 14[7],1974
158,19,<,20,Miami (OH),MAC,4-0-1,41,,Week 6Oct 14[7],1974
159,20,<,NR,Tulane,Ind,4-0,39,W 10-3 A Air Force,Week 6Oct 14[7],1974
160,NR,<,13,Wisconsin,Big Ten,,0,,Week 6Oct 14[7],1974
161,NR,<,14,Arkansas,Southwest,,0,,Week 6Oct 14[7],1974
162,1,<,1,Ohio State (50),Big Ten,6-0,1196,W 49-9 H Indiana,Week 7Oct 21[8],1974
163,2,<,2,Oklahoma (8),Big 8,5-0,1082,W 49-14 A Colorado,Week 7Oct 21[8],1974
164,3,<,3,Michigan (1),Big Ten,6-0,923,,Week 7Oct 21[8],1974
165,4,<,4,Alabama (1),SEC,6-0,887,,Week 7Oct 21[8],1974
166,5,<,5,Auburn (1),SEC,6-0,699,,Week 7Oct 21[8],1974
167,6,<,6,USC,Pac-8,4-1,628,,Week 7Oct 21[8],1974
168,7,<,7,Notre Dame,Ind,5-1,529,,Week 7Oct 21[8],1974
169,8,<,8,Texas A&M,Southwest,5-1,507,,Week 7Oct 21[8],1974
170,9,<,12,Nebraska,Big 8,4-2,355,,Week 7Oct 21[8],1974
171,10,<,11,Penn State,Ind,5-1,314,,Week 7Oct 21[8],1974
172,11,<,17,Texas Tech,Southwest,4-1-1,188,,Week 7Oct 21[8],1974
173,12,<,14,Florida,SEC,5-1,184,,Week 7Oct 21[8],1974
174,13,<,16,Texas,Southwest,4-2,182,,Week 7Oct 21[8],1974
175,14,<,15,Arizona State,WAC,4-1,125,,Week 7Oct 21[8],1974
176,15,<,18,Maryland,ACC,4-2,94,,Week 7Oct 21[8],1974
177,16,<,9,Arizona,WAC,5-1,88,L 17-8 A Texas Tech,Week 7Oct 21[8],1974
178,17,<,10,NC State,ACC,5-1,55,,Week 7Oct 21[8],1974
179,18,<,20,Tulane,Ind,5-0,46,W 30-3 H Citadel,Week 7Oct 21[8],1974
180,19,<,19,Miami (OH),MAC,5-0-1,35,,Week 7Oct 21[8],1974
181,20,<,NR,California,Pac-8,5-1,28,,Week 7Oct 21[8],1974
182,NR,<,13,Kansas,Big 8,,0,,Week 7Oct 21[8],1974
183,1,<,1,Ohio State (45),Big Ten,7-0,1222,W 55-7 A Northwestern,Week 8Oct 28[9],1974
184,2,<,2,Oklahoma (14),Big 8,6-0,1123,W 63-0 H Kansas State,Week 8Oct 28[9],1974
185,3,<,3,Michigan (2),Big Ten,7-0,969,,Week 8Oct 28[9],1974
186,4,<,4,Alabama (1),SEC,7-0,887,,Week 8Oct 28[9],1974
187,5,<,5,Auburn (1),SEC,7-0,765,,Week 8Oct 28[9],1974
188,6,<,6,USC,Pac-8,5-1,584,,Week 8Oct 28[9],1974
189,7,<,7,Notre Dame,Ind,6-1,559,,Week 8Oct 28[9],1974
190,8,<,8,Texas A&M,Southwest,6-1,513,,Week 8Oct 28[9],1974
191,9,<,9,Nebraska,Big 8,5-2,353,,Week 8Oct 28[9],1974
192,10,<,10,Penn State,Ind,6-1,336,,Week 8Oct 28[9],1974
193,11,<,12,Florida,SEC,6-1,236,,Week 8Oct 28[9],1974
194,12,<,13,Texas,Southwest,5-2,214,,Week 8Oct 28[9],1974
195,13,<,11,Texas Tech,Southwest,5-1-1,198,,Week 8Oct 28[9],1974
196,14,<,14,Arizona State,WAC,5-1,175,,Week 8Oct 28[9],1974
197,15,<,15,Maryland,ACC,5-2,159,,Week 8Oct 28[9],1974
198,16,<,19,Miami (OH),MAC,6-0-1,59,,Week 8Oct 28[9],1974
199,17,<,NR,Mississippi State,SEC,6-1,28,,Week 8Oct 28[9],1974
200,18,<,NR,UCLA,Pac-8,4-1-2,24,,Week 8Oct 28[9],1974
201,19,<,NR,Temple,Ind,6-0,16,W 21-17 H Delaware,Week 8Oct 28[9],1974
202,20,<,NR,San Diego State,Big West,5-1,13,W 27-17 H Cal State Long Beach,Week 8Oct 28[9],1974
203,20,<,NR,Wisconsin,Big Ten,4-3,13,,Week 8Oct 28[9],1974
204,NR,<,16,Arizona,WAC,5-2,0,L 37-13 H BYU,Week 8Oct 28[9],1974
205,NR,<,17,NC State,ACC,,0,,Week 8Oct 28[9],1974
206,NR,<,18,Tulane,Ind,,0,,Week 8Oct 28[9],1974
207,NR,<,20,California,Pac-8,,0,,Week 8Oct 28[9],1974
208,1,<,1,Ohio State (49),Big Ten,8-0,1212,W 49-7 H Illinois,Week 9Nov 4[10],1974
209,2,<,2,Oklahoma (10),Big 8,7-0,1090,W 28-10 A Iowa State,Week 9Nov 4[10],1974
210,3,<,4,Alabama (2),SEC,8-0,918,,Week 9Nov 4[10],1974
211,4,<,3,Michigan (1),Big Ten,8-0,850,,Week 9Nov 4[10],1974
212,5,<,8,Texas A&M,Southwest,7-1,643,,Week 9Nov 4[10],1974
213,6,<,11,Florida,SEC,7-1,531,,Week 9Nov 4[10],1974
214,7,<,10,Penn State,Ind,7-1,522,,Week 9Nov 4[10],1974
215,8,<,7,Notre Dame,Ind,7-1,503,,Week 9Nov 4[10],1974
216,9,<,9,Nebraska,Big 8,6-2,464,,Week 9Nov 4[10],1974
217,10,<,5,Auburn,SEC,7-1,381,,Week 9Nov 4[10],1974
218,11,<,6,USC,Pac-8,5-1-1,344,,Week 9Nov 4[10],1974
219,12,<,12,Texas,Southwest,6-2,324,,Week 9Nov 4[10],1974
220,13,<,16,Miami (OH),MAC,7-0-1,149,,Week 9Nov 4[10],1974
221,14,<,15,Maryland,ACC,5-3,54,,Week 9Nov 4[10],1974
222,15,<,NR,Houston,Ind,6-2,42,,Week 9Nov 4[10],1974
223,16,<,14,Arizona State,WAC,5-2,36,,Week 9Nov 4[10],1974
224,17,<,NR,Oklahoma State,Big 8,4-3,33,W 24-13 H Kansas,Week 9Nov 4[10],1974
225,18,<,NR,California,Pac-8,5-2-1,20,,Week 9Nov 4[10],1974
226,19,<,13,Texas Tech,Southwest,5-2-1,19,,Week 9Nov 4[10],1974
227,19,<,NR,Pittsburgh,Ind,6-2,19,,Week 9Nov 4[10],1974
228,NR,<,17,Mississippi State,SEC,,0,,Week 9Nov 4[10],1974
229,NR,<,18,UCLA,Pac-8,,0,,Week 9Nov 4[10],1974
230,NR,<,19,Temple,Ind,,0,,Week 9Nov 4[10],1974
231,NR,<,20,San Diego State,Big West,,0,,Week 9Nov 4[10],1974
232,NR,<,20,Wisconsin,Big Ten,,0,,Week 9Nov 4[10],1974
233,1,<,2,Oklahoma (48),Big 8,8-0,1198,W 37-0 H Missouri,Week 10Nov 11[11],1974
234,2,<,3,Alabama (10),SEC,9-0,1102,,Week 10Nov 11[11],1974
235,3,<,4,Michigan (4),Big Ten,9-0,1014,,Week 10Nov 11[11],1974
236,4,<,1,Ohio State,Big Ten,8-1,877,L 16-13 A Michigan State,Week 10Nov 11[11],1974
237,5,<,8,Notre Dame,Ind,7-1,668,,Week 10Nov 11[11],1974
238,6,<,9,Nebraska,Big 8,7-2,577,,Week 10Nov 11[11],1974
239,7,<,10,Auburn,SEC,8-1,552,,Week 10Nov 11[11],1974
240,8,<,11,USC,Pac-8,6-1-1,487,,Week 10Nov 11[11],1974
241,9,<,6,Florida,SEC,7-2,318,,Week 10Nov 11[11],1974
242,10,<,5,Texas A&M,Southwest,7-2,306,,Week 10Nov 11[11],1974
243,11,<,7,Penn State,Ind,7-2,245,,Week 10Nov 11[11],1974
244,12,<,13,Miami (OH),MAC,8-0-1,160,,Week 10Nov 11[11],1974
245,13,<,14,Maryland,ACC,6-3,139,,Week 10Nov 11[11],1974
246,14,<,15,Houston,Ind,6-2,117,,Week 10Nov 11[11],1974
247,15,<,NR,Michigan State,Big Ten,5-3-1,110,,Week 10Nov 11[11],1974
248,16,<,NR,NC State,ACC,7-2,103,,Week 10Nov 11[11],1974
249,17,<,19,Pittsburgh,Ind,7-2,65,,Week 10Nov 11[11],1974
250,18,<,17,Oklahoma State,Big 8,5-3,63,W 29-5 A Kansas State,Week 10Nov 11[11],1974
251,19,<,18,California,Pac-8,6-2-1,55,,Week 10Nov 11[11],1974
252,20,<,19,Texas Tech,Southwest,6-2-1,48,,Week 10Nov 11[11],1974
253,NR,<,12,Texas,Southwest,,0,,Week 10Nov 11[11],1974
254,NR,<,16,Arizona State,WAC,,0,,Week 10Nov 11[11],1974
255,1,<,1,Oklahoma (45),Big 8,9-0,1198,W 45-14 A Kansas,Week 11Nov 18[12],1974
256,2,<,2,Alabama (9),SEC,10-0,1078,,Week 11Nov 18[12],1974
257,3,<,3,Michigan (8),Big Ten,10-0,1040,,Week 11Nov 18[12],1974
258,4,<,4,Ohio State,Big Ten,9-1,874,,Week 11Nov 18[12],1974
259,5,<,5,Notre Dame,Ind,8-1,639,,Week 11Nov 18[12],1974
260,6,<,6,Nebraska,Big 8,8-2,630,,Week 11Nov 18[12],1974
261,7,<,7,Auburn,SEC,9-1,560,,Week 11Nov 18[12],1974
262,8,<,8,USC,Pac-8,7-1-1,542,,Week 11Nov 18[12],1974
263,9,<,10,Texas A&M,Southwest,8-2,375,,Week 11Nov 18[12],1974
264,10,<,11,Penn State,Ind,8-2,311,,Week 11Nov 18[12],1974
265,11,<,13,Maryland,ACC,7-3,227,,Week 11Nov 18[12],1974
266,12,<,12,Miami (OH),MAC,9-0-1,187,,Week 11Nov 18[12],1974
267,13,<,16,NC State,ACC,8-2,168,,Week 11Nov 18[12],1974
268,14,<,15,Michigan State,Big Ten,6-3-1,113,,Week 11Nov 18[12],1974
269,15,<,14,Houston,Ind,7-2,105,,Week 11Nov 18[12],1974
270,16,<,NR,Baylor,Southwest,6-3,63,,Week 11Nov 18[12],1974
271,17,<,NR,Texas,Southwest,7-3,50,,Week 11Nov 18[12],1974
272,18,<,17,Pittsburgh,Ind,7-3,42,,Week 11Nov 18[12],1974
273,19,<,19,California,Pac-8,7-2-1,41,,Week 11Nov 18[12],1974
274,20,<,9,Florida,SEC,7-3,36,,Week 11Nov 18[12],1974
275,NR,<,18,Oklahoma State,Big 8,5-4,0,L 37-20 H Colorado,Week 11Nov 18[12],1974
276,NR,<,20,Texas Tech,Southwest,,0,,Week 11Nov 18[12],1974
277,1,<,1,Oklahoma (49),Big 8,10-0,1134,W 28-14 A #6 Nebraska,Week 12Nov 25[13],1974
278,2,<,2,Alabama (10),SEC,10-0,1036,,Week 12Nov 25[13],1974
279,3,<,4,Ohio State,Big Ten,10-1,968,,Week 12Nov 25[13],1974
280,4,<,3,Michigan,Big Ten,10-1,795,,Week 12Nov 25[13],1974
281,5,<,5,Notre Dame,Ind,9-1,641,,Week 12Nov 25[13],1974
282,6,<,8,USC,Pac-8,8-1-1,584,,Week 12Nov 25[13],1974
283,7,<,7,Auburn,SEC,9-1,560,,Week 12Nov 25[13],1974
284,8,<,9,Texas A&M,Southwest,8-2,384,,Week 12Nov 25[13],1974
285,9,<,6,Nebraska,Big 8,8-3,371,,Week 12Nov 25[13],1974
286,10,<,10,Penn State,Ind,8-2,362,,Week 12Nov 25[13],1974
287,11,<,11,Maryland,ACC,8-3,222,,Week 12Nov 25[13],1974
288,12,<,12,Miami (OH),MAC,9-0-1,184,,Week 12Nov 25[13],1974
289,13,<,13,NC State,ACC,9-2,172,,Week 12Nov 25[13],1974
290,14,<,14,Michigan State,Big Ten,7-3-1,158,,Week 12Nov 25[13],1974
291,15,<,15,Houston,Ind,8-2,96,,Week 12Nov 25[13],1974
292,16,<,16,Baylor,Southwest,7-3,95,,Week 12Nov 25[13],1974
293,17,<,17,Texas,Southwest,7-3,60,,Week 12Nov 25[13],1974
294,18,<,18,Pittsburgh,Ind,7-3,35,,Week 12Nov 25[13],1974
295,19,<,NR,Wisconsin,Big Ten,7-4,17,,Week 12Nov 25[13],1974
296,20,<,NR,BYU,WAC,7-3-1,15,,Week 12Nov 25[13],1974
297,NR,<,19,California,Pac-8,,0,,Week 12Nov 25[13],1974
298,NR,<,20,Florida,SEC,,0,,Week 12Nov 25[13],1974
299,1,<,1,Oklahoma (49),Big 8,11-0,1198,W 44-13 H Oklahoma State,Week 13Dec 2[14],1974
300,2,<,2,Alabama (12),SEC,11-0,1112,,Week 13Dec 2[14],1974
301,3,<,3,Ohio State,Big Ten,10-1,982,,Week 13Dec 2[14],1974
302,4,<,4,Michigan,Big Ten,10-1,828,,Week 13Dec 2[14],1974
303,5,<,6,USC,Pac-8,9-1-1,616,,Week 13Dec 2[14],1974
304,6,<,7,Auburn,SEC,9-2,544,,Week 13Dec 2[14],1974
305,7,<,10,Penn State,Ind,9-2,502,,Week 13Dec 2[14],1974
306,8,<,9,Nebraska,Big 8,8-3,500,,Week 13Dec 2[14],1974
307,9,<,5,Notre Dame,Ind,9-2,369,,Week 13Dec 2[14],1974
308,10,<,11,Maryland,ACC,8-3,258,,Week 13Dec 2[14],1974
309,11,<,17,Texas,Southwest,8-3,254,,Week 13Dec 2[14],1974
310,12,<,16,Baylor,Southwest,8-3,239,,Week 13Dec 2[14],1974
311,13,<,13,NC State,ACC,9-2,228,,Week 13Dec 2[14],1974
312,14,<,14,Michigan State,Big Ten,7-3-1,197,,Week 13Dec 2[14],1974
313,15,<,12,Miami (OH),MAC,9-0-1,154,,Week 13Dec 2[14],1974
314,16,<,8,Texas A&M,Southwest,8-3,79,,Week 13Dec 2[14],1974
315,17,<,20,BYU,WAC,7-3-1,31,,Week 13Dec 2[14],1974
316,18,<,NR,Florida,SEC,8-3,28,,Week 13Dec 2[14],1974
317,19,<,NR,Arizona,WAC,9-2,20,W 10-0 H Arizona State,Week 13Dec 2[14],1974
318,20,<,18,Pittsburgh,Ind,7-4,18,,Week 13Dec 2[14],1974
319,20,<,19,Wisconsin,Big Ten,7-4,18,,Week 13Dec 2[14],1974
320,NR,<,15,Houston,Ind,,0,,Week 13Dec 2[14],1974
321,1,<,1,Oklahoma (51),Big 8,11-0,1162,DNP,Week 14 (Final)Jan[15],1974
322,2,<,5,USC (6),Pac-8,10-1-1,1050,,Week 14 (Final)Jan[15],1974
323,3,<,4,Michigan (2),Big Ten,10-1,788,,Week 14 (Final)Jan[15],1974
324,4,<,3,Ohio State,Big Ten,10-2,778,,Week 14 (Final)Jan[15],1974
