,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,CFP
0,1,<,1,Florida State (57),ACC,0-0,1496,*1,DNP,PreseasonAug 17[1],2014,
1,2,<,7,Alabama (1),SEC,0-0,1361,2,DNP,PreseasonAug 17[1],2014,
2,3,<,9,Oregon (1),Pac-12,0-0,1334,*4,DNP,PreseasonAug 17[1],2014,
3,4,<,6,Oklahoma (1),Big 12,0-0,1324,*3,DNP,PreseasonAug 17[1],2014,
4,5,<,12,Ohio State,Big Ten,0-0,1207,*6,DNP,PreseasonAug 17[1],2014,
5,6,<,2,Auburn,SEC,0-0,1198,5,DNP,PreseasonAug 17[1],2014,
6,7,<,16,UCLA,Pac-12,0-0,1106,7,DNP,PreseasonAug 17[1],2014,
7,8,<,3,Michigan State,Big Ten,0-0,1080,8,DNP,PreseasonAug 17[1],2014,
8,9,<,4,South Carolina,SEC,0-0,1015,*9,DNP,PreseasonAug 17[1],2014,
9,10,<,13,Baylor,Big 12,0-0,966,10,DNP,PreseasonAug 17[1],2014,
10,11,<,11,Stanford,Pac-12,0-0,885,11,DNP,PreseasonAug 17[1],2014,
11,12,<,NR,Georgia,SEC,0-0,843,12,DNP,PreseasonAug 17[1],2014,
12,13,<,14,LSU,SEC,0-0,776,13,DNP,PreseasonAug 17[1],2014,
13,14,<,22,Wisconsin,Big Ten,0-0,637,14,DNP,PreseasonAug 17[1],2014,
14,15,<,19,USC,Pac-12,0-0,626,15,DNP,PreseasonAug 17[1],2014,
15,16,<,8,Clemson,ACC,0-0,536,16,DNP,PreseasonAug 17[1],2014,
16,17,<,21,Notre Dame,Ind,0-0,445,17,DNP,PreseasonAug 17[1],2014,
17,18,<,NR,Mississippi,SEC,0-0,424,19,DNP,PreseasonAug 17[1],2014,
18,19,<,20,Arizona State,Pac-12,0-0,357,18,DNP,PreseasonAug 17[1],2014,
19,20,<,NR,Kansas State,Big 12,0-0,242,21,DNP,PreseasonAug 17[1],2014,
20,21,<,18,Texas A&M,SEC,0-0,238,20,DNP,PreseasonAug 17[1],2014,
21,22,<,NR,Nebraska,Big Ten,0-0,226,22,DNP,PreseasonAug 17[1],2014,
22,23,<,NR,North Carolina,ACC,0-0,194,23,DNP,PreseasonAug 17[1],2014,
23,24,<,5,Missouri,SEC,0-0,134,RV,DNP,PreseasonAug 17[1],2014,
24,25,<,25,Washington,Pac-12,0-0,130,25,DNP,PreseasonAug 17[1],2014,
25,RV,<,10,UCF,AAC,0-0,94,RV,DNP,PreseasonAug 17[1],2014,
26,RV,<,NR,Florida,SEC,0-0,87,RV,DNP,PreseasonAug 17[1],2014,
27,RV,<,NR,Texas,Big 12,0-0,86,24,DNP,PreseasonAug 17[1],2014,
28,RV,<,23,Duke,ACC,0-0,71,RV,DNP,PreseasonAug 17[1],2014,
29,RV,<,NR,Iowa,Big Ten,0-0,68,RV,DNP,PreseasonAug 17[1],2014,
30,RV,<,15,Louisville,ACC,0-0,48,RV,DNP,PreseasonAug 17[1],2014,
31,RV,<,NR,Marshall,CUSA,0-0,41,RV,DNP,PreseasonAug 17[1],2014,
32,RV,<,17,Oklahoma State,Big 12,0-0,37,RV,DNP,PreseasonAug 17[1],2014,
33,RV,<,NR,Virginia Tech,ACC,0-0,26,RV,DNP,PreseasonAug 17[1],2014,
34,RV,<,NR,TCU,Big 12,0-0,23,RV,DNP,PreseasonAug 17[1],2014,
35,RV,<,NR,Mississippi State,SEC,0-0,22,RV,DNP,PreseasonAug 17[1],2014,
36,RV,<,NR,Michigan,Big Ten,0-0,19,RV,DNP,PreseasonAug 17[1],2014,
37,RV,<,NR,Texas Tech,Big 12,0-0,19,RV,DNP,PreseasonAug 17[1],2014,
38,RV,<,NR,Miami (FL),ACC,0-0,16,RV,DNP,PreseasonAug 17[1],2014,
39,RV,<,NR,Cincinnati,AAC,0-0,15,RV,DNP,PreseasonAug 17[1],2014,
40,RV,<,NR,Boise State,MWC,0-0,10,RV,DNP,PreseasonAug 17[1],2014,
41,RV,<,NR,Oregon State,Pac-12,0-0,10,RV,DNP,PreseasonAug 17[1],2014,
42,RV,<,NR,BYU,Ind,0-0,8,RV,DNP,PreseasonAug 17[1],2014,
43,RV,<,NR,Northwestern,Big Ten,0-0,8,RV,DNP,PreseasonAug 17[1],2014,
44,RV,<,NR,Penn State,Big Ten,0-0,5,NR,DNP,PreseasonAug 17[1],2014,
45,RV,<,24,Vanderbilt,SEC,0-0,2,NR,DNP,PreseasonAug 17[1],2014,
46,RV,<,NR,Navy,Ind,0-0,2,NR,DNP,PreseasonAug 17[1],2014,
47,RV,<,NR,Louisiana,Sun Belt,0-0,1,RV,DNP,PreseasonAug 17[1],2014,
48,RV,<,NR,Nevada,MWC,0-0,1,NR,DNP,PreseasonAug 17[1],2014,
49,RV,<,NR,Utah State,MWC,0-0,1,NR,DNP,PreseasonAug 17[1],2014,
50,NR,<,NR,Arizona,Pac-12,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
51,NR,<,NR,Arkansas,SEC,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
52,NR,<,NR,Fresno State,MWC,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
53,NR,<,NR,Georgia Tech,ACC,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
54,NR,<,NR,Houston,AAC,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
55,NR,<,NR,Minnesota,Big Ten,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
56,NR,<,NR,Northern Illinois,MAC,0-0,0,RV,DNP,PreseasonAug 17[1],2014,
57,1,<,1,Florida State (46),ACC,1-0,1456,*1,W 37-31 N Oklahoma State (Cowboys Classic),Week 1Sep 2[4],2014,
58,2,<,2,Alabama (1),SEC,1-0,1317,2,W 33-23 N West Virginia (Chick-fil-A Kickoff),Week 1Sep 2[4],2014,
59,3,<,3,Oregon (5),Pac-12,1-0,1314,*4,W 62-13 H South Dakota,Week 1Sep 2[4],2014,
60,4,<,4,Oklahoma (2),Big 12,1-0,1283,*3,W 48-16 H Louisiana Tech,Week 1Sep 2[4],2014,
61,5,<,6,Auburn,SEC,1-0,1186,5,W 45-21 H Arkansas,Week 1Sep 2[4],2014,
62,6,<,12,Georgia (2),SEC,1-0,1114,*8,W 45-21 H #16 Clemson,Week 1Sep 2[4],2014,
63,7,<,8,Michigan State,Big Ten,1-0,1093,6,W 45-7 H Jacksonville State,Week 1Sep 2[4],2014,
64,8,<,5,Ohio State,Big Ten,1-0,982,7,W 34-17 A Navy,Week 1Sep 2[4],2014,
65,9,<,21,Texas A&M (2),SEC,1-0,978,13,W 52-28 A #9 South Carolina,Week 1Sep 2[4],2014,
66,10,<,10,Baylor,Big 12,1-0,962,9,W 45-0 H SMU,Week 1Sep 2[4],2014,
67,11,<,7,UCLA,Pac-12,1-0,944,11,W 28-20 A Virginia,Week 1Sep 2[4],2014,
68,12,<,13,LSU (1),SEC,1-0,926,12,W 28-24 N #14 Wisconsin (Advocare Texas Kickoff),Week 1Sep 2[4],2014,
69,13,<,11,Stanford,Pac-12,1-0,886,10,W 45-0 H UC Davis,Week 1Sep 2[4],2014,
70,14,<,15,USC,Pac-12,1-0,729,14,W 52-13 H Fresno State,Week 1Sep 2[4],2014,
71,15,<,18,Mississippi,SEC,1-0,525,17,W 35-13 N Boise State (Chick-fil-A Kickoff),Week 1Sep 2[4],2014,
72,16,<,17,Notre Dame,Ind,1-0,519,15,W 48-17 H Rice,Week 1Sep 2[4],2014,
73,17,<,19,Arizona State,Pac-12,1-0,431,16,W 45-14 H Weber State,Week 1Sep 2[4],2014,
74,18,<,14,Wisconsin,Big Ten,0-1,364,19,L 28-24 N #13 LSU (Advocare Texas Kickoff),Week 1Sep 2[4],2014,
75,19,<,22,Nebraska,Big Ten,1-0,352,18,W 55-7 H Florida Atlantic,Week 1Sep 2[4],2014,
76,20,<,20,Kansas State,Big 12,1-0,325,20,W 55-16 H Stephen F. Austin,Week 1Sep 2[4],2014,
77,21,<,9,South Carolina,SEC,0-1,196,21,L 52-28 H #21 Texas A&M,Week 1Sep 2[4],2014,
78,21,<,23,North Carolina,ACC,1-0,196,23,W 56-29 H Liberty,Week 1Sep 2[4],2014,
79,23,<,16,Clemson,ACC,0-1,164,24,L 45-21 A #12 Georgia,Week 1Sep 2[4],2014,
80,24,<,24,Missouri,SEC,1-0,147,22,W 38-18 H South Dakota State,Week 1Sep 2[4],2014,
81,25,<,NR,Louisville,ACC,1-0,141,RV,W 31-13 H Miami (FL),Week 1Sep 2[4],2014,
82,RV,<,NR,Texas,Big 12,1-0,126,25,W 38-7 H North Texas,Week 1Sep 2[4],2014,
83,RV,<,NR,Oklahoma State,Big 12,0-1,94,RV,L 37-31 N #1 Florida State (Cowboys Classic),Week 1Sep 2[4],2014,
84,RV,<,NR,Duke,ACC,1-0,60,RV,W 52-13 H Elon,Week 1Sep 2[4],2014,
85,RV,<,NR,Florida,SEC,0-0,49,RV,DNP,Week 1Sep 2[4],2014,
86,RV,<,NR,Mississippi State,SEC,1-0,49,RV,W 49-0 H Southern Miss,Week 1Sep 2[4],2014,
87,RV,<,NR,Penn State,Big Ten,1-0,49,NR,W 26-24 N UCF,Week 1Sep 2[4],2014,
88,RV,<,NR,Michigan,Big Ten,1-0,38,RV,W 52-14 H Appalachian State,Week 1Sep 2[4],2014,
89,RV,<,NR,TCU,Big 12,1-0,29,RV,W 48-14 H Samford,Week 1Sep 2[4],2014,
90,RV,<,NR,Washington,Pac-12,1-0,27,RV,W 17-16 A Hawaii,Week 1Sep 2[4],2014,
91,RV,<,NR,BYU,Ind,1-0,21,RV,W 35-10 A Connecticut,Week 1Sep 2[4],2014,
92,RV,<,NR,Iowa,Big Ten,1-0,18,RV,W 31-23 H Northern Iowa,Week 1Sep 2[4],2014,
93,RV,<,NR,Marshall,CUSA,1-0,18,RV,W 42-27 A Miami (OH),Week 1Sep 2[4],2014,
94,RV,<,NR,Virginia Tech,ACC,1-0,17,RV,W 34-9 H William & Mary,Week 1Sep 2[4],2014,
95,RV,<,NR,Tennessee,SEC,1-0,14,NR,W 38-7 H Utah State,Week 1Sep 2[4],2014,
96,RV,<,NR,Cincinnati,AAC,0-0,8,RV,DNP,Week 1Sep 2[4],2014,
97,RV,<,NR,Texas Tech,Big 12,1-0,7,RV,W 42-35 H Central Arkansas,Week 1Sep 2[4],2014,
98,RV,<,NR,West Virginia,Big 12,0-1,7,RV,L 33-23 N #2 Alabama (Chick-fil-A Kickoff),Week 1Sep 2[4],2014,
99,RV,<,NR,Rutgers,Big Ten,1-0,6,RV,W 41-38 A Washington State,Week 1Sep 2[4],2014,
100,RV,<,NR,Arizona,Pac-12,1-0,4,RV,W 58-13 H UNLV,Week 1Sep 2[4],2014,
101,RV,<,NR,North Dakota State,Other,1-0,2,NR,W 34-14 A Iowa State,Week 1Sep 2[4],2014,
102,RV,<,NR,Louisiana,Sun Belt,1-0,1,RV,W 45-6 H Southern,Week 1Sep 2[4],2014,
103,RV,<,NR,Pittsburgh,ACC,1-0,1,RV,W 62-0 H Delaware,Week 1Sep 2[4],2014,
104,NR,<,NR,Boise State,MWC,0-1,0,RV,L 35-13 N #18 Mississippi (Chick-fil-A Kickoff),Week 1Sep 2[4],2014,
105,NR,<,NR,Colorado State,MWC,1-0,0,RV,W 31-17 N Colorado,Week 1Sep 2[4],2014,
106,NR,<,NR,Memphis,AAC,1-0,0,RV,W 63-0 H Austin Peay,Week 1Sep 2[4],2014,
107,NR,<,NR,Minnesota,Big Ten,1-0,0,RV,W 42-20 H Eastern Illinois,Week 1Sep 2[4],2014,
108,NR,<,NR,Northern Illinois,MAC,1-0,0,RV,W 55-3 H Presbyterian,Week 1Sep 2[4],2014,
109,NR,<,NR,Oregon State,Pac-12,1-0,0,RV,W 29-14 H Portland State,Week 1Sep 2[4],2014,
110,NR,<,NR,Temple,AAC,1-0,0,RV,W 37-7 A Vanderbilt,Week 1Sep 2[4],2014,
111,1,<,1,Florida State (38),ACC,2-0,1463,*1,W 37-12 H Citadel,Week 2Sep 7[5],2014,
112,2,<,3,Oregon (16),Pac-12,2-0,1415,*4,W 46-27 H #7 Michigan State,Week 2Sep 7[5],2014,
113,3,<,2,Alabama (1),SEC,2-0,1334,*2,W 41-0 H Florida Atlantic,Week 2Sep 7[5],2014,
114,4,<,4,Oklahoma (2),Big 12,2-0,1303,*3,W 52-7 A Tulsa,Week 2Sep 7[5],2014,
115,5,<,5,Auburn,SEC,2-0,1236,5,W 59-13 H San Jose State,Week 2Sep 7[5],2014,
116,6,<,6,Georgia (1),SEC,1-0,1201,*6,DNP,Week 2Sep 7[5],2014,
117,7,<,9,Texas A&M (2),SEC,2-0,1101,8,W 73-3 H Lamar,Week 2Sep 7[5],2014,
118,8,<,10,Baylor,Big 12,2-0,1043,7,W 70-6 H Northwestern State,Week 2Sep 7[5],2014,
119,9,<,14,USC,Pac-12,2-0,1039,10,W 13-10 A #13 Stanford,Week 2Sep 7[5],2014,
120,10,<,12,LSU,SEC,2-0,1029,9,W 56-0 H Sam Houston State,Week 2Sep 7[5],2014,
121,11,<,16,Notre Dame,Ind,2-0,815,11,W 31-0 H Michigan,Week 2Sep 7[5],2014,
122,12,<,11,UCLA,Pac-12,2-0,779,12,W 42-35 H Memphis,Week 2Sep 7[5],2014,
123,13,<,7,Michigan State,Big Ten,1-1,751,13,L 46-27 A #3 Oregon,Week 2Sep 7[5],2014,
124,14,<,15,Mississippi,SEC,2-0,703,15,W 41-3 A Vanderbilt,Week 2Sep 7[5],2014,
125,15,<,13,Stanford,Pac-12,1-1,592,16,L 13-10 H #14 USC,Week 2Sep 7[5],2014,
126,16,<,17,Arizona State,Pac-12,2-0,570,14,W 58-23 A New Mexico,Week 2Sep 7[5],2014,
127,17,<,NR,Virginia Tech,ACC,2-0,532,19,W 35-21 A #8 Ohio State,Week 2Sep 7[5],2014,
128,18,<,18,Wisconsin,Big Ten,1-1,391,17,W 37-3 H Western Illinois,Week 2Sep 7[5],2014,
129,19,<,20,Kansas State,Big 12,2-0,285,20,W 32-28 A Iowa State,Week 2Sep 7[5],2014,
130,20,<,24,Missouri,SEC,2-0,237,22,W 49-24 A Toledo,Week 2Sep 7[5],2014,
131,21,<,25,Louisville,ACC,2-0,234,RV,W 66-21 H Murray State,Week 2Sep 7[5],2014,
132,22,<,8,Ohio State,Big Ten,1-1,222,18,L 35-21 H Virginia Tech,Week 2Sep 7[5],2014,
133,23,<,23,Clemson,ACC,1-1,206,24,W 73-7 H South Carolina State,Week 2Sep 7[5],2014,
134,24,<,21,South Carolina,SEC,1-1,199,23,W 33-23 H East Carolina,Week 2Sep 7[5],2014,
135,25,<,NR,BYU,Ind,2-0,179,RV,W 41-7 A Texas,Week 2Sep 7[5],2014,
136,RV,<,19,Nebraska,Big Ten,2-0,153,21,W 31-24 H McNeese State,Week 2Sep 7[5],2014,
137,RV,<,21,North Carolina,ACC,2-0,118,25,W 31-27 H San Diego State,Week 2Sep 7[5],2014,
138,RV,<,NR,Oklahoma State,Big 12,1-1,92,RV,W 40-23 H Missouri State,Week 2Sep 7[5],2014,
139,RV,<,NR,Florida,SEC,1-0,70,RV,W 65-0 H Eastern Michigan,Week 2Sep 7[5],2014,
140,RV,<,NR,Duke,ACC,2-0,43,RV,W 34-17 A Troy,Week 2Sep 7[5],2014,
141,RV,<,NR,Penn State,Big Ten,2-0,35,NR,W 21-3 H Akron,Week 2Sep 7[5],2014,
142,RV,<,NR,TCU,Big 12,1-0,31,RV,DNP,Week 2Sep 7[5],2014,
143,RV,<,NR,Mississippi State,SEC,2-0,29,RV,W 47-34 H UAB,Week 2Sep 7[5],2014,
144,RV,<,NR,Marshall,CUSA,2-0,18,RV,W 48-7 H Rhode Island,Week 2Sep 7[5],2014,
145,RV,<,NR,Tennessee,SEC,2-0,14,NR,W 34-19 H Arkansas State,Week 2Sep 7[5],2014,
146,RV,<,NR,Iowa,Big Ten,2-0,10,RV,W 17-13 H Ball State,Week 2Sep 7[5],2014,
147,RV,<,NR,Cincinnati,AAC,0-0,6,RV,DNP,Week 2Sep 7[5],2014,
148,RV,<,NR,West Virginia,Big 12,1-1,6,RV,W 54-0 H Towson,Week 2Sep 7[5],2014,
149,RV,<,NR,Washington,Pac-12,2-0,4,RV,W 59-52 H Eastern Washington,Week 2Sep 7[5],2014,
150,RV,<,NR,North Dakota State,Other,2-0,3,NR,W 24-7 A Weber State,Week 2Sep 7[5],2014,
151,RV,<,NR,Pittsburgh,ACC,2-0,3,RV,W 30-20 A Boston College,Week 2Sep 7[5],2014,
152,RV,<,NR,Texas Tech,Big 12,2-0,3,RV,W 30-26 A UTEP,Week 2Sep 7[5],2014,
153,RV,<,NR,Utah,Pac-12,2-0,2,NR,W 59-27 H Fresno State,Week 2Sep 7[5],2014,
154,RV,<,NR,Arizona,Pac-12,2-0,1,RV,W 26-23 A UTSA,Week 2Sep 7[5],2014,
155,NR,<,NR,Boise State,MWC,1-1,0,RV,W 37-24 H Colorado State,Week 2Sep 7[5],2014,
156,NR,<,NR,Memphis,AAC,1-1,0,RV,L 42-35 A #11 UCLA,Week 2Sep 7[5],2014,
157,NR,<,NR,Michigan,Big Ten,1-1,0,RV,L 31-0 A #16 Notre Dame,Week 2Sep 7[5],2014,
158,NR,<,NR,Minnesota,Big Ten,2-0,0,RV,W 35-24 H Middle Tennessee,Week 2Sep 7[5],2014,
159,NR,<,NR,Northern Illinois,MAC,2-0,0,RV,W 23-15 A Northwestern,Week 2Sep 7[5],2014,
160,NR,<,NR,Oregon State,Pac-12,2-0,0,RV,W 38-30 A Hawaii,Week 2Sep 7[5],2014,
161,NR,<,NR,Rutgers,Big Ten,2-0,0,RV,W 38-25 H Howard,Week 2Sep 7[5],2014,
162,1,<,1,Florida State (37),ACC,2-0,1466,*1,DNP,Week 3Sep 14[6],2014,
163,2,<,2,Oregon (17),Pac-12,3-0,1424,*3,W 48-14 H Wyoming,Week 3Sep 14[6],2014,
164,3,<,3,Alabama (1),SEC,3-0,1346,*2,W 52-12 H Southern Miss,Week 3Sep 14[6],2014,
165,4,<,4,Oklahoma (2),Big 12,3-0,1325,*4,W 34-10 H Tennessee,Week 3Sep 14[6],2014,
166,5,<,5,Auburn,SEC,2-0,1252,5,DNP,Week 3Sep 14[6],2014,
167,6,<,7,Texas A&M (3),SEC,3-0,1195,7,W 38-10 H Rice,Week 3Sep 14[6],2014,
168,7,<,8,Baylor,Big 12,3-0,1134,6,W 63-21 A Buffalo,Week 3Sep 14[6],2014,
169,8,<,10,LSU,SEC,3-0,1114,8,W 31-0 H Louisiana-Monroe,Week 3Sep 14[6],2014,
170,9,<,11,Notre Dame,Ind,3-0,917,9,W 30-14 H Purdue,Week 3Sep 14[6],2014,
171,10,<,14,Mississippi,SEC,3-0,840,12,DNP,Week 3Sep 14[6],2014,
172,11,<,13,Michigan State,Big Ten,1-1,832,11,DNP,Week 3Sep 14[6],2014,
173,12,<,12,UCLA,Pac-12,3-0,807,10,W 20-17 N Texas,Week 3Sep 14[6],2014,
174,13,<,6,Georgia,SEC,1-1,729,14,L 38-35 A #23 Clemson,Week 3Sep 14[6],2014,
175,14,<,24,South Carolina,SEC,2-1,718,16,W 38-35 H #6 Georgia,Week 3Sep 14[6],2014,
176,15,<,16,Arizona State,Pac-12,3-0,680,13,W 38-24 A Colorado,Week 3Sep 14[6],2014,
177,16,<,15,Stanford,Pac-12,2-1,560,15,W 35-0 H Army,Week 3Sep 14[6],2014,
178,17,<,9,USC,Pac-12,2-1,459,21,L 37-31 A Boston College,Week 3Sep 14[6],2014,
179,18,<,20,Missouri,SEC,3-0,446,19,W 38-10 H UCF,Week 3Sep 14[6],2014,
180,19,<,18,Wisconsin,Big Ten,1-1,414,17,DNP,Week 3Sep 14[6],2014,
181,20,<,19,Kansas State,Big 12,2-0,326,20,DNP,Week 3Sep 14[6],2014,
182,21,<,25,BYU,Ind,3-0,246,23,W 33-25 H Houston,Week 3Sep 14[6],2014,
183,22,<,23,Clemson,ACC,1-1,209,24,DNP,Week 3Sep 14[6],2014,
184,23,<,22,Ohio State,Big Ten,2-1,204,18,W 66-0 H Kent State,Week 3Sep 14[6],2014,
185,24,<,NR,Nebraska,Big Ten,3-0,172,22,W 55-19 A Fresno State,Week 3Sep 14[6],2014,
186,25,<,NR,Oklahoma State,Big 12,2-1,126,RV,W 43-13 H UTSA,Week 3Sep 14[6],2014,
187,RV,<,NR,North Carolina,ACC,2-0,82,25,DNP,Week 3Sep 14[6],2014,
188,RV,<,NR,Duke,ACC,3-0,55,RV,W 41-3 H Kansas,Week 3Sep 14[6],2014,
189,RV,<,NR,Mississippi State,SEC,3-0,55,RV,W 35-3 A South Alabama,Week 3Sep 14[6],2014,
190,RV,<,17,Virginia Tech,ACC,2-1,54,RV,L 28-21 H East Carolina,Week 3Sep 14[6],2014,
191,RV,<,NR,Penn State,Big Ten,3-0,51,RV,W 13-10 A Rutgers,Week 3Sep 14[6],2014,
192,RV,<,NR,East Carolina,AAC,2-1,44,RV,W 28-21 A #17 Virginia Tech,Week 3Sep 14[6],2014,
193,RV,<,NR,TCU,Big 12,2-0,42,RV,W 30-7 H Minnesota,Week 3Sep 14[6],2014,
194,RV,<,NR,Pittsburgh,ACC,3-0,40,RV,W 42-25 A FIU,Week 3Sep 14[6],2014,
195,RV,<,NR,Florida,SEC,2-0,31,RV,W 36-30 (3OT) H Kentucky,Week 3Sep 14[6],2014,
196,RV,<,NR,Marshall,CUSA,3-0,28,RV,W 44-14 H Ohio,Week 3Sep 14[6],2014,
197,RV,<,NR,Boston College,ACC,2-1,22,RV,W 37-31 H #9 USC,Week 3Sep 14[6],2014,
198,RV,<,NR,Washington,Pac-12,3-0,14,RV,W 44-19 H Illinois,Week 3Sep 14[6],2014,
199,RV,<,NR,West Virginia,Big 12,2-1,14,RV,W 40-37 A Maryland,Week 3Sep 14[6],2014,
200,RV,<,NR,Cincinnati,AAC,1-0,10,RV,W 58-34 H Toledo,Week 3Sep 14[6],2014,
201,RV,<,NR,Virginia,ACC,2-1,6,RV,W 23-21 H #21 Louisville,Week 3Sep 14[6],2014,
202,RV,<,NR,Arizona,Pac-12,3-0,3,RV,W 35-28 H Nevada,Week 3Sep 14[6],2014,
203,RV,<,NR,Arkansas,SEC,2-1,3,RV,W 49-28 A Texas Tech,Week 3Sep 14[6],2014,
204,RV,<,NR,North Dakota State,Other,3-0,3,NR,W 58-0 H Incarnate Word,Week 3Sep 14[6],2014,
205,RV,<,21,Louisville,ACC,2-1,2,RV,L 23-21 A Virginia,Week 3Sep 14[6],2014,
206,NR,<,NR,Boise State,MWC,2-1,0,RV,W 38-21 A Connecticut,Week 3Sep 14[6],2014,
207,NR,<,NR,Memphis,AAC,1-1,0,RV,DNP,Week 3Sep 14[6],2014,
208,NR,<,NR,NC State,ACC,3-0,0,RV,W 49-17 A South Florida,Week 3Sep 14[6],2014,
209,NR,<,NR,Northern Illinois,MAC,3-0,0,RV,W 48-34 A UNLV,Week 3Sep 14[6],2014,
210,NR,<,NR,Oregon State,Pac-12,2-0,0,RV,DNP,Week 3Sep 14[6],2014,
211,1,<,1,Florida State (34),ACC,3-0,1439,*1,W 23-17 (1OT) H #22 Clemson,Week 4Sep 21[7],2014,
212,2,<,2,Oregon (12),Pac-12,4-0,1400,*4,W 38-31 A Washington State,Week 4Sep 21[7],2014,
213,3,<,3,Alabama (6),SEC,4-0,1377,*2,W 42-21 H Florida,Week 4Sep 21[7],2014,
214,4,<,4,Oklahoma (4),Big 12,4-0,1343,*3,W 45-33 A West Virginia,Week 4Sep 21[7],2014,
215,5,<,5,Auburn,SEC,3-0,1268,5,W 20-14 A #20 Kansas State,Week 4Sep 21[7],2014,
216,6,<,6,Texas A&M (4),SEC,4-0,1232,7,W 58-6 A SMU,Week 4Sep 21[7],2014,
217,7,<,7,Baylor,Big 12,3-0,1143,6,DNP,Week 4Sep 21[7],2014,
218,8,<,9,Notre Dame,Ind,3-0,967,8,DNP,Week 4Sep 21[7],2014,
219,9,<,11,Michigan State,Big Ten,2-1,905,9,W 73-14 H Eastern Michigan,Week 4Sep 21[7],2014,
220,10,<,10,Mississippi,SEC,3-0,889,11,DNP,Week 4Sep 21[7],2014,
221,11,<,12,UCLA,Pac-12,3-0,806,10,DNP,Week 4Sep 21[7],2014,
222,12,<,13,Georgia,SEC,2-1,789,13,W 66-0 H Troy,Week 4Sep 21[7],2014,
223,13,<,14,South Carolina,SEC,3-1,764,15,W 48-34 A Vanderbilt,Week 4Sep 21[7],2014,
224,14,<,NR,Mississippi State,SEC,4-0,706,16,W 34-29 A #8 LSU,Week 4Sep 21[7],2014,
225,15,<,15,Arizona State,Pac-12,3-0,702,12,DNP,Week 4Sep 21[7],2014,
226,16,<,16,Stanford,Pac-12,2-1,564,14,DNP,Week 4Sep 21[7],2014,
227,17,<,8,LSU,SEC,3-1,541,18,L 34-29 H Mississippi State,Week 4Sep 21[7],2014,
228,18,<,17,USC,Pac-12,2-1,459,22,DNP,Week 4Sep 21[7],2014,
229,19,<,19,Wisconsin,Big Ten,2-1,451,17,W 68-17 H Bowling Green,Week 4Sep 21[7],2014,
230,20,<,21,BYU,Ind,4-0,376,21,W 41-33 H Virginia,Week 4Sep 21[7],2014,
231,21,<,24,Nebraska,Big Ten,4-0,296,19,W 41-31 H Miami (FL),Week 4Sep 21[7],2014,
232,22,<,23,Ohio State,Big Ten,2-1,196,20,DNP,Week 4Sep 21[7],2014,
233,23,<,NR,East Carolina,AAC,3-1,180,24,W 70-41 H North Carolina,Week 4Sep 21[7],2014,
234,24,<,25,Oklahoma State,Big 12,2-1,132,RV,DNP,Week 4Sep 21[7],2014,
235,25,<,20,Kansas State,Big 12,2-1,131,25,L 20-14 H #5 Auburn,Week 4Sep 21[7],2014,
236,RV,<,NR,Duke,ACC,4-0,86,23,W 47-13 H Tulane,Week 4Sep 21[7],2014,
237,RV,<,NR,Penn State,Big Ten,4-0,81,RV,W 48-7 H Massachusetts,Week 4Sep 21[7],2014,
238,RV,<,22,Clemson,ACC,1-2,48,RV,L 23-17 (1OT) A #1 Florida State,Week 4Sep 21[7],2014,
239,RV,<,NR,TCU,Big 12,2-0,35,RV,DNP,Week 4Sep 21[7],2014,
240,RV,<,NR,Marshall,CUSA,4-0,33,RV,W 48-17 A Akron,Week 4Sep 21[7],2014,
241,RV,<,NR,Utah,Pac-12,3-0,31,RV,W 26-10 A Michigan,Week 4Sep 21[7],2014,
242,RV,<,NR,Washington,Pac-12,4-0,30,RV,W 45-14 H Georgia State,Week 4Sep 21[7],2014,
243,RV,<,NR,Georgia Tech,ACC,4-0,22,RV,W 27-24 A Virginia Tech,Week 4Sep 21[7],2014,
244,RV,<,NR,Boston College,ACC,3-1,19,RV,W 40-10 H Maine,Week 4Sep 21[7],2014,
245,RV,<,NR,West Virginia,Big 12,2-2,15,RV,L 45-33 H #4 Oklahoma,Week 4Sep 21[7],2014,
246,RV,<,NR,Cincinnati,AAC,2-0,11,RV,W 31-24 H Miami (OH),Week 4Sep 21[7],2014,
247,RV,<,NR,Arizona,Pac-12,4-0,9,RV,W 49-45 H California,Week 4Sep 21[7],2014,
248,RV,<,NR,Arkansas,SEC,3-1,9,RV,W 52-14 H Northern Illinois,Week 4Sep 21[7],2014,
249,RV,<,18,Missouri,SEC,3-1,5,RV,L 31-27 H Indiana,Week 4Sep 21[7],2014,
250,RV,<,NR,Oregon State,Pac-12,3-0,5,RV,W 28-7 H San Diego State,Week 4Sep 21[7],2014,
251,RV,<,NR,North Dakota State,Other,4-0,3,NR,W 22-10 H Montana,Week 4Sep 21[7],2014,
252,RV,<,NR,Indiana,Big Ten,2-1,1,NR,W 31-27 A #18 Missouri,Week 4Sep 21[7],2014,
