,Year,Date,Home,HomeRank,Away,AwayRank,Result,HomePTS,AwayPTS,MOV
1311,1984-85,1985-01-28,Syracuse,9,Georgetown,2,1,65,63,2
1312,1983-84,1984-01-07,Louisiana State,9,Kentucky,2,0,80,96,-16
1313,1980-81,1981-03-01,Kentucky,9,Louisiana State,2,1,73,71,2
1314,1974-75,1975-02-08,Oregon,9,UCLA,2,0,103,107,-4
1315,2022-23,2023-03-04,Texas,9,Kansas,3,1,75,59,16
1316,2005-06,2006-01-05,Louisville,9,Villanova,3,0,67,76,-9
1317,2002-03,2003-01-07,Oklahoma,9,Connecticut,3,1,73,63,10
1318,1992-93,1993-01-07,Purdue,9,Michigan,3,0,70,80,-10
1319,1992-93,1992-12-12,Louisville,9,Kentucky,3,0,68,88,-20
1320,1985-86,1986-02-07,Nevada-Las Vegas,9,Memphis,3,1,67,66,1
1321,1958-59,1959-03-07,Bradley,9,Cincinnati,3,1,84,66,18
1322,1957-58,1957-12-14,Saint Louis,9,Kentucky,3,0,60,73,-13
1323,1955-56,1956-01-18,North Carolina,9,NC State,3,1,73,69,4
1324,1951-52,1952-02-09,Iowa,9,Illinois,3,1,73,68,5
1325,2010-11,2011-02-12,Villanova,9,Pittsburgh,4,0,54,57,-3
1326,2010-11,2011-01-26,Brigham Young,9,San Diego State,4,1,71,58,13
1327,2010-11,2010-11-16,Florida,9,Ohio State,4,0,75,93,-18
1328,2009-10,2010-02-17,Ohio State,9,Purdue,4,0,57,60,-3
1329,2008-09,2008-12-02,Purdue,9,Duke,4,0,60,76,-16
1330,2002-03,2003-01-02,Oregon,9,Arizona,4,0,72,81,-9
1331,1999-00,1999-12-04,Texas,9,Arizona,4,0,81,88,-7
1332,1956-57,1956-12-27,Duke,9,West Virginia,4,1,73,67,6
1333,1955-56,1955-12-21,Kentucky,9,Dayton,4,0,74,89,-15
1334,2022-23,2023-02-06,Kansas,9,Texas,5,1,88,80,8
1335,2012-13,2013-01-17,Minnesota,9,Michigan,5,0,75,83,-8
1336,1998-99,1999-01-13,North Carolina,9,Maryland,5,0,76,89,-13
1337,1994-95,1995-01-29,Arkansas,9,Kentucky,5,1,94,92,2
1338,1985-86,1986-01-04,Memphis,9,Kansas,5,1,83,80,3
1339,1978-79,1979-02-10,Marquette,9,Louisville,5,1,71,55,16
1340,2022-23,2022-12-17,Arizona,9,Tennessee,6,1,75,70,5
1341,2006-07,2006-12-05,Louisiana State,9,Texas A&M,6,1,64,52,12
1342,1993-94,1993-11-18,Kansas,9,California,6,1,73,56,17
1343,1992-93,1993-02-24,Duke,9,Florida State,6,1,98,75,23
1344,1987-88,1988-03-06,Duke,9,North Carolina,6,1,96,81,15
1345,1984-85,1985-03-10,Georgia Tech,9,North Carolina,6,1,67,62,5
1346,1983-84,1983-12-06,Louisiana State,9,Houston,6,0,91,100,-9
1347,1962-63,1963-01-14,Mississippi State,9,Georgia Tech,6,1,81,69,12
1348,1959-60,1960-01-02,Bradley,9,Saint Louis,6,1,86,64,22
1349,1956-57,1956-12-18,Saint Louis,9,Louisville,6,1,93,77,16
1350,1954-55,1954-12-11,Notre Dame,9,Indiana,6,0,70,73,-3
1351,1949-50,1950-03-18,St. John's (NY),9,Duquesne,6,1,69,67,2
1352,2023-24,2024-03-09,Duke,9,North Carolina,7,0,79,84,-5
1353,2018-19,2019-03-09,Michigan State,9,Michigan,7,1,75,63,12
1354,2016-17,2017-01-10,Florida State,9,Duke,7,1,88,72,16
1355,2016-17,2016-12-03,Baylor,9,Xavier,7,1,76,61,15
1356,2013-14,2014-01-07,Iowa State,9,Baylor,7,1,87,72,15
1357,2000-01,2000-12-09,Illinois,9,Seton Hall,7,1,87,79,8
1358,1990-91,1991-02-24,Arizona,9,Duke,7,1,103,96,7
1359,1985-86,1986-02-10,Georgetown,9,St. John's (NY),7,0,58,60,-2
1360,1980-81,1980-12-09,Notre Dame,9,Indiana,7,1,68,64,4
1361,1979-80,1980-02-03,St. John's (NY),9,Louisville,7,0,71,76,-5
1362,1978-79,1979-01-06,Kentucky,9,Louisiana State,7,0,89,93,-4
1363,1967-68,1968-02-17,Vanderbilt,9,Tennessee,7,1,75,63,12
1364,1962-63,1962-12-22,Kentucky,9,West Virginia,7,1,79,75,4
1365,2022-23,2023-02-25,Baylor,9,Texas,8,1,81,72,9
1366,2017-18,2018-01-09,Oklahoma,9,Texas Tech,8,1,75,65,10
1367,2008-09,2009-02-22,Duke,9,Wake Forest,8,1,101,91,10
1368,2004-05,2004-12-04,North Carolina,9,Kentucky,8,1,91,78,13
1369,1996-97,1997-01-30,Louisville,9,Cincinnati,8,1,81,70,11
1370,1991-92,1992-02-23,Missouri,9,Oklahoma State,8,1,66,52,14
1371,1989-90,1990-03-04,Purdue,9,Michigan,8,1,79,77,2
1372,1974-75,1975-02-07,Oregon,9,Southern California,8,0,80,81,-1
1373,1958-59,1959-01-03,Auburn,9,Mississippi State,8,1,97,66,31
1374,1949-50,1950-03-13,St. John's (NY),9,Western Kentucky,8,1,69,60,9
1375,2009-10,2010-03-06,Villanova,9,West Virginia,10,0,66,68,-2
1376,1990-91,1991-01-13,Connecticut,9,St. John's (NY),10,0,59,72,-13
1377,1989-90,1990-01-11,Georgia Tech,9,Duke,10,0,91,96,-5
1378,1976-77,1977-02-27,North Carolina,9,Louisville,10,1,96,89,7
1379,1999-00,2000-02-27,Florida,9,Auburn,11,1,88,59,29
1380,1990-91,1991-02-09,North Carolina,9,Virginia,11,1,77,58,19
1381,1986-87,1987-02-22,Syracuse,9,Georgetown,11,0,71,72,-1
1382,1975-76,1976-01-31,Tennessee,9,Alabama,11,1,80,74,6
1383,1955-56,1956-02-24,North Carolina,9,Duke,11,1,73,65,8
1384,2015-16,2015-12-31,Butler,9,Providence,12,0,73,81,-8
1385,2009-10,2010-01-20,Pittsburgh,9,Georgetown,12,0,66,74,-8
1386,1993-94,1994-03-10,Massachusetts,9,Temple,12,1,70,59,11
1387,1984-85,1984-12-15,NC State,9,Georgia Tech,12,0,64,66,-2
1388,1980-81,1981-02-08,Notre Dame,9,UCLA,12,0,50,51,-1
1389,2019-20,2020-01-21,Villanova,9,Butler,13,1,76,61,15
1390,1988-89,1989-02-19,Indiana,9,Michigan,13,1,76,75,1
1391,1985-86,1986-02-23,Syracuse,9,Georgetown,13,1,64,63,1
1392,1982-83,1983-02-23,St. John's (NY),9,Syracuse,13,1,85,69,16
1393,1957-58,1958-01-18,Kentucky,9,Tennessee,13,1,77,68,9
1394,1950-51,1951-03-15,St. John's (NY),9,Dayton,13,0,62,69,-7
1395,1949-50,1950-01-14,NC State,9,La Salle,13,0,51,66,-15
1396,2021-22,2021-12-11,Alabama,9,Houston,14,1,83,82,1
1397,2007-08,2008-02-02,Washington State,9,Stanford,14,0,65,67,-2
1398,2002-03,2003-01-15,Alabama,9,Mississippi State,14,1,68,62,6
1399,1998-99,1999-01-02,North Carolina,9,Clemson,14,1,69,53,16
1400,1997-98,1998-02-12,UCLA,9,Stanford,14,0,81,84,-3
1401,1996-97,1996-12-21,Utah,9,Texas,14,1,80,68,12
1402,1994-95,1995-01-14,Maryland,9,Wake Forest,14,1,76,66,10
1403,1980-81,1981-01-17,Michigan,9,Iowa,14,0,58,73,-15
1404,1974-75,1975-02-01,Alabama,9,Auburn,14,1,77,53,24
1405,1973-74,1973-12-03,Louisville,9,Houston,14,1,87,81,6
1406,1972-73,1973-01-13,Vanderbilt,9,Alabama,14,0,77,83,-6
1407,1959-60,1960-02-17,Villanova,9,St. Bonaventure,14,0,70,72,-2
1408,1950-51,1951-02-13,NC State,9,Louisville,14,1,92,78,14
1409,2021-22,2022-01-11,Kansas,9,Iowa State,15,1,62,61,1
1410,1994-95,1995-02-09,Arizona,9,Stanford,15,1,84,73,11
1411,1980-81,1981-01-31,Utah,9,Brigham Young,15,1,60,56,4
1412,1976-77,1977-02-16,Marquette,9,Detroit Mercy,15,0,63,64,-1
1413,1976-77,1977-02-06,Louisville,9,Providence,15,1,68,64,4
1414,1960-61,1960-12-12,Louisville,9,Georgia Tech,15,1,74,65,9
1415,2017-18,2018-01-13,Oklahoma,9,TCU,16,1,102,97,5
1416,2011-12,2011-12-03,Wisconsin,9,Marquette,16,0,54,61,-7
1417,2008-09,2009-01-17,UCLA,9,Arizona State,16,0,58,61,-3
1418,1999-00,2000-01-18,Florida,9,Tennessee,16,0,79,81,-2
1419,1982-83,1983-02-07,Memphis,9,Wichita State,16,1,85,73,12
1420,1981-82,1982-02-06,Kentucky,9,Tennessee,16,1,77,67,10
1421,1979-80,1980-01-16,North Carolina,9,NC State,16,1,67,64,3
1422,1977-78,1977-12-07,Michigan,9,Louisville,16,0,85,88,-3
1423,1958-59,1958-12-19,Xavier,9,Seattle,16,1,80,68,12
1424,1957-58,1958-02-18,NC State,9,North Carolina,16,0,69,81,-12
1425,2004-05,2005-02-14,Syracuse,9,Pittsburgh,17,0,64,68,-4
1426,1989-90,1990-01-13,Georgia Tech,9,NC State,17,1,92,85,7
1427,1988-89,1989-02-23,Duke,9,NC State,17,1,86,65,21
1428,1971-72,1972-01-29,Pennsylvania,9,Princeton,17,1,82,59,23
1429,2012-13,2012-12-31,Minnesota,9,Michigan State,18,1,76,63,13
1430,2006-07,2006-12-20,Arizona,9,Memphis,18,1,79,71,8
1431,2004-05,2005-03-03,Louisville,9,Charlotte,18,1,94,82,12
1432,2004-05,2005-02-02,Louisville,9,Cincinnati,18,1,77,70,7
1433,2000-01,2000-11-21,Tennessee,9,Wisconsin,18,1,66,56,10
1434,1993-94,1994-03-03,Purdue,9,Minnesota,18,1,86,70,16
1435,1990-91,1990-12-10,North Carolina,9,Kentucky,18,1,84,81,3
1436,1984-85,1985-02-01,Syracuse,9,Villanova,18,1,92,79,13
1437,1952-53,1952-12-22,Oklahoma State,9,Colorado,18,1,81,67,14
1438,1952-53,1952-12-20,Washington,9,California,18,1,99,88,11
1439,1952-53,1952-12-19,Washington,9,California,18,1,60,50,10
1440,1992-93,1992-11-19,Florida State,9,Iowa State,19,1,109,86,23
1441,1986-87,1987-02-19,Syracuse,9,Providence,19,1,90,81,9
1442,1985-86,1985-12-07,Kentucky,9,Indiana,19,1,63,58,5
1443,1974-75,1975-03-08,Arizona State,9,Arizona,19,1,107,92,15
1444,2014-15,2015-03-03,Kansas,9,West Virginia,20,1,76,69,7
1445,2011-12,2012-01-04,Georgetown,9,Marquette,20,1,73,70,3
1446,1990-91,1990-12-15,North Carolina,9,Alabama,20,1,95,79,16
1447,1972-73,1973-02-24,Houston,9,Jacksonville,20,1,76,75,1
1448,1958-59,1959-02-21,Michigan State,9,Purdue,20,1,94,87,7
1449,1955-56,1956-01-02,Illinois,9,Michigan State,20,1,73,65,8
1450,2009-10,2010-01-16,Tennessee,9,Mississippi,21,1,71,69,2
1451,1996-97,1997-01-04,Arizona,9,Stanford,21,1,76,75,1
1452,2015-16,2016-01-24,Iowa,9,Purdue,22,1,83,71,12
1453,2003-04,2003-12-13,Arizona,9,Marquette,22,1,85,75,10
1454,2011-12,2012-02-05,Michigan State,9,Michigan,23,1,64,54,10
1455,1999-00,2000-02-03,Arizona,9,Oregon,23,1,77,71,6
1456,1994-95,1994-12-10,Duke,9,Michigan,23,1,69,59,10
1457,2019-20,2020-02-29,Maryland,9,Michigan State,24,0,66,78,-12
1458,2019-20,2020-01-09,Oregon,9,Arizona,24,1,74,73,1
1459,2018-19,2019-01-21,Kansas,9,Iowa State,24,1,80,76,4
1460,2014-15,2015-01-13,Kansas,9,Oklahoma State,24,1,67,57,10
1461,1993-94,1994-02-16,Purdue,9,Wisconsin,24,1,67,64,3
1462,2019-20,2020-03-08,Maryland,9,Michigan,25,1,83,70,13
1463,2012-13,2013-02-04,Syracuse,9,Notre Dame,25,1,63,47,16
1464,2011-12,2011-12-08,Connecticut,9,Harvard,25,1,67,53,14
1465,2003-04,2004-02-07,Kentucky,9,South Carolina,25,1,65,64,1
1466,1998-99,1999-02-03,St. John's (NY),9,Miami (FL),25,0,70,73,-3
1467,1993-94,1994-01-08,Arizona,9,Marquette,25,1,94,80,14
1468,1993-94,1993-12-18,UCLA,9,Louisiana State,25,1,100,80,20
1469,1989-90,1990-02-19,Purdue,9,Indiana,25,1,72,49,23
1470,2022-23,2023-02-15,Tennessee,10,Alabama,1,1,68,59,9
1471,2016-17,2017-01-10,West Virginia,10,Baylor,1,1,89,68,21
1472,2016-17,2016-12-31,Creighton,10,Villanova,1,0,70,80,-10
1473,2012-13,2013-02-10,Ohio State,10,Indiana,1,0,68,81,-13
1474,2009-10,2010-01-18,Kansas State,10,Texas,1,1,71,62,9
1475,1995-96,1996-02-17,Virginia Tech,10,Massachusetts,1,0,58,74,-16
1476,1992-93,1993-01-10,Georgia Tech,10,Duke,1,1,80,79,1
1477,1989-90,1990-02-25,Oklahoma,10,Missouri,1,1,107,90,17
1478,1958-59,1959-02-09,Mississippi State,10,Kentucky,1,1,66,58,8
1479,2008-09,2009-01-17,Clemson,10,Wake Forest,2,0,68,78,-10
1480,1996-97,1997-01-11,Duke,10,Wake Forest,2,0,69,81,-12
1481,1991-92,1992-03-14,Southern California,10,Arizona,2,1,70,69,1
1482,1980-81,1981-01-14,Maryland,10,Virginia,2,0,64,66,-2
1483,1964-65,1964-12-29,Saint Joseph's,10,Wichita State,2,1,76,69,7
1484,1959-60,1960-01-04,Southern California,10,California,2,0,45,60,-15
1485,1955-56,1956-03-03,Iowa,10,Illinois,2,1,96,72,24
1486,1952-53,1953-02-28,Illinois,10,Indiana,2,0,79,91,-12
1487,1950-51,1951-03-03,Saint Louis,10,Oklahoma State,2,0,29,50,-21
1488,2015-16,2016-02-20,West Virginia,10,Oklahoma,3,0,62,76,-14
1489,1998-99,1999-03-06,St. John's (NY),10,Connecticut,3,0,63,82,-19
1490,1994-95,1995-02-12,Syracuse,10,Connecticut,3,0,70,77,-7
1491,1992-93,1993-01-24,Seton Hall,10,North Carolina,3,0,66,70,-4
1492,1967-68,1968-03-02,Duke,10,North Carolina,3,1,87,86,1
1493,1955-56,1956-02-06,Alabama,10,Vanderbilt,3,1,88,61,27
1494,2008-09,2009-02-04,Clemson,10,Duke,4,1,74,47,27
1495,2002-03,2003-02-09,Notre Dame,10,Pittsburgh,4,1,66,64,2
1496,1998-99,1999-01-16,UCLA,10,Stanford,4,0,59,72,-13
1497,1992-93,1993-01-11,Oklahoma,10,Kansas,4,0,85,96,-11
1498,1969-70,1970-01-07,NC State,10,North Carolina,4,0,69,78,-9
1499,1951-52,1952-02-14,St. John's (NY),10,St. Bonaventure,4,1,59,56,3
1500,1951-52,1952-01-12,Iowa,10,Indiana,4,1,78,59,19
1501,1950-51,1951-02-19,Illinois,10,Indiana,4,1,71,65,6
1502,1950-51,1951-02-03,Saint Louis,10,Long Island University,4,1,62,57,5
1503,2023-24,2024-02-03,Kentucky,10,Tennessee,5,0,92,103,-11
1504,2021-22,2022-02-26,Baylor,10,Kansas,5,1,80,70,10
1505,2016-17,2017-02-09,UCLA,10,Oregon,5,1,82,79,3
1506,2009-10,2010-02-18,Georgetown,10,Syracuse,5,0,71,75,-4
1507,2009-10,2010-01-16,West Virginia,10,Syracuse,5,0,71,72,-1
1508,1988-89,1989-01-03,Seton Hall,10,Georgetown,5,1,94,86,8
1509,1984-85,1985-02-06,Georgia Tech,10,Duke,5,1,81,71,10
1510,1979-80,1980-01-13,Purdue,10,Syracuse,5,0,61,66,-5
1511,1978-79,1978-12-09,Kentucky,10,Kansas,5,1,67,66,1
1512,1969-70,1970-02-09,North Carolina,10,NC State,5,1,88,86,2
1513,1958-59,1959-03-07,NC State,10,North Carolina,5,1,80,56,24
1514,1953-54,1953-12-12,Louisiana State,10,Kansas,5,1,68,63,5
1515,2020-21,2020-12-08,Duke,10,Illinois,6,0,68,83,-15
1516,2016-17,2016-12-21,Louisville,10,Kentucky,6,1,73,70,3
1517,2009-10,2010-02-09,Michigan State,10,Purdue,6,0,64,76,-12
1518,1998-99,1999-01-02,UCLA,10,Arizona,6,1,82,75,7
1519,1980-81,1981-02-07,Tennessee,10,Kentucky,6,1,87,71,16
1520,1976-77,1977-02-12,Nevada-Las Vegas,10,Louisville,6,1,99,96,3
1521,1965-66,1965-12-06,South Carolina,10,Duke,6,1,73,71,2
1522,1964-65,1964-12-28,Saint Joseph's,10,Illinois,6,1,75,71,4
1523,2015-16,2016-01-26,Providence,10,Xavier,7,0,68,75,-7
1524,1999-00,2000-02-19,Indiana,10,Ohio State,7,0,71,82,-11
1525,1996-97,1997-02-08,Clemson,10,Maryland,7,1,80,68,12
1526,1996-97,1996-12-08,Duke,10,Michigan,7,0,61,62,-1
1527,1989-90,1990-03-04,Syracuse,10,Georgetown,7,1,89,87,2
1528,1980-81,1981-02-11,North Carolina,10,Wake Forest,7,0,68,84,-16
1529,1975-76,1976-01-31,Notre Dame,10,Maryland,7,0,63,69,-6
1530,1973-74,1974-01-05,Vanderbilt,10,Alabama,7,1,73,72,1
1531,2021-22,2022-03-01,Wisconsin,10,Purdue,8,1,70,67,3
1532,2021-22,2022-02-05,Kansas,10,Baylor,8,1,83,59,24
1533,2014-15,2015-01-17,Arizona,10,Utah,8,1,69,51,18
1534,1958-59,1959-02-16,Bradley,10,Saint Louis,8,1,72,65,7
1535,1957-58,1958-02-11,NC State,10,Duke,8,0,48,65,-17
1536,2009-10,2009-12-01,North Carolina,10,Michigan State,9,1,89,82,7
1537,1998-99,1999-03-05,St. John's (NY),10,Miami (FL),9,1,62,59,3
1538,1992-93,1993-02-10,Florida State,10,Wake Forest,9,1,111,94,17
1539,1988-89,1988-12-10,Arizona,10,Nevada-Las Vegas,9,1,86,75,11
1540,1986-87,1987-02-09,Pittsburgh,10,Syracuse,9,1,63,61,2
1541,1957-58,1958-02-15,NC State,10,Maryland,9,1,69,64,5
1542,1955-56,1956-02-04,Duke,10,North Carolina,9,1,64,59,5
1543,2022-23,2023-01-30,Texas,10,Baylor,11,1,76,71,5
1544,2010-11,2011-01-19,Texas,10,Texas A&M,11,1,81,60,21
1545,2005-06,2006-03-11,North Carolina,10,Boston College,11,0,82,85,-3
1546,2004-05,2004-11-30,Duke,10,Michigan State,11,1,81,74,7
1547,2003-04,2004-01-20,Wake Forest,10,Georgia Tech,11,0,66,73,-7
1548,1997-98,1998-02-28,Michigan State,10,Purdue,11,0,96,99,-3
1549,1994-95,1995-02-26,Wake Forest,10,Virginia,11,1,66,63,3
1550,1988-89,1989-03-04,Michigan,10,Iowa,11,1,119,96,23
1551,2019-20,2020-02-08,Villanova,10,Seton Hall,12,0,64,70,-6
1552,2017-18,2017-12-30,TCU,10,Oklahoma,12,0,89,90,-1
1553,2016-17,2017-01-21,Florida State,10,Louisville,12,1,73,68,5
1554,2005-06,2006-01-15,Louisville,10,Pittsburgh,12,0,57,61,-4
1555,2003-04,2004-02-09,Oklahoma State,10,Kansas,12,1,80,60,20
1556,1987-88,1988-01-27,Oklahoma,10,Iowa State,12,1,109,86,23
1557,1986-87,1987-01-24,Clemson,10,Duke,12,0,103,105,-2
1558,1981-82,1982-02-13,Alabama,10,Kentucky,12,0,62,72,-10
1559,1969-70,1969-12-26,Washington,10,Southern California,12,1,90,86,4
1560,2014-15,2015-01-31,Louisville,10,North Carolina,13,1,78,68,10
1561,2012-13,2012-12-08,Gonzaga,10,Illinois,13,0,74,85,-11
1562,1985-86,1986-01-11,St. John's (NY),10,Georgetown,13,1,79,74,5
1563,1980-81,1981-01-24,Maryland,10,Notre Dame,13,0,70,73,-3
1564,1974-75,1975-02-15,Southern California,10,Oregon,13,1,92,90,2
1565,2020-21,2021-03-03,Villanova,10,Creighton,14,1,72,60,12
1566,2018-19,2019-02-09,Marquette,10,Villanova,14,1,66,65,1
1567,2016-17,2017-02-18,North Carolina,10,Virginia,14,1,65,41,24
1568,2001-02,2002-01-15,Virginia,10,Wake Forest,14,1,86,74,12
1569,1991-92,1992-02-22,Arkansas,10,Alabama,14,1,90,87,3
1570,1991-92,1991-12-21,St. John's (NY),10,Indiana,14,0,77,82,-5
1571,1990-91,1990-12-06,North Carolina,10,Connecticut,14,1,79,64,15
1572,1970-71,1971-01-18,St. Bonaventure,10,Villanova,14,0,67,80,-13
1573,2020-21,2021-01-23,Wisconsin,10,Ohio State,15,0,62,74,-12
1574,2016-17,2017-01-18,Florida State,10,Notre Dame,15,1,83,80,3
1575,2006-07,2007-01-14,Arizona,10,Oregon,15,0,77,79,-2
1576,1970-71,1971-01-30,South Carolina,10,Virginia,15,1,92,70,22
1577,1960-61,1960-12-17,NC State,10,Georgia Tech,15,1,82,76,6
1578,1955-56,1956-01-18,Louisville,10,Memphis,15,1,85,75,10
1579,2020-21,2021-01-06,Michigan,10,Minnesota,16,1,82,57,25
1580,2017-18,2017-11-26,Southern California,10,Texas A&M,16,0,59,75,-16
1581,2014-15,2015-01-05,Texas,10,Oklahoma,16,0,49,70,-21
1582,2009-10,2010-01-28,Purdue,10,Wisconsin,16,1,60,57,3
1583,2004-05,2005-02-07,Oklahoma State,10,Oklahoma,16,1,79,67,12
1584,1998-99,1999-02-24,Ohio State,10,Wisconsin,16,1,63,54,9
1585,1995-96,1996-01-14,North Carolina,10,Clemson,16,1,86,53,33
1586,1990-91,1991-01-19,St. John's (NY),10,Pittsburgh,16,1,73,71,2
1587,1988-89,1989-01-23,Michigan,10,Indiana,16,0,70,71,-1
1588,1987-88,1988-01-09,Purdue,10,Iowa,16,1,80,79,1
1589,2022-23,2023-01-11,Texas,10,TCU,17,1,79,75,4
1590,2012-13,2013-01-19,Florida,10,Missouri,17,1,83,52,31
1591,2009-10,2010-01-06,Michigan State,10,Wisconsin,17,1,54,47,7
1592,1977-78,1977-12-13,Louisville,10,Purdue,17,1,68,66,2
1593,1975-76,1975-12-30,Nevada-Las Vegas,10,Michigan,17,1,108,94,14
1594,1974-75,1975-02-14,Southern California,10,Oregon State,17,0,76,80,-4
1595,2022-23,2022-11-30,Indiana,10,North Carolina,18,1,77,65,12
1596,2018-19,2018-12-03,Michigan State,10,Iowa,18,1,90,68,22
1597,2017-18,2018-01-02,Kansas,10,Texas Tech,18,0,73,85,-12
1598,2008-09,2009-03-08,Wake Forest,10,Clemson,18,1,96,88,8
1599,1986-87,1987-02-28,Alabama,10,Florida,18,1,86,85,1
1600,1974-75,1975-01-13,Kentucky,10,Tennessee,18,1,88,82,6
1601,1954-55,1955-01-15,UCLA,10,Southern California,18,1,76,64,12
1602,1954-55,1955-01-14,UCLA,10,Southern California,18,1,70,67,3
1603,1951-52,1952-02-19,St. Bonaventure,10,Siena,18,1,69,44,25
1604,2020-21,2020-12-29,Iowa,10,Northwestern,19,1,87,72,15
1605,2009-10,2010-03-01,West Virginia,10,Georgetown,19,1,81,68,13
1606,2007-08,2008-02-28,Wisconsin,10,Michigan State,19,1,57,42,15
1607,2006-07,2007-01-25,Duke,10,Clemson,19,1,68,66,2
1608,1990-91,1991-01-22,St. John's (NY),10,Connecticut,19,1,65,62,3
1609,1983-84,1984-01-21,Illinois,10,Purdue,19,1,76,52,24
1610,1981-82,1982-01-12,Houston,10,Texas,19,0,83,95,-12
1611,1973-74,1974-02-02,Long Beach State,10,Oral Roberts,19,1,98,89,9
1612,1957-58,1958-01-23,Bradley,10,Wichita State,19,1,92,83,9
1613,1954-55,1954-12-09,NC State,10,Penn State,19,1,99,77,22
1614,1951-52,1951-12-15,NC State,10,Eastern Kentucky,19,1,70,58,12
1615,2021-22,2022-02-12,Baylor,10,Texas,20,1,80,63,17
1616,2004-05,2005-02-24,Michigan State,10,Wisconsin,20,1,77,64,13
1617,2003-04,2004-02-23,Texas,10,Kansas,20,1,82,67,15
1618,2001-02,2002-02-21,Stanford,10,Southern California,20,0,58,77,-19
1619,1999-00,2000-01-29,Florida,10,Vanderbilt,20,1,89,63,26
1620,1982-83,1983-02-27,Kentucky,10,Tennessee,20,1,69,61,8
1621,2013-14,2014-03-08,San Diego State,10,New Mexico,21,1,51,48,3
1622,2023-24,2023-12-30,Marquette,10,Creighton,22,1,72,67,5
1623,2013-14,2013-12-03,Duke,10,Michigan,22,1,79,69,10
1624,2012-13,2013-03-07,Michigan State,10,Wisconsin,22,1,58,43,15
1625,2012-13,2012-11-14,Florida,10,Wisconsin,22,1,74,56,18
1626,2019-20,2020-02-12,Seton Hall,10,Creighton,23,0,82,87,-5
1627,2016-17,2017-03-03,West Virginia,10,Iowa State,24,1,87,76,11
1628,2007-08,2007-11-28,Michigan State,10,NC State,24,1,81,58,23
1629,1999-00,2000-01-12,Florida,10,Louisiana State,24,1,82,57,25
1630,1992-93,1993-02-08,Florida State,10,Virginia,24,1,99,84,15
1631,2017-18,2018-01-13,Xavier,10,Creighton,25,1,92,70,22
1632,2007-08,2008-02-02,Texas,10,Baylor,25,1,80,72,8
1633,2004-05,2005-01-05,Connecticut,10,Boston College,25,0,70,75,-5
1634,2003-04,2004-02-28,Texas,10,Texas Tech,25,1,74,71,3
1635,2001-02,2002-02-23,Stanford,10,UCLA,25,0,92,95,-3
1636,2001-02,2002-01-26,Arizona,10,Connecticut,25,0,98,100,-2
1637,1992-93,1993-03-06,Seton Hall,10,St. John's (NY),25,1,92,73,19
1638,2015-16,2016-01-12,West Virginia,11,Kansas,1,1,74,63,11
1639,2005-06,2006-02-18,West Virginia,11,Connecticut,1,0,75,81,-6
1640,2001-02,2002-01-12,UCLA,11,Kansas,1,1,87,77,10
1641,1990-91,1991-02-25,New Mexico State,11,Nevada-Las Vegas,1,0,74,86,-12
1642,1980-81,1981-02-22,Notre Dame,11,Virginia,1,1,57,56,1
1643,1980-81,1981-02-03,North Carolina,11,Virginia,1,0,79,80,-1
1644,1974-75,1975-01-06,Michigan,11,Indiana,1,0,76,90,-14
1645,1950-51,1951-01-11,St. John's (NY),11,Bradley,1,1,68,59,9
1646,2023-24,2024-02-24,Baylor,11,Houston,2,0,76,82,-6
1647,2022-23,2022-11-16,Texas,11,Gonzaga,2,1,93,74,19
1648,2010-11,2011-02-20,Purdue,11,Ohio State,2,1,76,63,13
1649,2009-10,2010-01-30,Kansas State,11,Kansas,2,0,79,81,-2
1650,2002-03,2003-02-15,Marquette,11,Louisville,2,0,70,73,-3
1651,1979-80,1979-12-19,Louisville,11,Ohio State,2,1,75,65,10
1652,1976-77,1977-03-05,Tennessee,11,Kentucky,2,1,81,79,2
1653,1970-71,1971-02-25,Fordham,11,Marquette,2,0,80,85,-5
1654,1955-56,1956-01-07,Duke,11,NC State,2,1,68,58,10
1655,1954-55,1955-01-13,Maryland,11,NC State,2,1,68,64,4
1656,2015-16,2016-02-06,Providence,11,Villanova,3,0,60,72,-12
1657,2012-13,2013-01-22,Kansas State,11,Kansas,3,0,55,59,-4
1658,2008-09,2009-01-03,Georgetown,11,Pittsburgh,3,0,54,70,-16
1659,2007-08,2008-02-11,Texas,11,Kansas,3,1,72,69,3
1660,2000-01,2000-12-07,Wake Forest,11,Kansas,3,1,84,53,31
1661,1996-97,1997-01-15,Maryland,11,Clemson,3,0,63,67,-4
1662,1995-96,1996-02-19,Georgetown,11,Connecticut,3,1,77,65,12
1663,1984-85,1985-02-14,Iowa,11,Michigan,3,0,52,56,-4
1664,1974-75,1975-02-15,North Carolina,11,Maryland,3,0,74,96,-22
1665,1974-75,1974-12-11,Notre Dame,11,Indiana,3,0,84,94,-10
1666,1957-58,1958-01-11,Maryland,11,North Carolina,3,1,74,61,13
1667,1994-95,1995-01-19,Arizona,11,UCLA,4,0,61,71,-10
1668,1974-75,1975-03-08,Southern California,11,UCLA,4,0,68,72,-4
1669,1954-55,1955-02-26,Dayton,11,Duquesne,4,1,67,58,9
1670,2022-23,2023-01-21,Arizona,11,UCLA,5,1,58,52,6
1671,1992-93,1993-01-31,Iowa,11,Michigan,5,1,88,80,8
