"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1980","regular","6","AP Top 25","4","Pittsburgh","FBS Independents","",""
"1980","regular","6","AP Top 25","5","UCLA","Pac-10","",""
"1980","regular","6","AP Top 25","6","Georgia","SEC","",""
"1980","regular","6","AP Top 25","7","Notre Dame","FBS Independents","",""
"1980","regular","6","AP Top 25","8","North Carolina","ACC","",""
"1980","regular","6","AP Top 25","9","Ohio State","Big Ten","",""
"1980","regular","6","AP Top 25","10","Nebraska","Big 8","",""
"1980","regular","6","AP Top 25","11","Florida State","FBS Independents","",""
"1980","regular","6","AP Top 25","12","Oklahoma","Big 8","",""
"1980","regular","6","AP Top 25","13","Miami","FBS Independents","",""
"1980","regular","6","AP Top 25","14","Penn State","FBS Independents","",""
"1980","regular","6","AP Top 25","15","Arkansas","Southwest","",""
"1980","regular","6","AP Top 25","16","Stanford","Pac-10","",""
"1980","regular","6","AP Top 25","17","South Carolina","FBS Independents","",""
"1980","regular","6","AP Top 25","18","Baylor","Southwest","",""
"1980","regular","6","AP Top 25","19","Missouri","Big 8","",""
"1980","regular","6","AP Top 25","20","SMU","Southwest","",""
"1980","regular","5","AP Top 25","1","Alabama","SEC","",""
"1980","regular","5","AP Top 25","2","Ohio State","Big Ten","",""
"1980","regular","5","AP Top 25","3","Nebraska","Big 8","",""
"1980","regular","5","AP Top 25","4","USC","Pac-10","",""
"1980","regular","5","AP Top 25","5","Texas","Southwest","",""
"1980","regular","5","AP Top 25","6","Pittsburgh","FBS Independents","",""
"1980","regular","5","AP Top 25","7","Notre Dame","FBS Independents","",""
"1980","regular","5","AP Top 25","8","Georgia","SEC","",""
"1980","regular","5","AP Top 25","9","Missouri","Big 8","",""
"1980","regular","5","AP Top 25","10","North Carolina","ACC","",""
"1980","regular","5","AP Top 25","11","UCLA","Pac-10","",""
"1980","regular","5","AP Top 25","12","Oklahoma","Big 8","",""
"1980","regular","5","AP Top 25","13","Miami","FBS Independents","",""
"1980","regular","5","AP Top 25","14","Arkansas","Southwest","",""
"1980","regular","5","AP Top 25","15","Stanford","Pac-10","",""
"1980","regular","5","AP Top 25","16","Florida State","FBS Independents","",""
"1980","regular","5","AP Top 25","17","Penn State","FBS Independents","",""
"1980","regular","5","AP Top 25","18","South Carolina","FBS Independents","",""
"1980","regular","5","AP Top 25","19","Florida","SEC","",""
"1980","regular","5","AP Top 25","20","Baylor","Southwest","",""
"1980","regular","4","AP Top 25","1","Alabama","SEC","",""
"1980","regular","4","AP Top 25","2","Ohio State","Big Ten","",""
"1980","regular","4","AP Top 25","3","Nebraska","Big 8","",""
"1980","regular","4","AP Top 25","4","Oklahoma","Big 8","",""
"1980","regular","4","AP Top 25","5","USC","Pac-10","",""
"1980","regular","4","AP Top 25","6","Pittsburgh","FBS Independents","",""
"1980","regular","4","AP Top 25","7","Texas","Southwest","",""
"1980","regular","4","AP Top 25","8","Notre Dame","FBS Independents","",""
"1980","regular","4","AP Top 25","9","Florida State","FBS Independents","",""
"1980","regular","4","AP Top 25","10","Georgia","SEC","",""
"1980","regular","4","AP Top 25","11","Penn State","FBS Independents","",""
"1980","regular","4","AP Top 25","12","Missouri","Big 8","",""
"1980","regular","4","AP Top 25","13","Washington","Pac-10","",""
"1980","regular","4","AP Top 25","14","North Carolina","ACC","",""
"1980","regular","4","AP Top 25","15","Arkansas","Southwest","",""
"1980","regular","4","AP Top 25","16","UCLA","Pac-10","",""
"1980","regular","4","AP Top 25","17","Michigan","Big Ten","",""
"1980","regular","4","AP Top 25","18","Auburn","SEC","",""
"1980","regular","4","AP Top 25","19","Maryland","ACC","",""
"1980","regular","4","AP Top 25","20","Arizona State","Pac-10","",""
"1980","regular","3","AP Top 25","1","Alabama","SEC","",""
"1980","regular","3","AP Top 25","2","Ohio State","Big Ten","",""
"1980","regular","3","AP Top 25","3","Oklahoma","Big 8","",""
"1980","regular","3","AP Top 25","4","USC","Pac-10","",""
"1980","regular","3","AP Top 25","5","Pittsburgh","FBS Independents","",""
"1980","regular","3","AP Top 25","6","Nebraska","Big 8","",""
"1980","regular","3","AP Top 25","7","Texas","Southwest","",""
"1980","regular","3","AP Top 25","8","Notre Dame","FBS Independents","",""
"1980","regular","3","AP Top 25","9","Florida State","FBS Independents","",""
"1980","regular","3","AP Top 25","10","Georgia","SEC","",""
"1980","regular","3","AP Top 25","11","Stanford","Pac-10","",""
"1980","regular","3","AP Top 25","12","Penn State","FBS Independents","",""
"1980","regular","3","AP Top 25","13","North Carolina","ACC","",""
"1980","regular","3","AP Top 25","14","Michigan","Big Ten","",""
"1980","regular","3","AP Top 25","15","Missouri","Big 8","",""
"1980","regular","3","AP Top 25","16","Washington","Pac-10","",""
"1980","regular","3","AP Top 25","17","Arkansas","Southwest","",""
"1980","regular","3","AP Top 25","18","Houston","Southwest","",""
"1980","regular","3","AP Top 25","19","Auburn","SEC","",""
"1980","regular","3","AP Top 25","20","South Carolina","FBS Independents","",""
"1980","regular","2","AP Top 25","1","Ohio State","Big Ten","",""
"1980","regular","2","AP Top 25","2","Alabama","SEC","",""
"1980","regular","2","AP Top 25","3","Pittsburgh","FBS Independents","",""
"1980","regular","2","AP Top 25","4","Oklahoma","Big 8","",""
"1980","regular","2","AP Top 25","5","USC","Pac-10","",""
"1980","regular","2","AP Top 25","6","Texas","Southwest","",""
"1980","regular","2","AP Top 25","7","Notre Dame","FBS Independents","",""
"1980","regular","2","AP Top 25","8","Nebraska","Big 8","",""
"1980","regular","2","AP Top 25","9","Houston","Southwest","",""
"1980","regular","2","AP Top 25","10","Florida State","FBS Independents","",""
"1980","regular","2","AP Top 25","11","Michigan","Big Ten","",""
"1980","regular","2","AP Top 25","12","Georgia","SEC","",""
"1980","regular","2","AP Top 25","13","Stanford","Pac-10","",""
"1980","regular","2","AP Top 25","14","Penn State","FBS Independents","",""
"1980","regular","2","AP Top 25","15","North Carolina","ACC","",""
"1980","regular","2","AP Top 25","16","Arkansas","Southwest","",""
"1980","regular","2","AP Top 25","17","Missouri","Big 8","",""
"1980","regular","2","AP Top 25","18","Auburn","SEC","",""
"1980","regular","2","AP Top 25","19","Washington","Pac-10","",""
"1980","regular","2","AP Top 25","20","Purdue","Big Ten","",""
"1980","regular","1","AP Top 25","1","Ohio State","Big Ten","",""
"1980","regular","1","AP Top 25","2","Alabama","SEC","",""
"1980","regular","1","AP Top 25","3","Pittsburgh","FBS Independents","",""
"1980","regular","1","AP Top 25","4","USC","Pac-10","",""
"1980","regular","1","AP Top 25","5","Oklahoma","Big 8","",""
"1980","regular","1","AP Top 25","6","Arkansas","Southwest","",""
"1980","regular","1","AP Top 25","7","Nebraska","Big 8","",""
"1980","regular","1","AP Top 25","8","Houston","Southwest","",""
"1980","regular","1","AP Top 25","9","Purdue","Big Ten","",""
"1980","regular","1","AP Top 25","10","Texas","Southwest","",""
"1980","regular","1","AP Top 25","11","Notre Dame","FBS Independents","",""
"1980","regular","1","AP Top 25","12","Michigan","Big Ten","",""
"1980","regular","1","AP Top 25","13","Florida State","FBS Independents","",""
"1980","regular","1","AP Top 25","14","North Carolina","ACC","",""
"1980","regular","1","AP Top 25","15","Stanford","Pac-10","",""
"1980","regular","1","AP Top 25","16","Georgia","SEC","",""
"1980","regular","1","AP Top 25","17","Missouri","Big 8","",""
"1980","regular","1","AP Top 25","18","Penn State","FBS Independents","",""
"1980","regular","1","AP Top 25","19","Auburn","SEC","",""
"1980","regular","1","AP Top 25","20","Washington","Pac-10","",""
