Season,Date,Team1,Team1 Location,Team2,Team2 Location,Team1 Score,Team2 Score,Result of Home Team
2021,2020-11-25,NorthDakotaState,V,Nevada,H,48,62,1
2021,2020-11-25,ArizonaState,V,RhodeIsland,H,94,88,0
2021,2020-11-25,Ohio,V,ChicagoState,H,84,61,0
2021,2020-11-25,California,V,OregonState,H,63,71,1
2021,2020-11-25,IllinoisState,V,OhioState,H,67,94,1
2021,2020-11-25,Towson,V,Virginia,H,54,89,1
2021,2020-11-25,SeattleU,V,Portland,H,84,72,0
2021,2020-11-25,SaintMarysCA,N,Memphis,N,56,73,
2021,2020-11-25,WesternKentucky,N,NorthernIowa,N,93,87,
2021,2020-11-25,WestVirginia,N,SouthDakotaState,N,79,71,
2021,2020-11-25,UtahState,N,VaCommonwealth,N,69,85,
2021,2020-11-25,GeorgeWashington,V,Navy,H,71,78,1
2021,2020-11-25,Mt.St.Mary's,V,MorganState,H,62,55,0
2021,2020-11-25,SacredHeart,V,Rutgers,H,63,86,1
2021,2020-11-25,Radford,V,VirginiaTech,H,62,77,1
2021,2020-11-25,McNeeseState,V,Nebraska,H,55,102,1
2021,2020-11-25,PrairieViewAM,V,ArkansasLittleRock,H,66,71,1
2021,2020-11-25,AppalachianState,V,SouthCarolinaState,H,81,61,0
2021,2020-11-25,Lamar,V,Houston,H,45,89,1
2021,2020-11-25,NorthCarolinaAT,V,Illinois,H,60,122,1
2021,2020-11-25,AlcornState,V,UAB,H,50,99,1
2021,2020-11-25,DelawareState,V,WakeForest,H,51,111,1
2021,2020-11-25,NorthCarolinaCentral,V,Iowa,H,67,97,1
2021,2020-11-25,FairleighDickinson,V,Quinnipiac,H,66,84,1
2021,2020-11-25,MDBaltimoreCo,V,Georgetown,H,62,70,1
2021,2020-11-25,EasternKentucky,V,NorthFlorida,H,80,67,0
2021,2020-11-25,NorthwesternState,V,TexasTech,H,58,101,1
2021,2020-11-25,FloridaAM,V,FlaGulfCoast,H,56,65,1
2021,2020-11-25,St.FrancisPA,V,Pittsburgh,H,80,70,0
2021,2020-11-25,SELouisiana,V,IPFW,H,63,67,1
2021,2020-11-25,HighPoint,V,Davidson,H,73,82,1
2021,2020-11-25,MississippiValleyState,V,Arkansas,H,62,142,1
2021,2020-11-25,HoustonBaptist,V,TCU,H,45,69,1
2021,2020-11-25,CentralConnecticut,V,Connecticut,H,75,102,1
2021,2020-11-25,SamHoustonSt,V,SMU,H,67,97,1
2021,2020-11-25,Grambling,V,GrandCanyon,H,53,69,1
2021,2020-11-25,CharlestonSou,V,NCState,H,61,95,1
2021,2020-11-25,TexasSouthern,V,WashingtonState,H,52,56,1
2021,2020-11-25,NichollsState,V,UCDavis,H,101,93,0
2021,2020-11-25,ArkPineBluff,V,Marquette,H,57,99,1
2021,2020-11-25,SanFrancisco,V,UMassLowell,H,68,76,1
2021,2020-11-26,Bradley,V,Xavier,H,50,51,1
2021,2020-11-26,Toledo,V,Oakland,H,80,53,0
2021,2020-11-26,Gonzaga,V,Kansas,H,102,90,0
2021,2020-11-26,LaSalle,V,St.Johns,H,65,82,1
2021,2020-11-26,Auburn,V,St.Josephs,H,96,91,0
2021,2020-11-26,NebraskaOmaha,N,MiddleTennSt,N,60,59,
2021,2020-11-26,EastTennState,N,AustinPeay,N,66,67,
2021,2020-11-26,WesternKentucky,N,Memphis,N,75,69,
2021,2020-11-26,VaCommonwealth,N,WestVirginia,N,66,78,
2021,2020-11-26,NorthernIowa,N,SaintMarysCA,N,64,66,
2021,2020-11-26,UtahState,N,SouthDakotaState,N,59,83,
2021,2020-11-26,Liberty,N,MississippiState,N,84,73,
2021,2020-11-26,Purdue,N,Clemson,N,70,81,
2021,2020-11-26,Nevada,V,Nebraska,H,69,66,0
2021,2020-11-26,BostonCollege,N,RhodeIsland,N,69,64,
2021,2020-11-26,Villanova,N,ArizonaState,N,83,74,
2021,2020-11-26,SIUEdwardsville,V,LSU,H,81,94,1
2021,2020-11-26,ChicagoState,V,Illinois,H,38,97,1
2021,2020-11-26,SanFrancisco,V,Towson,H,79,68,0
2021,2020-11-26,NorthCarolinaCentral,V,Southern,H,85,78,0
2021,2020-11-26,Howard,V,Belmont,H,78,95,1
2021,2020-11-26,MississippiValleyState,V,NorthTexas,H,62,116,1
2021,2020-11-26,NewOrleans,V,BYU,H,61,86,1
2021,2020-11-26,Ohio,V,N.CarolinaAT,H,84,72,0
2021,2020-11-27,Auburn,V,Gonzaga,H,67,90,1
2021,2020-11-27,SanFrancisco,V,Virginia,H,61,60,0
2021,2020-11-27,Toledo,V,Xavier,H,73,76,1
2021,2020-11-27,Troy,V,WesternCarolina,H,66,64,0
2021,2020-11-27,Ohio,V,Illinois,H,75,77,1
2021,2020-11-27,FloridaAtlantic,V,JacksonvilleState,H,50,60,1
2021,2020-11-27,Drake,V,southDakota,H,69,53,0
2021,2020-11-27,Belmont,V,GeorgeMason,H,77,67,0
2021,2020-11-27,St.Josephs,V,Kansas,H,72,94,1
2021,2020-11-27,Bradley,V,Oakland,H,74,60,0
2021,2020-11-27,Pepperdine,V,UCLA,H,98,107,1
2021,2020-11-27,BoiseState,V,Houston,H,58,68,1
2021,2020-11-27,UCDavis,V,SantaClara,H,63,66,1
2021,2020-11-27,SetonHall,V,Louisville,H,70,71,1
2021,2020-11-27,LaSalle,V,St.Peter's,H,51,62,1
2021,2020-11-27,Towson,V,Buffalo,H,65,74,1
2021,2020-11-27,CalIrvine,V,SanDiegoState,H,58,77,1
2021,2020-11-27,EasternIllinois,V,Marquette,H,50,75,1
2021,2020-11-27,ArkansasLittleRock,V,NCGreensboro,H,70,77,1
2021,2020-11-27,Valparaiso,V,Vanderbilt,H,71,77,1
2021,2020-11-27,UTArlington,V,LouisianaTech,H,71,76,1
2021,2020-11-27,Mercer,V,GeorgiaTech,H,83,73,0
2021,2020-11-27,Colorado,V,KansasState,H,76,58,0
2021,2020-11-27,Richmond,V,MoreheadState,H,82,64,0
2021,2020-11-27,MiddleTennSt,N,EastTennState,N,43,57,
2021,2020-11-27,AbileneChristian,N,AustinPeay,N,80,72,
2021,2020-11-27,WesternKentucky,N,WestVirginia,N,64,70,
2021,2020-11-27,UtahState,N,NorthernIowa,N,82,71,
2021,2020-11-27,SouthDakotaState,N,SaintMarysCA,N,59,72,
2021,2020-11-27,VaCommonwealth,N,Memphis,N,70,59,
2021,2020-11-27,ArkansasState,V,Marshall,H,56,70,1
2021,2020-11-27,NorfolkState,V,JamesMadison,H,83,73,0
2021,2020-11-27,Evansville,V,PrairieViewAM,H,61,64,1
2021,2020-11-27,SamHoustonSt,V,TexasTech,H,52,84,1
2021,2020-11-27,Rice,V,IncarnateWord,H,68,53,0
2021,2020-11-27,Lamar,V,Tulane,H,57,66,1
2021,2020-11-27,EasternKentucky,V,CharlestonSou,H,60,50,0
2021,2020-11-27,Navy,V,Maryland,H,52,82,1
2021,2020-11-27,Bryant,V,Syracuse,H,84,85,1
2021,2020-11-27,NCWilmington,V,NCAsheville,H,76,68,0
2021,2020-11-27,NorthCarolinaAT,V,ChicagoState,H,74,44,0
2021,2020-11-27,Grambling,V,Arizona,H,55,74,1
2021,2020-11-27,Southern,V,Iowa,H,76,103,1
2021,2020-11-27,NorthFlorida,V,NCState,H,51,86,1
2021,2020-11-27,IdahoState,V,NichollsState,H,51,70,1
2021,2020-11-27,Longwood,V,WakeForest,H,60,71,1
2021,2020-11-27,FairleighDickinson,V,Rutgers,H,75,96,1
2021,2020-11-27,Hartford,V,Connecticut,H,57,69,1
2021,2020-11-27,ArkPineBluff,V,Wisconsin,H,58,92,1
2021,2020-11-27,CentralConn,V,Army,H,57,79,1
2021,2020-11-28,NorthDakotaState,V,Nebraska,H,57,79,1
2021,2020-11-28,Drexel,V,Pittsburgh,H,74,83,1
2021,2020-11-28,Troy,V,NCWilmington,H,50,73,1
2021,2020-11-28,LSU,V,SaintLouis,H,81,85,1
2021,2020-11-28,TexasSanAntonio,V,UTRioGrandeValley,H,64,81,1
2021,2020-11-28,IdahoState,V,UCDavis,H,61,70,1
2021,2020-11-28,VMI,V,PennState,H,65,86,1
2021,2020-11-28,CSNorthridge,V,AirForce,H,61,66,1
2021,2020-11-28,Montana,V,USC,H,62,76,1
2021,2020-11-28,RhodeIsland,V,SouthFlorida,H,84,68,0
2021,2020-11-28,SEMissouriState,V,UMKC,H,71,66,0
2021,2020-11-28,NorthTexas,V,Arkansas,H,54,69,1
2021,2020-11-28,LoyolaMarymount,V,Minnesota,H,73,88,1
2021,2020-11-28,WilliamMary,V,OldDominion,H,78,86,1
2021,2020-11-28,NotreDame,V,MichiganState,H,70,80,1
2021,2020-11-28,UtahValley,V,BYU,H,60,82,1
2021,2020-11-28,EasternWashington,V,WashingtonState,H,68,71,1
2021,2020-11-28,SouthCarolina,N,Liberty,N,62,78,
2021,2020-11-28,Tulsa,N,TCU,N,65,70,
2021,2020-11-28,VirginiaTech,V,Villanova,H,81,73,0
2021,2020-11-28,UL-Lafayette,V,Baylor,H,82,112,1
2021,2020-11-28,CentralMichigan,V,IllinoisChicago,H,72,74,1
2021,2020-11-28,NebraskaOmaha,V,AbileneChristian,H,58,70,1
2021,2020-11-28,SouthCarolinaState,V,BowlingGreen,H,78,101,1
2021,2020-11-28,USCUpstate,V,Furman,H,63,91,1
2021,2020-11-28,SouthernMiss,V,Jacksonville,H,51,66,1
2021,2020-11-28,CoppinState,V,Duke,H,71,81,1
2021,2020-11-28,UMassLowell,V,IllinoisState,H,72,82,1
2021,2020-11-28,GeorgeMason,V,Howard,H,84,70,0
2021,2020-11-28,Navy,V,Mt.St.Mary's,H,73,67,0
2021,2020-11-28,SELouisiana,V,UAB,H,59,84,1
2021,2020-11-28,MDBaltimoreCo,V,St.FrancisPA,H,80,65,0
2021,2020-11-28,TexasState,V,TexasAMCorpus,H,75,63,0
2021,2020-11-28,Army,V,Buffalo,H,78,74,0
2021,2020-11-28,UTArlington,V,NorthwesternState,H,80,71,0
2021,2020-11-28,WesternCarolina,V,NCAsheville,H,83,81,0
2021,2020-11-28,MississippiValleyState,V,Wyoming,H,61,97,1
2021,2020-11-28,HighPoint,V,Elon,H,75,76,1
2021,2020-11-28,Lipscomb,V,Lamar,H,76,73,0
2021,2020-11-28,NichollsState,V,SantaClara,H,57,73,1
2021,2020-11-28,NorfolkState,V,Radford,H,57,54,0
2021,2020-11-28,TexasSouthern,V,OklahomaState,H,65,85,1
2021,2020-11-29,Richmond,V,Kentucky,H,76,64,0
2021,2020-11-29,Washington,V,Baylor,H,52,86,1
2021,2020-11-29,Hofstra,V,Rutgers,H,56,70,1
2021,2020-11-29,NorthDakotaState,V,Creighton,H,58,69,1
2021,2020-11-29,AirForce,V,SeattleU,H,45,63,1
2021,2020-11-29,JacksonvilleState,V,SouthAlabama,H,77,73,0
2021,2020-11-29,TexasTech,V,Houston,H,53,64,1
2021,2020-11-29,RhodeIsland,V,SanFrancisco,H,84,71,0
2021,2020-11-29,Oakland,V,Michigan,H,71,81,1
2021,2020-11-29,VirginiaTech,V,SouthFlorida,H,76,58,0
2021,2020-11-29,SouthCarolina,N,Tulsa,N,69,58,
2021,2020-11-29,Liberty,N,TCU,N,52,56,
2021,2020-11-29,ArkansasState,V,MoreheadState,H,61,69,1
2021,2020-11-29,ArkPineBluff,V,IowaState,H,63,80,1
2021,2020-11-29,Lipscomb,V,Tulane,H,66,68,1
2021,2020-11-29,NorthwesternState,V,LouisianaTech,H,77,91,1
2021,2020-11-29,BoiseState,V,SamHoustonSt,H,86,55,0
2021,2020-11-29,FloridaAM,V,Georgia,H,75,85,1
2021,2020-11-29,Mt.St.Mary's,V,Maryland,H,61,79,1
2021,2020-11-29,NewOrleans,V,TexasAM,H,53,82,1
2021,2020-11-29,AlabamaAM,V,Samford,H,78,76,0
2021,2020-11-29,HoustonBaptist,V,ArizonaState,H,77,100,1
2021,2020-11-29,UMassLowell,V,OhioState,H,64,74,1
2021,2020-11-29,NorthFlorida,V,MiamiFlorida,H,59,77,1
2021,2020-11-29,PrairieViewAM,V,Louisville,H,64,86,1
2021,2020-11-29,Radford,V,JamesMadison,H,59,67,1
2021,2020-11-30,Texas,V,Davidson,H,78,76,0
2021,2020-11-30,Indiana,V,Providence,H,79,58,0
2021,2020-11-30,ArkansasLittleRock,V,Duquesne,H,76,66,0
2021,2020-11-30,SeattleU,V,CSNorthridge,H,65,76,1
2021,2020-11-30,BowlingGreen,V,AppalachianState,H,78,76,0
2021,2020-11-30,St.Johns,V,BostonCollege,H,97,93,0
2021,2020-11-30,Chattanooga,V,TennesseeTech,H,62,54,0
2021,2020-11-30,Auburn,V,CentralFlorida,H,55,63,1
2021,2020-11-30,EasternKentucky,V,Xavier,H,96,99,1
2021,2020-11-30,GeorgiaState,V,Mercer,H,69,86,1
2021,2020-11-30,NorthCarolina,V,UNLV,H,78,51,0
2021,2020-11-30,UMKC,V,KansasState,H,58,62,1
2021,2020-11-30,LoyolaMarymount,V,Minnesota,H,64,67,1
2021,2020-11-30,TexasState,V,MississippiState,H,51,68,1
2021,2020-11-30,Stanford,V,Alabama,H,82,64,0
2021,2020-11-30,Pacific,V,Nevada,H,58,70,1
2021,2020-11-30,Iona,V,SetonHall,H,64,86,1
2021,2020-11-30,FairleighDickinson,V,Hofstra,H,58,73,1
2021,2020-11-30,TexasAMCorpus,V,SMU,H,54,91,1
2021,2020-11-30,SELouisiana,V,LSU,H,43,96,1
2021,2020-11-30,NichollsState,V,California,H,49,60,1
2021,2020-11-30,TexasSouthern,V,Wyoming,H,76,74,0
2021,2020-12-01,USC,V,BYU,H,79,53,0
2021,2020-12-01,Oakland,V,Purdue,H,50,93,1
2021,2020-12-01,NebraskaOmaha,V,Creighton,H,67,94,1
2021,2020-12-01,WiscGreenBay,V,Wisconsin,H,42,82,1
2021,2020-12-01,WesternKentucky,V,Louisville,H,54,75,1
2021,2020-12-01,ClevelandState,V,Toledo,H,61,70,1
2021,2020-12-01,Valparaiso,V,IllinoisChicago,H,50,66,1
2021,2020-12-01,OklahomaState,V,Marquette,H,70,62,0
2021,2020-12-01,CentralMichigan,V,FloridaIntl,H,76,96,1
2021,2020-12-01,MichiganState,V,Duke,H,75,69,0
2021,2020-12-01,southDakota,V,Nebraska,H,69,76,1
2021,2020-12-01,Kentucky,V,Kansas,H,62,65,1
2021,2020-12-01,Texas,N,Indiana,N,66,44,
2021,2020-12-01,NorthCarolina,N,Stanford,N,67,63,
2021,2020-12-01,Davidson,N,Providence,N,62,63,
2021,2020-12-01,UNLV,N,Alabama,N,74,86,
2021,2020-12-01,EasternIllinois,V,Dayton,H,63,66,1
2021,2020-12-01,CalRiverside,V,Washington,H,57,42,0
2021,2020-12-01,Winthrop,V,NCGreensboro,H,75,67,0
2021,2020-12-01,St.FrancisPA,V,Virginia,H,51,76,1
2021,2020-12-01,Bryant,V,NewHampshire,H,93,85,0
2021,2020-12-01,Navy,V,Georgetown,H,78,71,0
2021,2020-12-01,NorthCarolinaAT,V,CharlestonSou,H,70,63,0
2021,2020-12-01,Hampton,V,GeorgeWashington,H,82,78,0
2021,2020-12-01,NichollsState,V,SaintMarysCA,H,50,73,1
2021,2020-12-01,Hartford,V,Villanova,H,53,87,1
2021,2020-12-01,StonyBrook,V,St.Peter's,H,68,82,1
2021,2020-12-01,Longwood,V,VMI,H,71,84,1
2021,2020-12-01,MissValleySt,V,GrandCanyon,H,49,88,1
2021,2020-12-02,Duquesne,V,NCGreensboro,H,81,68,0
2021,2020-12-02,MoreheadState,V,OhioState,H,44,77,1
2021,2020-12-02,MontanaState,V,Pacific,H,70,74,1
2021,2020-12-02,VaCommonwealth,V,PennState,H,69,72,1
2021,2020-12-02,SIUEdwardsville,V,NorthernIllinois,H,73,53,0
2021,2020-12-02,TennesseeTech,V,Xavier,H,48,79,1
2021,2020-12-02,OralRoberts,V,WichitaState,H,80,85,1
2021,2020-12-02,SetonHall,V,RhodeIsland,H,63,76,1
2021,2020-12-02,WestVirginia,V,Gonzaga,H,82,87,1
2021,2020-12-02,BallState,V,Michigan,H,65,84,1
2021,2020-12-02,SouthDakotaState,V,IowaState,H,71,68,0
2021,2020-12-02,TarletonState,V,TexasAM,H,66,73,1
2021,2020-12-02,MurrayState,V,MiddleTennSt,H,61,78,1
2021,2020-12-02,SouthernIllinois,V,SEMissouriState,H,87,79,0
2021,2020-12-02,Drexel,V,Quinnipiac,H,66,48,0
2021,2020-12-02,ArkansasState,V,Memphis,H,54,83,1
2021,2020-12-02,Evansville,V,TennesseeMartin,H,87,93,1
2021,2020-12-02,SanFrancisco,V,Nevada,H,85,60,0
2021,2020-12-02,Oregon,V,Missouri,H,75,83,1
2021,2020-12-02,UTArlington,V,Arkansas,H,60,72,1
2021,2020-12-02,OregonState,V,WashingtonState,H,55,59,1
2021,2020-12-02,Illinois,V,Baylor,H,69,82,1
2021,2020-12-02,Indiana,N,Stanford,N,79,63,
2021,2020-12-02,Texas,N,NorthCarolina,N,69,67,
2021,2020-12-02,Providence,N,Alabama,N,71,88,
2021,2020-12-02,Davidson,N,UNLV,N,77,73,
2021,2020-12-02,St.Johns,V,BYU,H,68,74,1
2021,2020-12-02,NorthDakota,V,DixieState,H,73,74,1
2021,2020-12-02,Army,V,Florida,H,69,76,1
2021,2020-12-02,FlaGulfCoast,V,SouthFlorida,H,57,76,1
2021,2020-12-02,Lipscomb,V,Cincinnati,H,55,67,1
2021,2020-12-02,EasternKentucky,V,USCUpstate,H,95,78,0
2021,2020-12-02,SouthCarolinaState,V,Clemson,H,38,75,1
2021,2020-12-02,Hartford,V,Fairfield,H,66,61,0
2021,2020-12-02,Presbyterian,V,Jacksonville,H,65,78,1
2021,2020-12-02,KennesawSt,V,UAB,H,48,73,1
2021,2020-12-02,OldDominion,V,NorfolkState,H,80,66,0
2021,2020-12-02,TexasAMCorpus,V,UTRioGrandeValley,H,59,62,1
2021,2020-12-02,UL-Lafayette,V,NewOrleans,H,66,63,0
2021,2020-12-02,SELouisiana,V,CaliforniaBaptist,H,81,80,0
2021,2020-12-02,NorthFlorida,V,FloridaState,H,58,86,1
2021,2020-12-02,HoustonBaptist,V,SMU,H,75,102,1
2021,2020-12-02,IncarnateWord,V,Wyoming,H,83,94,1
2021,2020-12-02,ArkPineBluff,V,Northwestern,H,49,92,1
2021,2020-12-03,ChicagoState,V,EasternIllinois,H,56,78,1
2021,2020-12-03,Washington,V,Utah,H,62,76,1
2021,2020-12-03,TennesseeTech,V,NorthernKentucky,H,65,74,1
2021,2020-12-03,Marshall,V,WrightState,H,80,64,0
2021,2020-12-03,Connecticut,V,USC,H,61,58,0
2021,2020-12-03,Niagara,V,Syracuse,H,45,75,1
2021,2020-12-03,UL-Monroe,V,LouisianaTech,H,62,78,1
2021,2020-12-03,VMI,V,VirginiaTech,H,57,64,1
2021,2020-12-03,WesternIllinois,V,Iowa,H,58,99,1
2021,2020-12-03,SeattleU,V,UCLA,H,52,78,1
2021,2020-12-03,NebraskaOmaha,V,Drake,H,66,87,1
2021,2020-12-03,TexasSanAntonio,V,Oklahoma,H,66,105,1
2021,2020-12-03,Idaho,V,SacramentoState,H,55,77,1
2021,2020-12-03,Montana,V,SouthernUtah,H,63,64,1
2021,2020-12-03,Florida,V,BostonCollege,H,90,70,0
2021,2020-12-03,ArizonaState,V,California,H,70,62,0
2021,2020-12-03,Quinnipiac,V,Drexel,H,58,70,1
2021,2020-12-03,Winthrop,V,ArkansasLittleRock,H,80,75,0
2021,2020-12-03,UMassLowell,V,NCState,H,59,90,1
2021,2020-12-03,St.FrancisPA,V,Liberty,H,62,78,1
2021,2020-12-03,NorthCarolinaAT,V,TheCitadel,H,70,78,1
2021,2020-12-03,NorthwesternState,V,TCU,H,68,74,1
2021,2020-12-03,TexasSouthern,V,SaintMarysCA,H,70,82,1
2021,2020-12-04,St.Peter's,V,Maryland,H,57,90,1
2021,2020-12-04,UTArlington,V,Tulsa,H,64,79,1
2021,2020-12-04,Detroit,V,MichiganState,H,76,83,1
2021,2020-12-04,GeorgiaState,V,CharlotteU,H,76,65,0
2021,2020-12-04,KentState,V,Virginia,H,64,71,1
2021,2020-12-04,Toledo,V,EasternMichigan,H,91,74,0
2021,2020-12-04,Wisconsin,V,Marquette,H,65,67,1
2021,2020-12-04,Valparaiso,V,Purdue,H,61,68,1
2021,2020-12-04,JacksonvilleState,V,FloridaIntl,H,70,74,1
2021,2020-12-04,NorthTexas,V,MississippiState,H,63,69,1
2021,2020-12-04,LongBeachState,V,LoyolaMarymount,H,61,85,1
2021,2020-12-04,NorthDakota,V,Minnesota,H,67,76,1
2021,2020-12-04,Troy,V,TexasTech,H,46,80,1
2021,2020-12-04,SouthAlabama,V,Auburn,H,81,90,1
2021,2020-12-04,Oregon,V,SetonHall,H,83,70,0
2021,2020-12-04,SouthDakotaState,V,Bradley,H,88,84,0
2021,2020-12-04,SanFrancisco,V,CalPolySLO,H,88,60,0
2021,2020-12-04,Fairfield,V,StonyBrook,H,69,72,1
2021,2020-12-04,SELouisiana,V,CaliforniaBaptist,H,66,83,1
2021,2020-12-04,KennesawSt,V,Creighton,H,58,93,1
2021,2020-12-04,CentralConnecticut,V,Hartford,H,65,80,1
2021,2020-12-04,Jacksonville,V,Georgia,H,65,98,1
2021,2020-12-04,Bellarmine,V,Duke,H,54,76,1
2021,2020-12-04,McNeeseState,V,StephenF.Austin,H,76,86,1
2021,2020-12-04,Stetson,V,MiamiFlorida,H,60,82,1
2021,2020-12-04,CentralArkansas,V,Memphis,H,68,85,1
2021,2020-12-05,ChicagoState,V,Northwestern,H,66,111,1
2021,2020-12-05,EasternWashington,V,Arizona,H,67,70,1
2021,2020-12-05,Idaho,V,SacramentoState,H,57,73,1
2021,2020-12-05,IllinoisChicago,V,BallState,H,66,68,1
2021,2020-12-05,Montana,V,SouthernUtah,H,74,75,1
2021,2020-12-05,SMU,V,Dayton,H,66,64,0
2021,2020-12-05,EasternIllinois,V,WiscGreenBay,H,93,91,0
2021,2020-12-05,NebraskaOmaha,V,SIUEdwardsville,H,65,63,0
2021,2020-12-05,NorthDakotaState,V,Kansas,H,61,65,1
2021,2020-12-05,MiamiOhio,V,WrightState,H,47,71,1
2021,2020-12-05,Iona,V,Hofstra,H,82,74,0
2021,2020-12-05,Samford,V,Belmont,H,96,83,0
2021,2020-12-05,SouthCarolina,V,Houston,H,67,77,1
2021,2020-12-05,Rider,V,Syracuse,H,52,87,1
2021,2020-12-05,NorthernIllinois,V,Pittsburgh,H,59,89,1
2021,2020-12-05,Oakland,V,OklahomaState,H,71,84,1
2021,2020-12-05,UNLV,V,KansasState,H,68,58,0
2021,2020-12-05,BYU,V,UtahState,H,67,64,0
2021,2020-12-05,PortlandState,V,Portland,H,73,86,1
2021,2020-12-05,Furman,V,CollOfCharleston,H,81,57,0
2021,2020-12-05,IllinoisState,V,MurrayState,H,65,76,1
2021,2020-12-05,Radford,V,EastCarolina,H,50,63,1
2021,2020-12-05,NorthFlorida,V,HighPoint,H,74,85,1
2021,2020-12-05,SouthCarolinaState,V,NCAsheville,H,56,77,1
2021,2020-12-05,Mt.St.Mary's,V,VaCommonwealth,H,42,60,1
2021,2020-12-05,Marist,V,Binghamton,H,68,65,0
2021,2020-12-05,IncarnateWord,V,TexasState,H,64,72,1
2021,2020-12-05,Lamar,V,AirForce,H,44,59,1
2021,2020-12-05,FairleighDickinson,V,Providence,H,67,79,1
2021,2020-12-05,Lipscomb,V,Arkansas,H,50,86,1
2021,2020-12-05,GeorgiaSouthern,V,USCUpstate,H,72,69,0
2021,2020-12-05,TarletonState,V,AbileneChristian,H,48,69,1
2021,2020-12-05,Rice,V,HoustonBaptist,H,86,64,0
2021,2020-12-05,ArkPineBluff,V,SaintLouis,H,54,107,1
2021,2020-12-05,CoppinState,V,GeoWashington,H,69,85,1
2021,2020-12-06,TennesseeTech,V,WesternCarolina,H,75,76,1
2021,2020-12-06,Villanova,V,Texas,H,68,64,0
2021,2020-12-06,Missouri,V,WichitaState,H,72,62,0
2021,2020-12-06,ClevelandState,V,Ohio,H,46,101,1
2021,2020-12-06,Xavier,V,Cincinnati,H,77,69,0
2021,2020-12-06,Troy,V,UAB,H,55,77,1
2021,2020-12-06,CalRiverside,V,Denver,H,83,63,0
2021,2020-12-06,CentralMichigan,V,WesternIllinois,H,79,73,0
2021,2020-12-06,Oklahoma,V,TCU,H,82,78,0
2021,2020-12-06,UTRioGrandeValley,V,TexasAM,H,68,81,1
2021,2020-12-06,Wyoming,V,OregonState,H,76,73,0
2021,2020-12-06,CentralFlorida,V,Michigan,H,58,80,1
2021,2020-12-06,WestVirginia,V,Georgetown,H,80,71,0
2021,2020-12-06,Pepperdine,V,SanDiegoState,H,60,65,1
2021,2020-12-06,SeattleU,V,LongBeachState,H,75,80,1
2021,2020-12-06,Kentucky,V,GeorgiaTech,H,62,79,1
2021,2020-12-06,LouisianaTech,V,LSU,H,55,86,1
2021,2020-12-06,Buffalo,V,BowlingGreen,H,78,86,1
2021,2020-12-06,WesternMichigan,V,MichiganState,H,61,79,1
2021,2020-12-06,Detroit,V,NotreDame,H,70,78,1
