,Unnamed: 0,date,winner,loser,winnerRanking,loserRanking
44387,44387,"Oct 20, 1973",(11) Nebraska,(18) Kansas,11,18
44393,44393,"Oct 20, 1973",(3) Oklahoma,(16) Colorado,3,16
44462,44462,"Oct 27, 1973",(8) Notre Dame,(6) Southern California,8,6
44526,44526,"Nov 3, 1973",(13) Nebraska,(17) Colorado,13,17
44585,44585,"Nov 10, 1973",(17) Miami (OH),(19) Kent State,17,19
44592,44592,"Nov 10, 1973",(5) Notre Dame,(20) Pittsburgh,5,20
44595,44595,"Nov 10, 1973",(3) Oklahoma,(10) Missouri,3,10
44657,44657,"Nov 17, 1973",(3) Oklahoma,(18) Kansas,3,18
44686,44686,"Nov 22, 1973",(2) Alabama,(7) Louisiana State,2,7
44691,44691,"Nov 23, 1973",(3) Oklahoma,(10) Nebraska,3,10
44706,44706,"Nov 24, 1973",(20) Kansas,(19) Missouri,20,19
44720,44720,"Nov 24, 1973",(1) Ohio State,(4) Michigan,1,4
44722,44722,"Nov 24, 1973",(6) Penn State,(20) Pittsburgh,6,20
44729,44729,"Nov 24, 1973",(9) Southern California,(8) UCLA,9,8
44758,44758,"Dec 17, 1973",(16) North Carolina State,(19) Kansas,16,19
44762,44762,"Dec 29, 1973",(14) Houston,(17) Tulane,14,17
44764,44764,"Dec 29, 1973",(11) Texas Tech,(20) Tennessee,11,20
44765,44765,"Dec 31, 1973",(3) Notre Dame,(1) Alabama,3,1
44766,44766,"Jan 1, 1974",(12) Nebraska,(8) Texas,12,8
44767,44767,"Jan 1, 1974",(4) Ohio State,(7) Southern California,4,7
44768,44768,"Jan 1, 1974",(6) Penn State,(13) Louisiana State,6,13
44770,44770,"Sep 7, 1974",(15) Arizona State,(11) Houston,15,11
44785,44785,"Sep 7, 1974",(12) UCLA,(16) Tennessee,12,16
44789,44789,"Sep 14, 1974",(3) Alabama,(14) Maryland,3,14
44792,44792,"Sep 14, 1974",(20) Arkansas,(5) Southern California,20,5
44825,44825,"Sep 14, 1974",(8) Penn State,(20) Stanford,8,20
44965,44965,"Sep 28, 1974",(18) Southern California,(8) Pittsburgh,18,8
44978,44978,"Oct 4, 1974",(11) Auburn,(16) Miami (FL),11,16
45080,45080,"Oct 12, 1974",(1) Ohio State,(13) Wisconsin,1,13
45081,45081,"Oct 12, 1974",(2) Oklahoma,(17) Texas,2,17
45097,45097,"Oct 12, 1974",(16) Texas A&M,(9) Texas Tech,16,9
45140,45140,"Oct 19, 1974",(12) Nebraska,(13) Kansas,12,13
45165,45165,"Oct 19, 1974",(17) Texas Tech,(9) Arizona,17,9
45202,45202,"Oct 26, 1974",(15) Maryland,(17) North Carolina State,15,17
45243,45243,"Nov 2, 1974",(4) Alabama,(17) Mississippi State,4,17
45261,45261,"Nov 2, 1974",(11) Florida,(5) Auburn,11,5
45288,45288,"Nov 2, 1974",(10) Penn State,(15) Maryland,10,15
45417,45417,"Nov 16, 1974",(5) Notre Dame,(17) Pittsburgh,5,17
45480,45480,"Nov 23, 1974",(4) Ohio State,(3) Michigan,4,3
45481,45481,"Nov 23, 1974",(1) Oklahoma,(6) Nebraska,1,6
45502,45502,"Nov 28, 1974",(10) Penn State,(18) Pittsburgh,10,18
45503,45503,"Nov 29, 1974",(2) Alabama,(7) Auburn,2,7
45504,45504,"Nov 29, 1974",(17) Texas,(8) Texas A&M,17,8
45519,45519,"Nov 30, 1974",(6) Southern California,(5) Notre Dame,6,5
45529,45529,"Dec 30, 1974",(6) Auburn,(11) Texas,6,11
45530,45530,"Dec 31, 1974",(8) Nebraska,(18) Florida,8,18
45531,45531,"Jan 1, 1975",(9) Notre Dame,(2) Alabama,9,2
45532,45532,"Jan 1, 1975",(7) Penn State,(12) Baylor,7,12
45533,45533,"Jan 1, 1975",(5) Southern California,(3) Ohio State,5,3
45592,45592,"Sep 13, 1975",(3) Ohio State,(11) Michigan State,3,11
45603,45603,"Sep 13, 1975",(20) Tennessee,(14) Maryland,20,14
45665,45665,"Sep 20, 1975",(3) Ohio State,(7) Penn State,3,7
45666,45666,"Sep 20, 1975",(1) Oklahoma,(15) Pittsburgh,1,15
45681,45681,"Sep 20, 1975",(12) UCLA,(10) Tennessee,12,10
45795,45795,"Oct 4, 1975",(12) Michigan,(5) Missouri,12,5
45805,45805,"Oct 4, 1975",(2) Ohio State,(13) UCLA,2,13
45806,45806,"Oct 4, 1975",(1) Oklahoma,(19) Colorado,1,19
45866,45866,"Oct 11, 1975",(8) Michigan,(15) Michigan State,8,15
45869,45869,"Oct 11, 1975",(12) Missouri,(14) Oklahoma State,12,14
45878,45878,"Oct 11, 1975",(2) Oklahoma,(5) Texas,2,5
45880,45880,"Oct 11, 1975",(9) Penn State,(10) West Virginia,9,10
45900,45900,"Oct 18, 1975",(6) Alabama,(16) Tennessee,6,16
45915,45915,"Oct 18, 1975",(12) Colorado,(10) Missouri,12,10
45958,45958,"Oct 18, 1975",(8) Texas,(20) Arkansas,8,20
46007,46007,"Oct 25, 1975",(4) Nebraska,(10) Colorado,4,10
46023,46023,"Oct 25, 1975",(3) Southern California,(14) Notre Dame,3,14
46077,46077,"Nov 1, 1975",(3) Nebraska,(12) Missouri,3,12
46083,46083,"Nov 1, 1975",(2) Oklahoma,(19) Oklahoma State,2,19
46085,46085,"Nov 1, 1975",(9) Penn State,(14) Maryland,9,14
46111,46111,"Nov 8, 1975",(15) Arizona,(13) San Diego State,15,13
46191,46191,"Nov 15, 1975",(10) Colorado,(17) Kansas,10,17
46223,46223,"Nov 15, 1975",(6) Oklahoma,(18) Missouri,6,18
46284,46284,"Nov 22, 1975",(1) Ohio State,(4) Michigan,1,4
46285,46285,"Nov 22, 1975",(7) Oklahoma,(2) Nebraska,7,2
46288,46288,"Nov 22, 1975",(10) Penn State,(17) Pittsburgh,10,17
46307,46307,"Nov 28, 1975",(2) Texas A&M,(5) Texas,2,5
46310,46310,"Nov 29, 1975",(8) Arizona State,(12) Arizona,8,12
46327,46327,"Dec 6, 1975",(18) Arkansas,(2) Texas A&M,18,2
46331,46331,"Dec 26, 1975",(7) Arizona State,(6) Nebraska,7,6
46332,46332,"Dec 26, 1975",(20) Pittsburgh,(19) Kansas,20,19
46333,46333,"Dec 27, 1975",(9) Texas,(10) Colorado,9,10
46334,46334,"Dec 29, 1975",(17) Maryland,(13) Florida,17,13
46335,46335,"Dec 31, 1975",(4) Alabama,(8) Penn State,4,8
46337,46337,"Jan 1, 1976",(18) Arkansas,(12) Georgia,18,12
46338,46338,"Jan 1, 1976",(3) Oklahoma,(5) Michigan,3,5
46339,46339,"Jan 1, 1976",(11) UCLA,(1) Ohio State,11,1
46355,46355,"Sep 9, 1976",(17) UCLA,(3) Arizona State,17,3
46373,46373,"Sep 11, 1976",(16) Georgia,(15) California,16,15
46403,46403,"Sep 11, 1976",(9) Pittsburgh,(11) Notre Dame,9,11
46465,46465,"Sep 18, 1976",(2) Ohio State,(7) Penn State,2,7
46582,46582,"Oct 2, 1976",(19) Florida,(11) Louisiana State,19,11
46585,46585,"Oct 2, 1976",(6) Georgia,(10) Alabama,6,10
46601,46601,"Oct 2, 1976",(12) Missouri,(14) North Carolina,12,14
46623,46623,"Oct 2, 1976",(4) UCLA,(8) Ohio State,4,8
46689,46689,"Oct 9, 1976",(16) Texas,(3) Oklahoma,16,3
46690,46690,"Oct 9, 1976",(15) Texas Tech,(17) Texas A&M,15,17
46746,46746,"Oct 16, 1976",(6) Oklahoma,(15) Kansas,6,15
46772,46772,"Oct 23, 1976",(15) Arkansas,(14) Houston,15,14
46804,46804,"Oct 23, 1976",(17) Missouri,(3) Nebraska,17,3
46809,46809,"Oct 23, 1976",(12) Notre Dame,(19) South Carolina,12,19
46837,46837,"Oct 30, 1976",(17) Alabama,(18) Mississippi State,17,18
46850,46850,"Oct 30, 1976",(19) Colorado,(13) Oklahoma,19,13
46858,46858,"Oct 30, 1976",(7) Georgia,(20) Cincinnati,7,20
46881,46881,"Oct 30, 1976",(16) Oklahoma State,(10) Missouri,16,10
46893,46893,"Oct 30, 1976",(6) Texas Tech,(15) Texas,6,15
46921,46921,"Nov 6, 1976",(7) Georgia,(10) Florida,7,10
46924,46924,"Nov 6, 1976",(19) Houston,(20) Texas,19,20
46938,46938,"Nov 6, 1976",(16) Missouri,(14) Colorado,16,14
46940,46940,"Nov 6, 1976",(9) Nebraska,(13) Oklahoma State,9,13
47011,47011,"Nov 13, 1976",(18) Notre Dame,(10) Alabama,18,10
47013,47013,"Nov 13, 1976",(14) Oklahoma,(11) Missouri,14,11
47027,47027,"Nov 13, 1976",(16) Texas A&M,(13) Arkansas,16,13
47059,47059,"Nov 20, 1976",(9) Houston,(5) Texas Tech,9,5
47073,47073,"Nov 20, 1976",(4) Michigan,(8) Ohio State,4,8
47080,47080,"Nov 20, 1976",(16) Oklahoma State,(14) Iowa State,16,14
47086,47086,"Nov 20, 1976",(3) Southern California,(2) UCLA,3,2
47105,47105,"Nov 26, 1976",(8) Oklahoma,(10) Nebraska,8,10
47106,47106,"Nov 26, 1976",(1) Pittsburgh,(16) Penn State,1,16
47123,47123,"Nov 27, 1976",(3) Southern California,(13) Notre Dame,3,13
47131,47131,"Dec 4, 1976",(9) Texas Tech,(18) Baylor,9,18
47134,47134,"Dec 20, 1976",(16) Alabama,(7) UCLA,16,7
47136,47136,"Dec 27, 1976",(15) Notre Dame,(20) Penn State,15,20
47138,47138,"Dec 31, 1976",(13) Nebraska,(9) Texas Tech,13,9
47139,47139,"Jan 1, 1977",(6) Houston,(4) Maryland,6,4
47140,47140,"Jan 1, 1977",(11) Ohio State,(12) Colorado,11,12
47141,47141,"Jan 1, 1977",(1) Pittsburgh,(5) Georgia,1,5
47142,47142,"Jan 1, 1977",(3) Southern California,(2) Michigan,3,2
47206,47206,"Sep 10, 1977",(3) Notre Dame,(7) Pittsburgh,3,7
47232,47232,"Sep 12, 1977",(14) Houston,(11) UCLA,14,11
47282,47282,"Sep 17, 1977",(10) Penn State,(9) Houston,10,9
47334,47334,"Sep 24, 1977",(13) Florida,(12) Mississippi State,13,12
47367,47367,"Sep 24, 1977",(3) Oklahoma,(4) Ohio State,3,4
47380,47380,"Sep 24, 1977",(6) Texas A&M,(7) Texas Tech,6,7
47427,47427,"Oct 1, 1977",(3) Michigan,(5) Texas A&M,3,5
47464,47464,"Oct 8, 1977",(7) Alabama,(1) Southern California,7,1
47515,47515,"Oct 8, 1977",(15) Pittsburgh,(20) Florida,15,20
47523,47523,"Oct 8, 1977",(5) Texas,(2) Oklahoma,5,2
47564,47564,"Oct 15, 1977",(12) Kentucky,(16) Louisiana State,12,16
47571,47571,"Oct 15, 1977",(1) Michigan,(14) Wisconsin,1,14
47593,47593,"Oct 15, 1977",(2) Texas,(8) Arkansas,2,8
47651,47651,"Oct 22, 1977",(18) Nebraska,(7) Colorado,18,7
47656,47656,"Oct 22, 1977",(11) Notre Dame,(5) Southern California,11,5
47658,47658,"Oct 22, 1977",(6) Oklahoma,(16) Iowa State,6,16
47747,47747,"Oct 29, 1977",(1) Texas,(14) Texas Tech,1,14
47760,47760,"Nov 5, 1977",(2) Alabama,(18) Louisiana State,2,18
47839,47839,"Nov 12, 1977",(17) Arizona State,(13) Brigham Young,17,13
47840,47840,"Nov 12, 1977",(8) Arkansas,(11) Texas A&M,8,11
47875,47875,"Nov 12, 1977",(5) Notre Dame,(15) Clemson,5,15
47937,47937,"Nov 19, 1977",(5) Michigan,(4) Ohio State,5,4
47970,47970,"Nov 25, 1977",(3) Oklahoma,(11) Nebraska,3,11
47987,47987,"Nov 26, 1977",(9) Penn State,(10) Pittsburgh,9,10
47989,47989,"Nov 26, 1977",(1) Texas,(12) Texas A&M,1,12
47999,47999,"Dec 19, 1977",(12) Nebraska,(14) North Carolina,12,14
48002,48002,"Dec 25, 1977",(8) Penn State,(15) Arizona State,8,15
48003,48003,"Dec 30, 1977",(10) Pittsburgh,(11) Clemson,10,11
48005,48005,"Dec 31, 1977",(20) Southern California,(17) Texas A&M,20,17
48007,48007,"Jan 2, 1978",(3) Alabama,(9) Ohio State,3,9
48008,48008,"Jan 2, 1978",(6) Arkansas,(2) Oklahoma,6,2
48009,48009,"Jan 2, 1978",(5) Notre Dame,(1) Texas,5,1
48010,48010,"Jan 2, 1978",(13) Washington,(4) Michigan,13,4
48012,48012,"Sep 2, 1978",(1) Alabama,(10) Nebraska,1,10
48063,48063,"Sep 9, 1978",(12) UCLA,(11) Washington,12,11
48074,48074,"Sep 16, 1978",(1) Alabama,(11) Missouri,1,11
48119,48119,"Sep 16, 1978",(5) Penn State,(6) Ohio State,5,6
48177,48177,"Sep 23, 1978",(5) Michigan,(14) Notre Dame,5,14
48194,48194,"Sep 23, 1978",(7) Southern California,(1) Alabama,7,1
48258,48258,"Sep 30, 1978",(1) Oklahoma,(14) Missouri,1,14
48316,48316,"Oct 7, 1978",(12) Maryland,(20) North Carolina State,12,20
48323,48323,"Oct 7, 1978",(10) Nebraska,(15) Iowa State,10,15
48328,48328,"Oct 7, 1978",(1) Oklahoma,(6) Texas,1,6
48347,48347,"Oct 7, 1978",(16) UCLA,(17) Stanford,16,17
48375,48375,"Oct 14, 1978",(17) Houston,(6) Texas A&M,17,6
48389,48389,"Oct 14, 1978",(19) Missouri,(20) Iowa State,19,20
48475,48475,"Oct 21, 1978",(8) Texas,(3) Arkansas,8,3
48512,48512,"Oct 28, 1978",(11) Houston,(9) Arkansas,11,9
48525,48525,"Oct 28, 1978",(18) Navy,(15) Pittsburgh,18,15
48595,48595,"Nov 4, 1978",(15) Notre Dame,(11) Navy,15,11
48600,48600,"Nov 4, 1978",(2) Penn State,(5) Maryland,2,5
48625,48625,"Nov 11, 1978",(3) Alabama,(10) Louisiana State,3,10
48654,48654,"Nov 11, 1978",(8) Houston,(6) Texas,8,6
48672,48672,"Nov 11, 1978",(4) Nebraska,(1) Oklahoma,4,1
48683,48683,"Nov 11, 1978",(5) Southern California,(19) Washington,5,19
48704,48704,"Nov 18, 1978",(12) Clemson,(11) Maryland,12,11
48726,48726,"Nov 18, 1978",(7) Michigan,(15) Purdue,7,15
48737,48737,"Nov 18, 1978",(10) Notre Dame,(20) Georgia Tech,10,20
48747,48747,"Nov 18, 1978",(5) Southern California,(14) UCLA,5,14
48764,48764,"Nov 24, 1978",(1) Penn State,(15) Pittsburgh,1,15
48779,48779,"Nov 25, 1978",(6) Michigan,(16) Ohio State,6,16
48789,48789,"Nov 25, 1978",(3) Southern California,(8) Notre Dame,3,8
48818,48818,"Dec 23, 1978",(14) Texas,(13) Maryland,14,13
48820,48820,"Dec 25, 1978",(15) UCLA,(8) Arkansas,15,8
48821,48821,"Dec 29, 1978",(7) Clemson,(20) Ohio State,7,20
48823,48823,"Jan 1, 1979",(2) Alabama,(1) Penn State,2,1
48824,48824,"Jan 1, 1979",(10) Notre Dame,(9) Houston,10,9
48825,48825,"Jan 1, 1979",(4) Oklahoma,(6) Nebraska,4,6
48826,48826,"Jan 1, 1979",(3) Southern California,(5) Michigan,3,5
48929,48929,"Sep 15, 1979",(9) Notre Dame,(6) Michigan,9,6
49009,49009,"Sep 22, 1979",(17) Purdue,(5) Notre Dame,17,5
49073,49073,"Sep 29, 1979",(6) Nebraska,(18) Penn State,6,18
49080,49080,"Sep 29, 1979",(15) Notre Dame,(7) Michigan State,15,7
49082,49082,"Sep 29, 1979",(14) Ohio State,(17) UCLA,14,17
49089,49089,"Sep 29, 1979",(1) Southern California,(20) Louisiana State,1,20
49094,49094,"Sep 29, 1979",(4) Texas,(5) Missouri,4,5
49134,49134,"Oct 6, 1979",(11) Michigan,(16) Michigan State,11,16
49235,49235,"Oct 13, 1979",(4) Texas,(3) Oklahoma,4,3
49250,49250,"Oct 20, 1979",(1) Alabama,(18) Tennessee,1,18
49252,49252,"Oct 20, 1979",(10) Arkansas,(2) Texas,10,2
49289,49289,"Oct 20, 1979",(19) North Carolina,(15) North Carolina State,19,15
49297,49297,"Oct 20, 1979",(17) Pittsburgh,(12) Washington,17,12
49302,49302,"Oct 20, 1979",(4) Southern California,(9) Notre Dame,4,9
49342,49342,"Oct 27, 1979",(6) Houston,(4) Arkansas,6,4
49366,49366,"Oct 27, 1979",(12) Pittsburgh,(17) Navy,12,17
49384,49384,"Oct 27, 1979",(18) Wake Forest,(13) Auburn,18,13
49459,49459,"Nov 10, 1979",(9) Arkansas,(17) Baylor,9,17
49473,49473,"Nov 10, 1979",(7) Florida State,(19) South Carolina,7,19
49500,49500,"Nov 10, 1979",(14) Purdue,(10) Michigan,14,10
49504,49504,"Nov 10, 1979",(4) Southern California,(15) Washington,4,15
49510,49510,"Nov 10, 1979",(8) Texas,(5) Houston,8,5
49567,49567,"Nov 17, 1979",(2) Ohio State,(13) Michigan,2,13
49614,49614,"Nov 24, 1979",(8) Oklahoma,(3) Nebraska,8,3
49616,49616,"Nov 24, 1979",(19) South Carolina,(13) Clemson,19,13
49620,49620,"Nov 24, 1979",(6) Texas,(17) Baylor,6,17
49628,49628,"Dec 1, 1979",(1) Alabama,(14) Auburn,1,14
49634,49634,"Dec 1, 1979",(11) Pittsburgh,(19) Penn State,11,19
49642,49642,"Dec 22, 1979",(13) Washington,(11) Texas,13,11
49646,49646,"Dec 31, 1979",(19) Baylor,(18) Clemson,19,18
49648,49648,"Jan 1, 1980",(2) Alabama,(6) Arkansas,2,6
49649,49649,"Jan 1, 1980",(8) Houston,(7) Nebraska,8,7
49650,49650,"Jan 1, 1980",(5) Oklahoma,(4) Florida State,5,4
49651,49651,"Jan 1, 1980",(3) Southern California,(1) Ohio State,3,1
49652,49652,"Sep 1, 1980",(10) Texas,(6) Arkansas,10,6
49681,49681,"Sep 6, 1980",(11) Notre Dame,(9) Purdue,11,9
49804,49804,"Sep 20, 1980",(8) Notre Dame,(14) Michigan,8,14
49813,49813,"Sep 20, 1980",(4) Southern California,(20) South Carolina,4,20
49865,49865,"Sep 27, 1980",(3) Nebraska,(11) Penn State,3,11
49869,49869,"Sep 27, 1980",(14) North Carolina,(19) Maryland,14,19
49872,49872,"Sep 27, 1980",(2) Ohio State,(20) Arizona State,2,20
49916,49916,"Oct 4, 1980",(16) Florida State,(3) Nebraska,16,3
49942,49942,"Oct 4, 1980",(17) Penn State,(9) Missouri,17,9
49958,49958,"Oct 4, 1980",(11) UCLA,(2) Ohio State,11,2
49974,49974,"Oct 11, 1980",(18) Baylor,(20) Southern Methodist,18,20
49987,49987,"Oct 11, 1980",(11) Florida State,(4) Pittsburgh,11,4
50012,50012,"Oct 11, 1980",(7) Notre Dame,(13) Miami (FL),7,13
50025,50025,"Oct 11, 1980",(3) Texas,(12) Oklahoma,3,12
50028,50028,"Oct 11, 1980",(5) UCLA,(16) Stanford,5,16
50105,50105,"Oct 25, 1980",(1) Alabama,(20) Southern Mississippi,1,20
50192,50192,"Nov 1, 1980",(4) Georgia,(14) South Carolina,4,14
50210,50210,"Nov 1, 1980",(8) Nebraska,(15) Missouri,8,15
50216,50216,"Nov 1, 1980",(16) Oklahoma,(6) North Carolina,16,6
50262,50262,"Nov 8, 1980",(2) Georgia,(20) Florida,2,20
50339,50339,"Nov 15, 1980",(11) Michigan,(16) Purdue,11,16
50348,50348,"Nov 15, 1980",(6) Notre Dame,(5) Alabama,6,5
50380,50380,"Nov 22, 1980",(11) Baylor,(20) Texas,11,20
50403,50403,"Nov 22, 1980",(10) Michigan,(5) Ohio State,10,5
50411,50411,"Nov 22, 1980",(9) Oklahoma,(4) Nebraska,9,4
50423,50423,"Nov 22, 1980",(18) UCLA,(12) Southern California,18,12
50434,50434,"Nov 28, 1980",(4) Pittsburgh,(5) Penn State,4,5
50452,50452,"Dec 6, 1980",(17) Southern California,(2) Notre Dame,17,2
50455,50455,"Dec 19, 1980",(14) Brigham Young,(19) Southern Methodist,14,19
50457,50457,"Dec 26, 1980",(10) Penn State,(11) Ohio State,10,11
50459,50459,"Dec 27, 1980",(8) Nebraska,(17) Mississippi State,8,17
50461,50461,"Dec 29, 1980",(3) Pittsburgh,(18) South Carolina,3,18
50463,50463,"Jan 1, 1981",(9) Alabama,(6) Baylor,9,6
50464,50464,"Jan 1, 1981",(1) Georgia,(7) Notre Dame,1,7
50465,50465,"Jan 1, 1981",(5) Michigan,(16) Washington,5,16
50466,50466,"Jan 1, 1981",(4) Oklahoma,(2) Florida State,4,2
50599,50599,"Sep 19, 1981",(11) Michigan,(1) Notre Dame,11,1
50606,50606,"Sep 19, 1981",(17) Nebraska,(19) Florida State,17,19
50627,50627,"Sep 19, 1981",(9) UCLA,(20) Wisconsin,9,20
50683,50683,"Sep 26, 1981",(3) Penn State,(15) Nebraska,3,15
50687,50687,"Sep 26, 1981",(1) Southern California,(2) Oklahoma,1,2
50693,50693,"Sep 26, 1981",(4) Texas,(14) Miami (FL),4,14
50728,50728,"Oct 3, 1981",(20) Iowa State,(5) Oklahoma,20,5
50824,50824,"Oct 10, 1981",(3) Texas,(10) Oklahoma,3,10
50862,50862,"Oct 17, 1981",(12) Iowa,(5) Michigan,12,5
50871,50871,"Oct 17, 1981",(16) Mississippi State,(13) Miami (FL),16,13
50881,50881,"Oct 17, 1981",(3) Pittsburgh,(11) Florida State,3,11
50939,50939,"Oct 24, 1981",(15) Nebraska,(19) Missouri,15,19
50956,50956,"Oct 24, 1981",(10) Texas,(8) Southern Methodist,10,8
50975,50975,"Oct 31, 1981",(8) Alabama,(7) Mississippi State,8,7
51019,51019,"Oct 31, 1981",(4) Southern California,(14) Washington State,4,14
51051,51051,"Nov 7, 1981",(2) Clemson,(8) North Carolina,2,8
51072,51072,"Nov 7, 1981",(13) Miami (FL),(14) Florida State,13,14
51089,51089,"Nov 7, 1981",(20) Southern Mississippi,(15) Mississippi State,20,15
51107,51107,"Nov 14, 1981",(6) Alabama,(5) Penn State,6,5
51158,51158,"Nov 14, 1981",(14) Southern Mississippi,(20) Florida State,14,20
51167,51167,"Nov 14, 1981",(18) UCLA,(9) Arizona State,18,9
51217,51217,"Nov 21, 1981",(10) Southern California,(15) UCLA,10,15
51218,51218,"Nov 21, 1981",(6) Southern Methodist,(16) Arkansas,6,16
51227,51227,"Nov 21, 1981",(17) Washington,(14) Washington State,17,14
51248,51248,"Nov 28, 1981",(11) Penn State,(1) Pittsburgh,11,1
51258,51258,"Dec 18, 1981",(14) Brigham Young,(20) Washington State,14,20
51264,51264,"Dec 31, 1981",(16) Michigan,(19) UCLA,16,19
51267,51267,"Jan 1, 1982",(1) Clemson,(4) Nebraska,1,4
51268,51268,"Jan 1, 1982",(7) Penn State,(8) Southern California,7,8
51269,51269,"Jan 1, 1982",(10) Pittsburgh,(2) Georgia,10,2
51270,51270,"Jan 1, 1982",(6) Texas,(3) Alabama,6,3
51271,51271,"Jan 1, 1982",(12) Washington,(13) Iowa,12,13
51283,51283,"Sep 4, 1982",(16) Florida,(15) Miami (FL),16,15
51306,51306,"Sep 6, 1982",(7) Georgia,(11) Clemson,7,11
51307,51307,"Sep 9, 1982",(1) Pittsburgh,(5) North Carolina,1,5
51321,51321,"Sep 11, 1982",(11) Florida,(10) Southern California,11,10
51396,51396,"Sep 18, 1982",(20) Notre Dame,(10) Michigan,20,10
51459,51459,"Sep 25, 1982",(8) Penn State,(2) Nebraska,8,2
51460,51460,"Sep 25, 1982",(3) Pittsburgh,(19) Illinois,3,19
51469,51469,"Sep 25, 1982",(12) UCLA,(20) Michigan,12,20
51507,51507,"Oct 2, 1982",(8) Nebraska,(20) Auburn,8,20
51516,51516,"Oct 2, 1982",(2) Pittsburgh,(14) West Virginia,2,14
51535,51535,"Oct 9, 1982",(4) Alabama,(3) Penn State,4,3
51565,51565,"Oct 9, 1982",(10) Notre Dame,(17) Miami (FL),10,17
51583,51583,"Oct 9, 1982",(16) West Virginia,(19) Boston College,16,19
51677,51677,"Oct 23, 1982",(9) Penn State,(13) West Virginia,9,13
51684,51684,"Oct 23, 1982",(4) Southern Methodist,(19) Texas,4,19
51704,51704,"Oct 30, 1982",(7) Arizona State,(12) Southern California,7,12
51717,51717,"Oct 30, 1982",(14) Florida State,(16) Miami (FL),14,16
51767,51767,"Nov 6, 1982",(13) Clemson,(18) North Carolina,13,18
51773,51773,"Nov 6, 1982",(3) Georgia,(20) Florida,3,20
51780,51780,"Nov 6, 1982",(11) Louisiana State,(8) Alabama,11,8
51808,51808,"Nov 6, 1982",(10) Washington,(9) UCLA,10,9
51824,51824,"Nov 13, 1982",(11) Clemson,(18) Maryland,11,18
51850,51850,"Nov 13, 1982",(5) Penn State,(13) Notre Dame,5,13
51865,51865,"Nov 13, 1982",(7) Washington,(3) Arizona State,7,3
51871,51871,"Nov 20, 1982",(9) Arkansas,(2) Southern Methodist,9,2
51887,51887,"Nov 20, 1982",(12) Louisiana State,(7) Florida State,12,7
51911,51911,"Nov 20, 1982",(11) UCLA,(15) Southern California,11,15
51922,51922,"Nov 26, 1982",(3) Nebraska,(11) Oklahoma,3,11
51923,51923,"Nov 26, 1982",(2) Penn State,(5) Pittsburgh,2,5
51942,51942,"Dec 4, 1982",(12) Texas,(6) Arkansas,12,6
51948,51948,"Dec 25, 1982",(9) Washington,(16) Maryland,9,16
51954,51954,"Jan 1, 1983",(11) Arizona State,(12) Oklahoma,11,12
51955,51955,"Jan 1, 1983",(3) Nebraska,(13) Louisiana State,3,13
51956,51956,"Jan 1, 1983",(2) Penn State,(1) Georgia,2,1
51957,51957,"Jan 1, 1983",(4) Southern Methodist,(6) Pittsburgh,4,6
51958,51958,"Jan 1, 1983",(5) UCLA,(19) Michigan,5,19
51959,51959,"Aug 29, 1983",(1) Nebraska,(4) Penn State,1,4
51975,51975,"Sep 3, 1983",(15) Georgia,(20) UCLA,15,20
52016,52016,"Sep 10, 1983",(18) Florida,(9) Southern California,18,9
52017,52017,"Sep 10, 1983",(12) Florida State,(13) Louisiana State,12,13
52098,52098,"Sep 17, 1983",(6) Ohio State,(2) Oklahoma,6,2
52105,52105,"Sep 17, 1983",(3) Texas,(5) Auburn,3,5
52115,52115,"Sep 17, 1983",(16) Washington,(8) Michigan,16,8
52116,52116,"Sep 17, 1983",(20) West Virginia,(17) Maryland,20,17
52138,52138,"Sep 24, 1983",(7) Iowa,(3) Ohio State,7,3
52177,52177,"Sep 24, 1983",(12) West Virginia,(19) Boston College,12,19
52183,52183,"Oct 1, 1983",(10) Auburn,(17) Florida State,10,17
52193,52193,"Oct 1, 1983",(12) Florida,(16) Louisiana State,12,16
52277,52277,"Oct 8, 1983",(2) Texas,(8) Oklahoma,2,8
52305,52305,"Oct 15, 1983",(19) Illinois,(6) Ohio State,19,6
52367,52367,"Oct 22, 1983",(10) Michigan,(12) Iowa,10,12
52389,52389,"Oct 22, 1983",(2) Texas,(9) Southern Methodist,2,9
52406,52406,"Oct 29, 1983",(4) Auburn,(5) Florida,4,5
52426,52426,"Oct 29, 1983",(9) Illinois,(8) Michigan,9,8
52430,52430,"Oct 29, 1983",(13) Maryland,(3) North Carolina,13,3
52432,52432,"Oct 29, 1983",(7) Miami (FL),(12) West Virginia,7,12
52463,52463,"Nov 5, 1983",(3) Auburn,(7) Maryland,3,7
52476,52476,"Nov 5, 1983",(4) Georgia,(9) Florida,4,9
52521,52521,"Nov 12, 1983",(3) Auburn,(4) Georgia,3,4
52526,52526,"Nov 12, 1983",(17) Clemson,(11) Maryland,17,11
52593,52593,"Nov 19, 1983",(8) Michigan,(10) Ohio State,8,10
52618,52618,"Nov 25, 1983",(15) Boston College,(13) Alabama,15,13
52633,52633,"Dec 3, 1983",(3) Auburn,(19) Alabama,3,19
52647,52647,"Dec 30, 1983",(11) Florida,(10) Iowa,11,10
52650,52650,"Jan 2, 1984",(3) Auburn,(8) Michigan,3,8
52651,52651,"Jan 2, 1984",(7) Georgia,(2) Texas,7,2
