,date,winner,location,loser
11069,"Oct 19, 1996",41,Eastern Michigan,36
11070,"Oct 19, 1996",31,Houston,20
11071,"Oct 19, 1996",28,(22) Georgia Tech,25
11072,"Oct 19, 1996",20,Kansas,7
11073,"Oct 19, 1996",36,San Jose State,13
11074,"Oct 19, 1996",31,(12) Miami (FL),6
11075,"Oct 19, 1996",51,(16) Auburn,10
11076,"Oct 19, 1996",13,Vanderbilt,2
11077,"Oct 19, 1996",38,Nevada-Las Vegas,28
11078,"Oct 19, 1996",24,Nevada,15
11079,"Oct 19, 1996",21,(10) Penn State,20
11080,"Oct 19, 1996",23,Texas A&M,20
11081,"Oct 19, 1996",41,Kentucky,14
11082,"Oct 19, 1996",61,Toledo,20
11083,"Oct 19, 1996",39,Central Florida,38
11084,"Oct 19, 1996",27,Northern Illinois,3
11085,"Oct 19, 1996",52,Wake Forest,0
11086,"Oct 19, 1996",27,Indiana,20
11087,"Oct 19, 1996",27,Minnesota,9
11088,"Oct 19, 1996",24,Texas Tech,10
11089,"Oct 19, 1996",13,New Mexico State,0
11090,"Oct 19, 1996",34,Wisconsin,30
11091,"Oct 19, 1996",24,Kent State,15
11092,"Oct 19, 1996",42,Purdue,14
11093,"Oct 19, 1996",28,Baylor,24
11094,"Oct 19, 1996",28,Iowa State,27
11095,"Oct 19, 1996",26,Stanford,12
11096,"Oct 19, 1996",35,Southern Methodist,17
11097,"Oct 19, 1996",48,New Mexico,42
11098,"Oct 19, 1996",23,Arkansas,17
11099,"Oct 19, 1996",16,Memphis,0
11100,"Oct 19, 1996",21,Texas Christian,7
11101,"Oct 19, 1996",39,Boise State,14
11102,"Oct 19, 1996",62,North Carolina State,14
11103,"Oct 19, 1996",41,UCLA,21
11104,"Oct 19, 1996",21,(19) California,18
11105,"Oct 19, 1996",30,Temple,10
11106,"Oct 19, 1996",42,Fresno State,21
11107,"Oct 26, 1996",34,Hawaii,7
11108,"Oct 26, 1996",34,Northern Illinois,17
11109,"Oct 26, 1996",33,Oregon State,7
11110,"Oct 26, 1996",41,Stanford,9
11111,"Oct 26, 1996",27,Miami (OH),7
11112,"Oct 26, 1996",24,Central Michigan,17
11113,"Oct 26, 1996",49,Iowa State,21
11114,"Oct 26, 1996",45,Texas Christian,21
11115,"Oct 26, 1996",10,Louisville,7
11116,"Oct 26, 1996",28,Texas,24
11117,"Oct 26, 1996",27,San Diego State,18
11118,"Oct 26, 1996",51,Kent State,10
11119,"Oct 26, 1996",31,(14) Virginia,24
11120,"Oct 26, 1996",34,Nevada-Las Vegas,23
11121,"Oct 26, 1996",27,Central Florida,20
11122,"Oct 26, 1996",42,Oklahoma,35
11123,"Oct 26, 1996",24,Georgia,17
11124,"Oct 26, 1996",13,Memphis,9
11125,"Oct 26, 1996",28,Mississippi State,20
11126,"Oct 26, 1996",35,Alabama-Birmingham,31
11127,"Oct 26, 1996",22,Duke,19
11128,"Oct 26, 1996",10,(12) West Virginia,7
11129,"Oct 26, 1996",44,Minnesota,10
11130,"Oct 26, 1996",30,Wisconsin,13
11131,"Oct 26, 1996",38,Arkansas State,21
11132,"Oct 26, 1996",35,Oklahoma State,28
11133,"Oct 26, 1996",47,Wake Forest,18
11134,"Oct 26, 1996",63,Kansas,7
11135,"Oct 26, 1996",40,North Texas,13
11136,"Oct 26, 1996",52,Southern Utah,21
11137,"Oct 26, 1996",42,Houston,14
11138,"Oct 26, 1996",27,Illinois,24
11139,"Oct 26, 1996",38,Bowling Green,0
11140,"Oct 26, 1996",38,(20) Iowa,26
11141,"Oct 26, 1996",48,Indiana,26
11142,"Oct 26, 1996",48,Texas-El Paso,21
11143,"Oct 26, 1996",28,Temple,17
11144,"Oct 26, 1996",27,Vanderbilt,0
11145,"Oct 26, 1996",29,Washington State,24
11146,"Oct 26, 1996",52,New Mexico,31
11147,"Oct 26, 1996",31,Tulane,28
11148,"Oct 26, 1996",45,Boston College,17
11149,"Oct 26, 1996",20,(7) Alabama,13
11150,"Oct 26, 1996",13,Texas A&M,10
11151,"Oct 26, 1996",10,Western Michigan,7
11152,"Oct 26, 1996",38,California,29
11153,"Oct 26, 1996",45,Tulsa,19
11154,"Oct 26, 1996",35,Idaho,28
11155,"Oct 26, 1996",34,Pittsburgh,17
11156,"Oct 26, 1996",33,Oregon,14
11157,"Oct 31, 1996",20,Boston College,13
11158,"Nov 2, 1996",21,Bowling Green,14
11159,"Nov 2, 1996",29,Oregon State,14
11160,"Nov 2, 1996",41,Lafayette,21
11161,"Nov 2, 1996",28,Arkansas,7
11162,"Nov 2, 1996",39,Eastern Michigan,25
11163,"Nov 2, 1996",40,Texas-El Paso,18
11164,"Nov 2, 1996",56,Arizona,55
11165,"Nov 2, 1996",42,Illinois State,15
11166,"Nov 2, 1996",52,Kent State,51
11167,"Nov 2, 1996",35,Maryland,3
11168,"Nov 2, 1996",41,Missouri,13
11169,"Nov 2, 1996",42,Air Force,41
11170,"Nov 2, 1996",34,Arkansas State,16
11171,"Nov 2, 1996",47,Georgia,7
11172,"Nov 2, 1996",49,Georgia Tech,3
11173,"Nov 2, 1996",41,Boise State,7
11174,"Nov 2, 1996",20,Tulane,17
11175,"Nov 2, 1996",37,Eastern Washington,27
11176,"Nov 2, 1996",31,Illinois,21
11177,"Nov 2, 1996",34,Iowa State,31
11178,"Nov 2, 1996",40,Northern Illinois,14
11179,"Nov 2, 1996",13,Memphis,10
11180,"Nov 2, 1996",57,Temple,26
11181,"Nov 2, 1996",27,Toledo,7
11182,"Nov 2, 1996",45,Michigan State,29
11183,"Nov 2, 1996",59,Louisiana-Monroe,0
11184,"Nov 2, 1996",73,Oklahoma,21
11185,"Nov 2, 1996",63,New Mexico State,14
11186,"Nov 2, 1996",34,Tulsa,23
11187,"Nov 2, 1996",52,North Carolina State,20
11188,"Nov 2, 1996",54,Navy,27
11189,"Nov 2, 1996",38,Western Michigan,0
11190,"Nov 2, 1996",45,Minnesota,0
11191,"Nov 2, 1996",34,(11) Northwestern,9
11192,"Nov 2, 1996",51,(20) Utah,10
11193,"Nov 2, 1996",49,San Jose State,20
11194,"Nov 2, 1996",21,Cincinnati,17
11195,"Nov 2, 1996",21,UCLA,20
11196,"Nov 2, 1996",30,(18) West Virginia,7
11197,"Nov 2, 1996",31,South Carolina,14
11198,"Nov 2, 1996",28,Baylor,23
11199,"Nov 2, 1996",38,Oklahoma State,19
11200,"Nov 2, 1996",42,Nevada-Las Vegas,34
11201,"Nov 2, 1996",21,North Texas,13
11202,"Nov 2, 1996",31,Alabama-Birmingham,15
11203,"Nov 2, 1996",27,Duke,3
11204,"Nov 2, 1996",47,Louisiana,16
11205,"Nov 2, 1996",21,Southern California,10
11206,"Nov 2, 1996",33,Purdue,25
11207,"Nov 2, 1996",59,Southern Methodist,17
11208,"Nov 7, 1996",28,(16) Wyoming,24
11209,"Nov 9, 1996",26,(11) Louisiana State,0
11210,"Nov 9, 1996",35,California,7
11211,"Nov 9, 1996",13,Mississippi,7
11212,"Nov 9, 1996",55,Louisiana Tech,38
11213,"Nov 9, 1996",23,Air Force,7
11214,"Nov 9, 1996",28,Louisiana-Monroe,24
11215,"Nov 9, 1996",50,Kent State,6
11216,"Nov 9, 1996",49,Rice,0
11217,"Nov 9, 1996",35,Alabama-Birmingham,13
11218,"Nov 9, 1996",24,(15) Virginia,16
11219,"Nov 9, 1996",49,Iowa State,42
11220,"Nov 9, 1996",42,Fresno State,20
11221,"Nov 9, 1996",20,Akron,17
11222,"Nov 9, 1996",28,Vanderbilt,21
11223,"Nov 9, 1996",44,Wake Forest,7
11224,"Nov 9, 1996",56,(20) Southern Mississippi,49
11225,"Nov 9, 1996",34,New Mexico State,19
11226,"Nov 9, 1996",38,Kansas,12
11227,"Nov 9, 1996",24,Mississippi State,21
11228,"Nov 9, 1996",45,Northern Illinois,31
11229,"Nov 9, 1996",21,(6) Tennessee,17
11230,"Nov 9, 1996",24,Ohio,8
11231,"Nov 9, 1996",38,Indiana,15
11232,"Nov 9, 1996",30,Delaware,14
11233,"Nov 9, 1996",51,Missouri,7
11234,"Nov 9, 1996",54,Utah State,27
11235,"Nov 9, 1996",28,Louisville,10
11236,"Nov 9, 1996",44,Duke,22
11237,"Nov 9, 1996",30,Boise State,27
11238,"Nov 9, 1996",40,(23) Iowa,13
11239,"Nov 9, 1996",48,Boston College,21
11240,"Nov 9, 1996",48,Illinois,0
11241,"Nov 9, 1996",27,Oklahoma State,17
11242,"Nov 9, 1996",49,Arizona,31
11243,"Nov 9, 1996",9,(9) Michigan,3
11244,"Nov 9, 1996",38,Hawaii,17
11245,"Nov 9, 1996",30,Texas-El Paso,0
11246,"Nov 9, 1996",24,Southern California,20
11247,"Nov 9, 1996",31,Tulane,7
11248,"Nov 9, 1996",38,Texas Tech,32
11249,"Nov 9, 1996",24,Baylor,7
11250,"Nov 9, 1996",31,Tulsa,24
11251,"Nov 9, 1996",23,Central Michigan,20
11252,"Nov 9, 1996",38,Washington State,14
11253,"Nov 9, 1996",31,New Mexico,24
11254,"Nov 9, 1996",35,East Carolina,14
11255,"Nov 9, 1996",42,Oregon State,3
11256,"Nov 9, 1996",55,Rutgers,14
11257,"Nov 9, 1996",16,Bowling Green,13
11258,"Nov 9, 1996",45,Minnesota,28
11259,"Nov 14, 1996",13,Georgia Tech,10
11260,"Nov 16, 1996",44,Fresno State,38
11261,"Nov 16, 1996",35,UCLA,17
11262,"Nov 16, 1996",24,Toledo,14
11263,"Nov 16, 1996",33,New Mexico State,32
11264,"Nov 16, 1996",21,Temple,20
11265,"Nov 16, 1996",45,Hawaii,14
11266,"Nov 16, 1996",27,Bowling Green,19
11267,"Nov 16, 1996",34,Alabama-Birmingham,14
11268,"Nov 16, 1996",40,North Carolina State,17
11269,"Nov 16, 1996",12,(9) Kansas State,0
11270,"Nov 16, 1996",55,Ohio,45
11271,"Nov 16, 1996",52,South Carolina,25
11272,"Nov 16, 1996",54,(25) Southern Mississippi,14
11273,"Nov 16, 1996",56,(20) Auburn,49
11274,"Nov 16, 1996",38,Louisville,7
11275,"Nov 16, 1996",31,Wisconsin,0
11276,"Nov 16, 1996",25,Vanderbilt,0
11277,"Nov 16, 1996",39,Mississippi,7
11278,"Nov 16, 1996",31,Jacksonville State,28
11279,"Nov 16, 1996",23,Illinois,21
11280,"Nov 16, 1996",17,(8) Alabama,16
11281,"Nov 16, 1996",49,Baylor,42
11282,"Nov 16, 1996",35,Tulane,21
11283,"Nov 16, 1996",49,Iowa State,14
11284,"Nov 16, 1996",66,Arkansas State,14
11285,"Nov 16, 1996",44,San Diego State,42
11286,"Nov 16, 1996",24,Idaho,17
11287,"Nov 16, 1996",27,Purdue,24
11288,"Nov 16, 1996",60,Pittsburgh,6
11289,"Nov 16, 1996",27,Indiana,17
11290,"Nov 16, 1996",40,California,23
11291,"Nov 16, 1996",67,Northern Illinois,28
11292,"Nov 16, 1996",29,(16) Michigan,17
11293,"Nov 16, 1996",30,Texas Christian,17
11294,"Nov 16, 1996",33,Washington State,17
11295,"Nov 16, 1996",42,(22) Army,17
11296,"Nov 16, 1996",55,Arkansas,14
11297,"Nov 16, 1996",38,Kansas,17
11298,"Nov 16, 1996",33,Oklahoma,16
11299,"Nov 16, 1996",56,Louisiana,21
11300,"Nov 16, 1996",38,Texas-El Paso,21
11301,"Nov 16, 1996",20,(6) North Carolina,17
11302,"Nov 16, 1996",21,(18) Miami (FL),7
11303,"Nov 16, 1996",17,Duke,16
11304,"Nov 16, 1996",53,San Jose State,10
11305,"Nov 16, 1996",76,Kent State,27
11306,"Nov 16, 1996",25,Colorado State,24
11307,"Nov 21, 1996",49,Charleston Southern,13
11308,"Nov 21, 1996",27,Texas Christian,24
11309,"Nov 23, 1996",24,Auburn,23
11310,"Nov 23, 1996",56,Arizona,14
11311,"Nov 23, 1996",16,Mississippi State,13
11312,"Nov 23, 1996",37,Utah,17
11313,"Nov 23, 1996",35,Louisiana-Monroe,13
11314,"Nov 23, 1996",20,Memphis,10
11315,"Nov 23, 1996",48,Maryland,10
11316,"Nov 23, 1996",64,Boise State,19
11317,"Nov 23, 1996",33,Purdue,16
11318,"Nov 23, 1996",43,Minnesota,24
11319,"Nov 23, 1996",35,Iowa State,20
11320,"Nov 23, 1996",35,Tulane,17
11321,"Nov 23, 1996",43,Boston College,26
11322,"Nov 23, 1996",13,(2) Ohio State,9
11323,"Nov 23, 1996",31,Georgia,27
11324,"Nov 23, 1996",42,Kansas,25
11325,"Nov 23, 1996",36,Georgia Tech,26
11326,"Nov 23, 1996",44,Texas-El Paso,17
11327,"Nov 23, 1996",27,Duke,10
11328,"Nov 23, 1996",37,Wake Forest,22
11329,"Nov 23, 1996",62,Rutgers,0
11330,"Nov 23, 1996",37,Baylor,17
11331,"Nov 23, 1996",49,Oregon State,13
11332,"Nov 23, 1996",32,Michigan State,29
11333,"Nov 23, 1996",42,Tulsa,14
11334,"Nov 23, 1996",31,Fresno State,21
11335,"Nov 23, 1996",31,Nevada-Las Vegas,28
11336,"Nov 23, 1996",34,(22) Clemson,31
11337,"Nov 23, 1996",42,California,21
11338,"Nov 23, 1996",36,Temple,15
11339,"Nov 23, 1996",56,Kentucky,10
11340,"Nov 23, 1996",22,Oklahoma,12
11341,"Nov 23, 1996",24,Ohio,23
11342,"Nov 23, 1996",48,Southern California,41
11343,"Nov 23, 1996",31,(23) West Virginia,14
11344,"Nov 23, 1996",31,Washington State,24
11345,"Nov 23, 1996",35,Illinois,15
11346,"Nov 28, 1996",28,Air Force,23
11347,"Nov 29, 1996",17,Arkansas,7
11348,"Nov 29, 1996",17,(5) Colorado,12
11349,"Nov 29, 1996",51,Texas A&M,15
11350,"Nov 29, 1996",26,(20) Virginia,9
11351,"Nov 30, 1996",50,North Carolina State,29
11352,"Nov 30, 1996",24,(1) Florida,21
11353,"Nov 30, 1996",19,Georgia Tech,10
11354,"Nov 30, 1996",38,(16) Syracuse,31
11355,"Nov 30, 1996",17,Mississippi,0
11356,"Nov 30, 1996",24,Rutgers,9
11357,"Nov 30, 1996",27,(10) Notre Dame,20
11358,"Nov 30, 1996",14,Vanderbilt,7
11359,"Nov 30, 1996",59,Hawaii,10
11360,"Dec 7, 1996",28,Navy,24
11361,"Dec 7, 1996",28,(20) Wyoming,25
11362,"Dec 7, 1996",45,(11) Alabama,30
11363,"Dec 7, 1996",37,(3) Nebraska,27
11364,"Dec 19, 1996",18,Ball State,15
11365,"Dec 25, 1996",42,California,38
11366,"Dec 27, 1996",31,Virginia,21
11367,"Dec 27, 1996",30,Houston,17
11368,"Dec 27, 1996",38,Utah,10
11369,"Dec 28, 1996",10,Clemson,7
11370,"Dec 29, 1996",27,Texas Tech,0
11371,"Dec 30, 1996",33,(13) Washington,21
11372,"Dec 31, 1996",32,(24) Army,29
11373,"Dec 31, 1996",41,(10) Virginia Tech,21
11374,"Dec 31, 1996",38,Michigan State,0
11375,"Jan 1, 1997",17,(15) Michigan,14
11376,"Jan 1, 1997",19,(14) Kansas State,15
11377,"Jan 1, 1997",20,(25) West Virginia,13
11378,"Jan 1, 1997",20,(2) Arizona State,17
11379,"Jan 1, 1997",38,(20) Texas,15
11380,"Jan 1, 1997",48,(11) Northwestern,28
11381,"Jan 2, 1997",52,(1) Florida State,20
11382,"Aug 23, 1997",24,Oklahoma,0
11383,"Aug 24, 1997",34,(24) Wisconsin,0
11384,"Aug 28, 1997",44,Northern Illinois,10
11385,"Aug 28, 1997",34,Tulsa,24
11386,"Aug 28, 1997",24,Alabama-Birmingham,0
11387,"Aug 28, 1997",31,Kent State,7
11388,"Aug 28, 1997",24,Wyoming,10
11389,"Aug 28, 1997",34,Temple,14
11390,"Aug 30, 1997",14,Idaho,10
11391,"Aug 30, 1997",42,Houston,17
11392,"Aug 30, 1997",41,New Mexico State,10
11393,"Aug 30, 1997",63,Boise State,23
11394,"Aug 30, 1997",45,Nevada,13
11395,"Aug 30, 1997",21,Southern Mississippi,6
11396,"Aug 30, 1997",35,Portland State,7
11397,"Aug 30, 1997",38,Arkansas State,7
11398,"Aug 30, 1997",17,Minnesota,3
11399,"Aug 30, 1997",38,Louisville,24
11400,"Aug 30, 1997",30,Bowling Green,23
11401,"Aug 30, 1997",28,Nicholls State,0
11402,"Aug 30, 1997",45,Baylor,14
11403,"Aug 30, 1997",27,Ball State,10
11404,"Aug 30, 1997",24,Central Florida,23
11405,"Aug 30, 1997",13,Memphis,10
11406,"Aug 30, 1997",59,Akron,14
11407,"Aug 30, 1997",33,Northern Arizona,10
11408,"Aug 30, 1997",32,(13) Syracuse,31
11409,"Aug 30, 1997",21,Iowa State,14
11410,"Aug 30, 1997",45,Louisiana,13
11411,"Aug 30, 1997",52,Texas Tech,17
11412,"Aug 30, 1997",21,Utah,14
11413,"Aug 30, 1997",29,North Texas,12
11414,"Aug 30, 1997",59,Rutgers,19
11415,"Aug 30, 1997",37,UCLA,34
11416,"Aug 30, 1997",42,Marshall,31
11417,"Sep 4, 1997",28,Virginia,17
11418,"Sep 4, 1997",16,Arizona,9
11419,"Sep 5, 1997",45,Navy,31
11420,"Sep 6, 1997",41,Rice,12
11421,"Sep 6, 1997",28,Louisiana-Monroe,16
11422,"Sep 6, 1997",24,James Madison,6
11423,"Sep 6, 1997",37,Fresno State,35
11424,"Sep 6, 1997",28,Miami (OH),21
11425,"Sep 6, 1997",35,Houston,3
11426,"Sep 6, 1997",23,Appalachian State,12
11427,"Sep 6, 1997",31,(24) Colorado State,21
11428,"Sep 6, 1997",82,Central Michigan,6
11429,"Sep 6, 1997",14,(23) Southern California,7
11430,"Sep 6, 1997",34,Cal State Northridge,21
11431,"Sep 6, 1997",46,Portland State,0
11432,"Sep 6, 1997",66,Northern Iowa,0
11433,"Sep 6, 1997",17,Texas Christian,10
11434,"Sep 6, 1997",47,Northern Illinois,7
11435,"Sep 6, 1997",55,Texas-El Paso,3
11436,"Sep 6, 1997",35,Army,25
11437,"Sep 6, 1997",28,Alabama-Birmingham,7
11438,"Sep 6, 1997",42,Western Michigan,10
11439,"Sep 6, 1997",23,Southern Methodist,15
11440,"Sep 6, 1997",35,Kentucky,27
11441,"Sep 6, 1997",44,Eastern Michigan,24
11442,"Sep 6, 1997",31,Nevada-Las Vegas,14
11443,"Sep 6, 1997",61,New Mexico State,24
11444,"Sep 6, 1997",23,Indiana,6
11445,"Sep 6, 1997",45,Duke,14
11446,"Sep 6, 1997",17,Georgia Tech,13
11447,"Sep 6, 1997",21,Maryland,14
11448,"Sep 6, 1997",36,Syracuse,34
11449,"Sep 6, 1997",31,Louisiana,7
11450,"Sep 6, 1997",33,North Texas,7
11451,"Sep 6, 1997",34,Pittsburgh,17
11452,"Sep 6, 1997",33,Central Florida,31
11453,"Sep 6, 1997",24,Illinois,7
11454,"Sep 6, 1997",28,San Jose State,12
11455,"Sep 6, 1997",28,Boston College,21
11456,"Sep 6, 1997",30,UCLA,24
11457,"Sep 6, 1997",48,Rutgers,14
11458,"Sep 6, 1997",59,Sam Houston,6
11459,"Sep 6, 1997",36,Purdue,22
11460,"Sep 6, 1997",31,Cincinnati,17
11461,"Sep 6, 1997",27,Louisville,21
11462,"Sep 6, 1997",41,Idaho State,7
11463,"Sep 6, 1997",27,(21) Northwestern,20
11464,"Sep 6, 1997",42,(19) Brigham Young,20
11465,"Sep 6, 1997",24,East Carolina,17
11466,"Sep 6, 1997",28,Boise State,24
11467,"Sep 6, 1997",56,Iowa State,10
11468,"Sep 6, 1997",44,Kent State,23
11469,"Sep 11, 1997",20,Vanderbilt,0
11470,"Sep 13, 1997",25,Nevada-Las Vegas,24
11471,"Sep 13, 1997",24,Alabama-Birmingham,10
11472,"Sep 13, 1997",23,(13) Miami (FL),12
11473,"Sep 13, 1997",36,Central Arkansas,35
11474,"Sep 13, 1997",41,Lafayette,14
11475,"Sep 13, 1997",19,Mississippi,9
11476,"Sep 13, 1997",31,West Virginia,24
11477,"Sep 13, 1997",44,Boise State,26
11478,"Sep 13, 1997",19,North Carolina State,17
11479,"Sep 13, 1997",35,Utah State,24
11480,"Sep 13, 1997",25,Wake Forest,24
11481,"Sep 13, 1997",50,Maryland,7
11482,"Sep 13, 1997",31,South Carolina,15
11483,"Sep 13, 1997",43,Idaho State,0
11484,"Sep 13, 1997",33,Ball State,6
11485,"Sep 13, 1997",54,Tulsa,16
11486,"Sep 13, 1997",15,Missouri,7
11487,"Sep 13, 1997",23,Ohio,20
11488,"Sep 13, 1997",24,Mississippi State,9
11489,"Sep 13, 1997",17,Louisiana-Monroe,16
11490,"Sep 13, 1997",26,Illinois,14
11491,"Sep 13, 1997",42,Kent State,17
11492,"Sep 13, 1997",49,Akron,20
11493,"Sep 13, 1997",27,(8) Colorado,3
11494,"Sep 13, 1997",51,Memphis,21
11495,"Sep 13, 1997",53,Iowa State,29
11496,"Sep 13, 1997",36,Rutgers,7
11497,"Sep 13, 1997",38,Central Florida,24
11498,"Sep 13, 1997",38,Texas-El Paso,20
11499,"Sep 13, 1997",28,Cal State Northridge,18
11500,"Sep 13, 1997",28,(17) Stanford,17
11501,"Sep 13, 1997",41,Indiana State,6
11502,"Sep 13, 1997",24,Duke,20
11503,"Sep 13, 1997",44,Bowling Green,13
11504,"Sep 13, 1997",35,Fresno State,0
11505,"Sep 13, 1997",24,Nevada,20
11506,"Sep 13, 1997",52,Temple,10
11507,"Sep 13, 1997",35,Houston,24
11508,"Sep 13, 1997",28,(12) Notre Dame,17
11509,"Sep 13, 1997",30,Tulane,24
11510,"Sep 13, 1997",31,Arkansas,9
11511,"Sep 13, 1997",59,Louisiana,14
11512,"Sep 13, 1997",38,Eastern Michigan,35
11513,"Sep 13, 1997",66,(11) Texas,3
11514,"Sep 13, 1997",32,Texas Christian,18
11515,"Sep 13, 1997",26,Richmond,7
11516,"Sep 13, 1997",31,Syracuse,3
11517,"Sep 13, 1997",36,San Diego State,3
11518,"Sep 13, 1997",28,(23) Southern California,21
11519,"Sep 13, 1997",21,Northern Illinois,13
11520,"Sep 13, 1997",56,San Jose State,10
11521,"Sep 13, 1997",35,Hawaii,6
11522,"Sep 18, 1997",21,(22) Miami (FL),17
11523,"Sep 20, 1997",24,(23) Colorado State,0
11524,"Sep 20, 1997",34,Jacksonville State,16
11525,"Sep 20, 1997",17,(11) Alabama,16
11526,"Sep 20, 1997",31,(10) Louisiana State,28
11527,"Sep 20, 1997",24,Weber State,7
11528,"Sep 20, 1997",35,Rutgers,21
11529,"Sep 20, 1997",31,Akron,28
11530,"Sep 20, 1997",13,(14) Arizona State,10
11531,"Sep 20, 1997",40,Oklahoma,36
11532,"Sep 20, 1997",41,Idaho,10
11533,"Sep 20, 1997",34,Kansas,7
11534,"Sep 20, 1997",20,Army,17
11535,"Sep 20, 1997",33,(4) Tennessee,20
11536,"Sep 20, 1997",35,(16) Clemson,28
11537,"Sep 20, 1997",42,Louisiana-Monroe,3
11538,"Sep 20, 1997",28,Wake Forest,26
11539,"Sep 20, 1997",63,Iowa State,20
11540,"Sep 20, 1997",41,Eastern Michigan,38
11541,"Sep 20, 1997",49,Indiana,7
11542,"Sep 20, 1997",56,Central Michigan,28
11543,"Sep 20, 1997",48,Western Illinois,7
11544,"Sep 20, 1997",38,Baylor,3
11545,"Sep 20, 1997",23,Notre Dame,7
11546,"Sep 20, 1997",20,Memphis,17
11547,"Sep 20, 1997",42,Tulsa,21
11548,"Sep 20, 1997",46,Southern Methodist,16
11549,"Sep 20, 1997",27,(2) Washington,14
11550,"Sep 20, 1997",25,Hawaii,15
11551,"Sep 20, 1997",25,Utah State,22
11552,"Sep 20, 1997",40,Maryland,14
11553,"Sep 20, 1997",41,Northern Illinois,14
11554,"Sep 20, 1997",30,Texas Tech,27
11555,"Sep 20, 1997",50,Buffalo,0
11556,"Sep 20, 1997",28,Arizona,20
11557,"Sep 20, 1997",43,Fresno State,40
11558,"Sep 20, 1997",57,Louisville,21
11559,"Sep 20, 1997",28,Ball State,14
11560,"Sep 20, 1997",40,Northwestern,34
11561,"Sep 20, 1997",26,East Carolina,0
11562,"Sep 20, 1997",35,Nevada,19
11563,"Sep 20, 1997",34,Arkansas State,24
11564,"Sep 20, 1997",27,Oregon State,24
11565,"Sep 20, 1997",30,Tulane,19
11566,"Sep 20, 1997",66,Louisiana,0
11567,"Sep 20, 1997",23,Western Michigan,13
11568,"Sep 20, 1997",56,Texas-El Paso,3
11569,"Sep 20, 1997",40,Texas Christian,16
11570,"Sep 20, 1997",23,Temple,13
11571,"Sep 20, 1997",35,Illinois,22
11572,"Sep 20, 1997",36,San Diego State,10
11573,"Sep 20, 1997",30,San Jose State,10
11574,"Sep 25, 1997",19,North Carolina State,18
11575,"Sep 27, 1997",24,San Diego State,18
11576,"Sep 27, 1997",27,Southern Mississippi,13
11577,"Sep 27, 1997",42,Louisiana,7
11578,"Sep 27, 1997",13,Oregon State,10
11579,"Sep 27, 1997",17,Louisiana Tech,13
11580,"Sep 27, 1997",41,Central Florida,14
11581,"Sep 27, 1997",19,Southern Methodist,16
11582,"Sep 27, 1997",24,Boston College,6
11583,"Sep 27, 1997",20,Wyoming,19
11584,"Sep 27, 1997",26,Navy,17
11585,"Sep 27, 1997",31,Central Michigan,24
11586,"Sep 27, 1997",55,Kentucky,28
11587,"Sep 27, 1997",23,(17) Clemson,20
11588,"Sep 27, 1997",45,Minnesota,43
11589,"Sep 27, 1997",38,Illinois,10
11590,"Sep 27, 1997",58,Bowling Green,0
11591,"Sep 27, 1997",56,Akron,0
11592,"Sep 27, 1997",42,Ball State,16
11593,"Sep 27, 1997",24,Temple,21
11594,"Sep 27, 1997",38,Army,14
11595,"Sep 27, 1997",21,Notre Dame,14
11596,"Sep 27, 1997",15,Vanderbilt,3
11597,"Sep 27, 1997",37,South Carolina,17
11598,"Sep 27, 1997",41,Illinois State,6
11599,"Sep 27, 1997",48,Virginia,20
11600,"Sep 27, 1997",31,Western Michigan,7
11601,"Sep 27, 1997",31,Missouri,10
11602,"Sep 27, 1997",35,Louisville,14
11603,"Sep 27, 1997",38,Louisiana-Monroe,7
11604,"Sep 27, 1997",21,Northwestern,9
11605,"Sep 27, 1997",27,California,17
11606,"Sep 27, 1997",58,Oregon,49
11607,"Sep 27, 1997",38,Rice,31
11608,"Sep 27, 1997",36,North Texas,10
11609,"Sep 27, 1997",24,New Mexico State,16
11610,"Sep 27, 1997",31,Nevada,13
11611,"Sep 27, 1997",40,Arizona,27
11612,"Sep 27, 1997",50,Arkansas State,0
11613,"Sep 27, 1997",58,Boise State,0
11614,"Sep 27, 1997",28,Miami (FL),17
11615,"Sep 27, 1997",27,Indiana,26
11616,"Oct 2, 1997",27,Utah,13
11617,"Oct 3, 1997",42,Utah State,35
11618,"Oct 4, 1997",17,Citadel,3
11619,"Oct 4, 1997",53,Central Michigan,14
11620,"Oct 4, 1997",20,Western Kentucky,16
11621,"Oct 4, 1997",31,San Diego State,28
11622,"Oct 4, 1997",23,South Carolina,6
11623,"Oct 4, 1997",35,Northern Illinois,10
11624,"Oct 4, 1997",38,New Mexico State,35
11625,"Oct 4, 1997",59,Kent State,43
11626,"Oct 4, 1997",20,Memphis,17
11627,"Oct 4, 1997",39,Texas-El Paso,7
11628,"Oct 4, 1997",63,Hawaii,0
11629,"Oct 4, 1997",56,Arkansas,7
11630,"Oct 4, 1997",47,Miami (FL),0
11631,"Oct 4, 1997",47,Mississippi State,0
11632,"Oct 4, 1997",42,Boston College,14
11633,"Oct 4, 1997",30,North Texas,17
11634,"Oct 4, 1997",20,Oklahoma,17
11635,"Oct 4, 1997",40,(20) Alabama,34
11636,"Oct 4, 1997",41,Arkansas State,38
11637,"Oct 4, 1997",7,Vanderbilt,6
11638,"Oct 4, 1997",41,California,34
11639,"Oct 4, 1997",17,Northwestern State,7
11640,"Oct 4, 1997",16,Duke,10
